DOI,Title,Journal,pH,Subspecies,Species,CarbonSource,TargetMolecule,TiterUnits,FinalTiter,InitialTiter,Temperature,Medium,CultureSystem,Oxygen,FinalYield,GeneMutation,GeneName,Overexpress,Knocked out,others gene,DOI_replaced,SMILES,InChIKey
10.1186/1475-2859-13-20,Microbial production of sabinene: a new terpene-based precursor of advanced biofuel,Microbial Cell Factories,,BL21(DE3),Escherichia coli,Glucose,sabinene,g/L,2.65,0.0,31.0,Minimal,nbflask,Aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid, codonoptimized,oe,plasmid, oe,plasmid, oe,plasmid, codonoptimized,oe,plasmid, oe,plasmid]","[ERG12, ERG8, mvaS, sabinene synthase, IDI1, mvaE, GPPS, MVD1]","['ERG12', 'ERG8', 'mvaS', 'sabinene synthase', 'IDI1', 'mvaE', 'GPPS', 'MVD1']",[],[],10.1186.1475-2859-13-20,CC(C)C12CCC(=C)C1C2,NDVASEGYNIMXJL-UHFFFAOYSA-N
10.1016/j.ymben.2013.09.003,Model-driven rebalancing of the intracellular redox state for optimization of a heterologous n-butanol pathway in Escherichia coli,Metabolic Engineering,,W3110,Escherichia coli,"Glucose, Galactose",n-butanol,g/L,5.3,0.0,37.0,TB,bottle,Anaerobic,,"[integrated,oe, del, del, del, del, del, del, del, oe,plasmid, oe,plasmid, oe,plasmid, integrated,oe, oe,plasmid, oe,plasmid, aa_snps,integrated,oe,less_nadh_inhibition, del, del, del, del, integrated,oe, del]","[aceF, ldhA, frdA, frdD, paaH, paaG, paaF, atoD, crotonase, fdh1, adhE2, aceE, 3-hydroxybutyryl-CoA dehydrogenase, trans-enoyl-CoA reductase, lpd, adhE, pta, frdB, frdC, atoB, atoA]","['aceF', 'crotonase', 'fdh1', 'adhE2', 'aceE', '3-hydroxybutyryl-CoA dehydrogenase', 'trans-enoyl-CoA reductase', 'lpd', 'atoB']","['ldhA', 'frdA', 'frdD', 'paaH', 'paaG', 'paaF', 'atoD', 'adhE', 'pta', 'frdB', 'frdC', 'atoA']",[],10.1016.j.ymben.2013.09.003,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N
10.1186/1475-2859-11-145,Modulation of endogenous pathways enhances bioethanol yield and productivity in Escherichia coli,Microbial Cell Factories,6.8,B,Escherichia coli,"Glucose,Xylose",ethanol,g/L,25.0,0.0,37.0,MOPS,bioreactor,Anaerobic,85.0,"[integrated,con, del, del, oe,plasmid, del]","[aceE, ldhA, frdA, ackA, pflB]",['ackA'],"['ldhA', 'frdA', 'pflB']",['aceE'],10.1186.1475-2859-11-145,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
10.1128/AEM.02544-12,"Molecular Control of Sucrose Utilization in Escherichia coli W, an Efficient Sucrose-Utilizing Strain",Applied and Environmental Microbiology,,W,Escherichia coli,Sucrose,Biomass,,,,37.0,Minimal,bflask,Aerobic,,"[con, con, con]","[cscK, cscB, cscA]",[],[],"['cscK', 'cscB', 'cscA']",10.1128.AEM.02544-12,,
10.1016/j.ymben.2012.05.001,Multi-copy genes that enhance the yield of mammalian G protein-coupled receptors in Escherichia coli,Metabolic Engineering,,MC4100,Escherichia coli,Amino Acids,membrane protein,Fluorescence Units,3000.0,750.0,25.0,LB,nbflask,Aerobic,,"[oe,plasmid]",[umpH],['umpH'],[],[],10.1016.j.ymben.2012.05.001,,
10.1002/bit.23069,Multi-Factorial Engineering of Heterologous Polyketide Production in Escherichia coli Reveals Complex Pathway Interactions,Biotechnology and Bioengineering,,BL21(DE3),Escherichia coli,Glycerol,,mg/L,96.4,0.25,22.0,LB,flask,Aerobic,,"[del, oe,plasmid,terminated, oe,plasmid,terminated, oe,plasmid,terminated, oe,plasmid,terminated, oe,plasmid,terminated, integrated,oe, del, del, del, oe,plasmid,terminated, del, del, del]","[scpC, prpE, deoxyerythronolide B synthase, matB, matC, methylmalonyl-CoA epimerase, surfactin phosphopantetheinyl transferase, scpB, argK, prpB, scpA, prpC, prpD, prpR]","['prpe', 'matb', 'matc']",[],[],10.1002.bit.23069,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)O)C)O)C)C)C)O)C,HQZOLNNEQAKEHT-IBBGRPSASA-N
10.1016/j.ymben.2013.08.003,Novel approach to engineer strains for simultaneous sugar utilization,Metabolic Engineering,7.0,MG1655,Escherichia coli,"Glucose,Xylose",Biomass,,,,37.0,Minimal,bioreactor,Aerobic,0.01,"[del, aa_snps, del, del]","[rpe, ptsG, eda, pgi]",[],"['rpe', 'eda', 'pgi']",['ptsG'],10.1016.j.ymben.2013.08.003,,
10.1016/j.ymben.2014.05.009,Optimal cofactor swapping can increase the theoretical yield for chemical production in Escherichia coli and Saccharomyces cerevisiae,Metabolic Engineering,,iJ10366,Escherichia coli,Glucose,Products,,,,,,chemostat,Aerobic,,[mutated],[gapA],[],[],['gapA'],10.1016.j.ymben.2014.05.009,,
10.1016/j.ymben.2011.07.001,Optimization of a heterologous mevalonate pathway through the use of variant HMG-CoA reductases,Metabolic Engineering,,DH10B,Escherichia coli,Glucose,amorphadiene,mg/L,700.0,0.0,37.0,EZRich,bflask,Aerobic,,"[oe,plasmid, codonoptimized,oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, codonoptimized,oe,plasmid, codonoptimized,oe,plasmid, oe,plasmid]","[idi, mvaA, 3-hydroxy-3-methylglutaryl-coenzyme A reductase, atoB, ispA, ERG19, MVK, fdh1, amorpha-4,11-diene synthase, mvaS, PMVK]","['idi', 'mvaA', '3-hydroxy-3-methylglutaryl-coenzyme A reductase', 'atoB', 'ispA', 'ERG19', 'MVK', 'fdh1', 'amorpha-4,11-diene synthase', 'mvaS', 'PMVK']",[],[],10.1016.j.ymben.2011.07.001,CC1CCC(C2C1CCC(=C2)C)C(=C)C,HMTAHNDPLDKYJT-CBBWQLFWSA-N
10.1016/j.ymben.2014.09.002,Production of anteiso-branched fatty acids in Escherichia coli; next generation biofuels with improved cold-flow properties,Metabolic Engineering,,MG1655,Escherichia coli,Glucose,Anteiso-branched Fatty Acids,mg/L,,0.0,30.0,EZRich,,aerobic,,"[del, oe,plasmid, oe,plasmid,truncated, oe,plasmid, del, oe,plasmid, del, oe,plasmid]","[fadE, ipdV, tesA, FabH2, None, BkdAB, None, fadR]","['ipdv', 'tesa', 'fabh2', 'bkdab', 'fadr']",['fade'],[],10.1016.j.ymben.2014.09.002,,
10.1128/AEM.01148-12,Production of Aromatic Compounds by Metabolically Engineered Escherichia coli with an Expanded Shikimate Pathway,Applied and Environmental Microbiology,,BW25113(DE3),Escherichia coli,Glucose,phenyllactic acid,umol/min,6.4,0.0,37.0,M9M,nbflask,Aerobic,,"[aa_snps,integrated,oe, del, del, aa_snps,integrated,oe, del, amplified,integrated,oe]","[aroF, tyrR, mtlA, pheA, acs, ldhA]","['aroF', 'pheA', 'ldhA']","['tyrR', 'mtlA', 'acs']",[],10.1128.AEM.01148-12,CC(C1=CC=CC=C1)(C(=O)O)O,NWCHELUCVWSRRS-UHFFFAOYSA-N
10.1186/1475-2859-12-62,Production of hydroxycinnamoyl anthranilates from glucose in Escherichia coli,Microbial Cell Factories,,W3110,Escherichia coli,Glucose,AvnD,uM,27.3,0.0,37.0,MOPS,nbflask,Aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, del, aa_snps,oe,plasmid, oe,plasmid, aa_snps,oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[aroL, hpaB, aroA, ydiB, hpaC, tktA, tyrosine ammonia-lyase, acetyltransferase, 4-coumarate-coa ligase, trpD, tyrA, tyrB, aroG, aroD, aroB, aroC, ppsA]","['aroL', 'hpaB', 'aroA', 'ydiB', 'hpaC', 'tktA', 'tyrosine ammonia-lyase', 'acetyltransferase', '4-coumarate-coa ligase', 'tyrA', 'tyrB', 'aroG', 'aroD', 'aroB', 'aroC', 'ppsA']",['trpD'],[],10.1186.1475-2859-12-62,,
10.1186/1475-2859-13-21,Production of shikimic acid from Escherichia coli through chemically inducible chromosomal evolution and cofactor metabolic engineering,Microbial Cell Factories,,BW25113,Escherichia coli,Glucose,Shikimic Acid,g/L,,0.15,37.0,Minimal,tube,Aerobic,,"[del, del, amplified,integrated,oe, aa_snps,amplified,integrated,oe, amplified,integrated,oe, amplified,integrated,oe, amplified,integrated,oe, amplified,integrated,oe, integrated,oe]","[aroL, aroK, tktA, aroG, csrB, aroE, aroB, ppsA, nadK]","['tkta', 'arog', 'csrb', 'aroe', 'arob', 'nadk']","['arol', 'arok']",[],10.1186.1475-2859-13-21,C1C(C(C(C=C1C(=O)O)O)O)O,JXOHGGNKMLTUBP-HSUXUTPPSA-N
10.1186/s12934-014-0099-y,Production of the short peptide surfactant DAMP4 from glucose or sucrose in high cell density cultures of Escherichia coli BL21(DE3),Microbial Cell Factories,6.9,BL21(DE3),Escherichia coli,"Glucose, Sucrose",,g/L,7.0,0.0,37.0,Defined,bioreactor,Aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid]","[cscK, cscB, cscA]",['csca'],[],[],10.1186.s12934-014-0099-y,,
10.1016/j.ymben.2009.11.002,Rational design and construction of an efficient E. coli for production of diapolycopendioic acid,Metabolic Engineering,,MG1655,Escherichia coli,Glucose,Carotenoids,g/L,,0.05,30.0,M9,bioreactor,aerobic,0.17,"[del, oe,plasmid, oe,plasmid, oe,plasmid, del, del, del, del, del, del, del, oe,plasmid]","[ldhA, crtI, crtB, Diapocarotenal synthase, poxB, frdA, pykF, zwf, maeB, adhE, pta, crtE]",[],"['ldha', 'poxb', 'frda', 'pykf', 'zwf', 'maeb', 'adhe', 'pta']",[],10.1016.j.ymben.2009.11.002,,
10.1128/AEM.01758-09,Reengineering Escherichia coli for Succinate Production in Mineral Salts Medium,Applied and Environmental Microbiology,7.0,ATCC8739,Escherichia coli,Glucose,succinate,mM,327.0,46.0,37.0,NBS,bioreactor,Aerobic,,"[del, del, integrated,nuc_snps,oe]","[ptsI, pflB, pck]",['pck'],"['ptsI', 'pflB']",[],10.1128.AEM.01758-09,C(CC(=O)[O-])C(=O)[O-],KDYFGRWQOYBRFD-UHFFFAOYSA-L
10.1002/bit.24919,Regiospecific Modifications of Naringenin for Astragalin Production in Escherichia coli,Biotechnology and Bioengineering,7.0,BL21(DE3),Escherichia coli,"Glucose,Mannose,Fructose,Glycerol,Ethyl acetate",astragalin,mg/L,109.3,0.0,30.0,TB,nbflask,aerobic,,"[del, del, oe,plasmid, del, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[ushA, zwf, galU, pgi, flavonone synthase, UDP-D-glucose:delphinidin 3-O-&beta;-D-glucosyltransferase, flavanone-3-hydroxylase, phosphoglucomutase]","['galU', 'flavonone synthase', 'UDP-D-glucose:delphinidin 3-O-&beta;-D-glucosyltransferase', 'flavanone-3-hydroxylase', 'phosphoglucomutase']","['ushA', 'zwf', 'pgi']",[],10.1002.bit.24919,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,JPUKWEQWGBDDQB-QSOFNFLRSA-N
10.1002/bit.25182,Simultaneous Uptake of Lignocellulose-Based Monosaccharides by Escherichia Coli,Biotechnology and Bioengineering,,MC4100,Escherichia coli,"Glucose,Xylose,Arabinose",Biomass,hr^-1,0.59,0.38,37.0,Minimal,bioreactor,Aerobic,,[del],[ptsG],[],['ptsG'],[],10.1002.bit.25182,,
10.1016/j.ymben.2011.06.005,Styrene biosynthesis from glucose by engineered E. coli,Metabolic Engineering,,BL21Star(DE3),Escherichia coli,Glucose,styrene,mg/L,260.0,0.0,32.0,Minimal,bottle,microaerobic,,"[mutated, del, aa_snps, mutated, aa_snps, aa_snps, mutated, oe,plasmid, oe,plasmid]","[aroH, None, aroF, tyrR, aroG, pheA, malT, trans-cinnamate decarboxylase, phenylalanine ammonia lyase]",[],[],"['aroH', 'aroF', 'tyrR', 'aroG', 'pheA', 'malT']",10.1016.j.ymben.2011.06.005,C=CC1=CC=CC=C1,PPBRXRYQALVLMV-UHFFFAOYSA-N
10.1016/j.ymben.2014.09.003,Substantial improvements in methyl ketone production in E. coli and insights on the pathway from in vitro studies,Metabolic Engineering,,DH1,Escherichia coli,Glucose,methyl ketones,g/L,,0.0,37.0,Minimal,flask,Aerobic,,"[del, del, oe,plasmid,truncated, oe,plasmid, oe,plasmid, del, oe,plasmid, oe,plasmid, del, codonoptimized,oe,plasmid]","[fadE, poxB, tesA, fadB, fadR, ackA, fadD, fadM, pta, acyl-CoA oxidase]","['fadb', 'fadr', 'fadd', 'fadm']","['poxb', 'acka', 'pta']",[],10.1016.j.ymben.2014.09.003,,
10.1016/j.ymben.2013.01.008,Synergy as design principle for metabolic engineering of 1-propanol production in Escherichia coli,Metabolic Engineering,,BW25113,Escherichia coli,Glucose,1-propanol,g/L,4.5,0.8,37.0,M9,flask,Aerobic,0.15,"[oe,plasmid, oe,plasmid, del, del, del, oe,plasmid, del, del, oe,plasmid,truncated, del, del, del, del, del, oe,plasmid, oe,plasmid]","[kivD, leuC, ilvB, leuA, adhE, yqhD, gltA, None, cimA, ldhA, poxB, frdA, pta, ilvI, leuD, leuB]","['kivd', 'yqhd', 'cima', 'leub']","['ilvb', 'leua', 'adhe', 'glta', 'ldha', 'poxb', 'frda', 'pta', 'ilvi']",[],10.1016.j.ymben.2013.01.008,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N
10.1016/j.ymben.2014.05.004,Synthesis of polyhydroxyalkanoates from glucose that contain medium-chain-length monomers via the reversed fatty acid beta-oxidation cycle in Escherichia coli,Metabolic Engineering,,K-12,Escherichia coli,"Glucose, MOPS",PHB,mg/L,,0.0,30.0,LB like,flask,Aerobic,,"[mutated, oe,plasmid, oe,plasmid, mutated, del, oe,plasmid, codonoptimized,oe,plasmid, oe,plasmid, codonoptimized,oe,plasmid, oe,plasmid]","[atoC, phbB, fadB, fadR, ptsG, yqeF, phaC, phaJ, ter, phbA]","['phbb', 'fadb', 'yqef', 'phac', 'phaj', 'ter', 'phba']",['ptsg'],"['atoC', 'fadR']",10.1016.j.ymben.2014.05.004,C1=CC(=CC=C1C(=O)O)O,FJKROLUGYXJWQN-UHFFFAOYSA-N
10.1002/bit.25297,Systems Metabolic Engineering of Escherichia Coli for Gram Scale Production of the Antitumor Drug Deoxyviolacein From Glycerol,Biotechnology and Bioengineering,7.0,MG1655,Escherichia coli,Glycerol,deoxyviolacein,g/L,1.7,0.0,37.0,Minimal Rodrigues,bioreactor,Aerobic,,"[integrated,oe, integrated,oe, del, integrated,oe, del, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, del, aa_snps,integrated,oe, del, integrated,oe, del, del, integrated,oe, del]","[aroL, serA, trpR, tktA, tnaA, vioE, vioA, vioB, vioC, araD, trpE, araB, aroF, araA, sdaA, aroB, trpL]","['aroL', 'serA', 'tktA', 'vioE', 'vioA', 'vioB', 'vioC', 'trpE', 'aroF', 'aroB']","['trpR', 'tnaA', 'araD', 'araB', 'araA', 'sdaA', 'trpL']",[],10.1002.bit.25297,C1=CC=C2C(=C1)C(=CN2)C3=CC(=C(N3)O)C4=C5C=CC=CC5=NC4=O,JHKIFAKMDLEWJK-UHFFFAOYSA-N
10.1016/j.ymben.2013.08.004,Systems metabolic engineering of Escherichia coli for production of the antitumor drugs violacein and deoxyviolacein,Metabolic Engineering,7.8,MG1655,Escherichia coli,L-arabinose,deoxyviolacein,mg/L,,0.0,20.0,Minimal,bioreactor,Aerobic,,"[integrated,oe, del, aa_snps,integrated,oe, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, del, aa_snps,integrated,oe, del, integrated,oe, integrated,oe, del, del, del, integrated,oe]","[aroL, xylA, serA, vioE, vioA, vioB, vioC, xylB, trpE, trpR, tktA, aroF, tnaA, sdaA, trpL, aroB]","['sera', 'vioe', 'vioa', 'trpe', 'tkta', 'arof']","['trpr', 'tnaa', 'sdaa', 'trpl']",[],10.1016.j.ymben.2013.08.004,C1=CC=C2C(=C1)C(=CN2)C3=CC(=C(N3)O)C4=C5C=CC=CC5=NC4=O,JHKIFAKMDLEWJK-UHFFFAOYSA-N
10.1007/s00253-009-2401-1,3-Methyl-1-butanol production in Escherichia coli: random mutagenesis and two-phase fermentation,Applied Microbiology and Biotechnology,,BW25113,Escherichia coli,Glucose,,g/L,9.0,4.0,30.0,M9,flask,Microaerobic,,"[aa_snps,oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[leuA, leuB, ilvD, leuC, ilvC, leuD, ADH2, kivD, acetolactate synthase]","['leua', 'leub', 'leuc', 'ilvc', 'adh2', 'kivd']",[],[],10.1007.s00253-009-2401-1,CC(C)CCO,PHTQWCKDNZKARW-UHFFFAOYSA-N
10.1007/s00253-014-6093-9,"Biochemical, genetic, and metabolic engineering strategies to enhance coproduction of 1-propanol and ethanol in engineered Escherichia coli",Applied Microbiology and Biotechnology,7.0,BW25141,Escherichia coli,Glycerol,ethanol,g/L,30.0,0.0,37.0,M9,bioreactor,Aerobic,,"[del, del, integrated,oe]","[ldhA, pykF, scpA]",[],"['ldha', 'pykf']",[],10.1007.s00253-014-6093-9,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
10.1007/s00253-012-4618-7,Biosynthesis of ethylene glycol in Escherichia coli,Applied Microbiology and Biotechnology,7.0,W3110,Escherichia coli,Xylose,,g/L,11.0,0.0,37.0,Rich (LB like),,Aerobic,,"[del, oe,plasmid, del, oe,plasmid]","[aldA, yqhD, xylA, xylose dehydrogenase]",['yqhd'],"['alda', 'xyla']",[],10.1007.s00253-012-4618-7,C(CO)O,LYCAIKOWRPUZTN-UHFFFAOYSA-N
10.1038/msb4100201,Computer-aided rational design of the phosphotransferase system for enhanced glucose uptake in Escherichia coli,Molecular Systems Biology,,MG1655,Escherichia coli,Glucose,biomass,moles/OD,0.026,0.015,37.0,M9,nbflask,Aerobic,,"[oe,plasmid, del]","[ptsI, mlc]",['ptsI'],['mlc'],[],10.1038.msb4100201,,
10.1021/sb400147n,Computer-Assisted Engineering of the Synthetic Pathway for Biodegradation of a Toxic Persistent Pollutant,ACS Synthetic Biology,,BL21(DE3),Escherichia coli,Glucose,Glycerol,mM,1.1,0.0,30.0,SMM,testtube,Aerobic,,"[codonoptimized,oe,plasmid, codonoptimized,oe,plasmid, oe,plasmid]","[haloalkane dehalogenase, epoxide hydrolase, haloalcohol dehydrogenase]","['haloalkane dehalogenase', 'epoxide hydrolase', 'haloalcohol dehydrogenase']",[],[],10.1021.sb400147n,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N
0099-2240/00/$04.0010,Construction and Characterization of an Escherichia coli Strain Genetically Engineered for Ni(II) Bioaccumulation,Applied and Environmental Microbiology,,JM109,Escherichia coli,Amino Acids,Ni2+_intracellular,umol/gCDW,15.0,3.0,37.0,LB,testtube,Aerobic,,"[oe,plasmid]",[nixA],['nixA'],[],[],0099-2240.00.$04.0010,,
0099-2240/97/$04.0010,Construction and Characterization of Escherichia coli Genetically Engineered for Bioremediation of Hg2+-Contaminated Environments,Applied and Environmental Microbiology,,JM109,Escherichia coli,Amino Acids,Hg2+_intracellular,umol/gCDW,9.0,0.5,37.0,LB,testtube,Aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid]","[merP, yeast metallothionein, merT]","['merP', 'yeast metallothionein', 'merT']",[],[],0099-2240.97.$04.0010,,
10.1007/s10295-013-1342-y,Directed pathway evolution of the glyoxylate shunt in Escherichia coli for improved aerobic succinate production from glycerol,Journal of Industrial Microbiology and Biotechnology,7.0,BL21(DE3),Escherichia coli,Glycerol,succinate,mM,366.0,0.0,37.0,M9,bioreactor,Aerobic,0.364,"[integrated,oe, integrated,oe, del, nuc_snps, del, del, del, del]","[sucB, sucA, sdhD, icd, ppc, sdhC, sdhB, sdhA]","['sucB', 'sucA']","['sdhD', 'ppc', 'sdhC', 'sdhB', 'sdhA']",['icd'],10.1007.s10295-013-1342-y,C(CC(=O)[O-])C(=O)[O-],KDYFGRWQOYBRFD-UHFFFAOYSA-L
10.1007/s002840010255,Disruption of a Global Regulatory Gene to Enhance Central Carbon Flux into Phenylalanine Biosynthesis in Escherichia coli,Current Microbiology,,NST74,Escherichia coli,Glucose,,uM,,1000.0,37.0,MOPS,,aerobic,,"[mutated, del, del, aa_snps, mutated, aa_snps,oe,plasmid, aa_snps, oe,plasmid]","[aroH, None, csrA, aroF, tyrR, aroG, pheA, tktA]","['arog', 'tkta']",['csra'],"['aroH', 'aroF', 'tyrR', 'pheA']",10.1007.s002840010255,C1=CC=C(C=C1)CC(C(=O)O)N,COLNVLDHVKWLRT-QMMMGPOBSA-N
10.1073/pnas.96.24.13703,Efficient folding of proteins with multiple disulfide bonds in the Escherichia coli cytoplasm,PNAS,,DHB4,Escherichia coli,Amino Acids,Cytoplasmic disulfide-bonded proteins,,,,37.0,LB,nbflask,Aerobic,,"[oe,plasmid, del, del, del]","[dsbC, trxB, gor, None]",['dsbC'],"['trxB', 'gor', 'None']",[],10.1073.pnas.96.24.13703,,
10.1128/AEM.00200-07,Engineering Central Metabolic Pathways for High-Level Flavonoid Production in Escherichia coli,Applied and Environmental Microbiology,,BL21Star(DE3),Escherichia coli,Glucose,Flavonoids,mg/L,600.0,1.02,37.0,M9,nbflask,Aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[acs, accC, accD, accA, accB, chalcone synthase, chalcone isomerase, 4-coumarate-coa ligase]","['acs', 'accC', 'accD', 'accA', 'accB', 'chalcone synthase', 'chalcone isomerase', '4-coumarate-coa ligase']",[],[],10.1128.AEM.00200-07,,
10.1007/s00253-012-4544-8,Engineering E. coli for caffeic acid biosynthesis from renewable sugars,Applied Microbiology and Biotechnology,7.6,BW25113(DE3),Escherichia coli,Glucose,caffeic acid,mg/L,106.0,0.0,37.0,Minimal,bioreactor,Aerobic,,"[aa_snps,amplified,integrated,oe, del, aa_snps,oe,plasmid, aa_snps,amplified,integrated,oe, aa_snps,integrated,oe, del, codonoptimized,oe,plasmid, codonoptimized,oe,plasmid]","[tyrA, tyrR, rpoA, aroG, hisH, pheA, tyrosine ammonia-lyase, 4-hydroxyphenylacetate 3-monooxygenase]","['tyrA', 'rpoA', 'aroG', 'hisH', 'tyrosine ammonia-lyase', '4-hydroxyphenylacetate 3-monooxygenase']","['tyrR', 'pheA']",[],10.1007.s00253-012-4544-8,C1=CC(=C(C=C1C=CC(=O)O)O)O,QAIPRVGONGVQAS-DUXPYHPUSA-N
10.1073/pnas.0308171100,Engineering Escherichia coli for efficient conversion of glucose to pyruvate,PNAS,7.0,W3110,Escherichia coli,Glucose,pyruvate,mM,749.0,20.8,37.0,M9,,Microaerobic,,"[del, del, del, del, del, del, del, del, del, del, del]","[frdB, pflB, adhE, frdC, ldhA, poxB, sucA, ackA, atpF, atpH, focA]",[],"['frdb', 'pflb', 'adhe', 'ldha', 'poxb', 'suca', 'acka', 'atpf', 'foca']",[],10.1073.pnas.0308171100,CC(=O)C(=O)[O-],LCTONWCANYUPML-UHFFFAOYSA-M
10.1128/AEM.69.10.5772/5781.2003,Engineering Escherichia coli for Increased Productivity of Serine-Rich Proteins Based on Proteome Profiling,Applied and Environmental Microbiology,6.8,BL21(DE3),Escherichia coli,Glucose,Serine-rich proteins,%Total Protein/hr,13.0,1.7,37.0,R/2,bioreactor,Aerobic,,"[oe,plasmid]",[cysK],['cysK'],[],[],10.1128.AEM.69.10.5772.5781.2003,,
10.1016/j.jbiotec.2013.11.009,Engineering Escherichia coli for selective geraniol production with minimized endogenous dehydrogenation,Journal of Biotechnology,,MG1655,Escherichia coli,"Glycerol, decane",geraniol,mg/L,182.5,96.5,30.0,2xYT,tube,Aerobic,,"[oe,plasmid, del, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, aa_snps,oe,plasmid, oe,plasmid]","[idi, ahr, geraniol synthase, mvaS, mevalonate kinase, phosphomevalonate kinase, mvaE, ispA, mevalonate diphosphate decarboxylase]","['idi', 'mvas', 'mvae', 'ispa']",[],[],10.1016.j.jbiotec.2013.11.009,CC(=CCCC(=CCO)C)C,GLZPCOQZEFWAFX-JXMROGBWSA-N
0099-2240/94/$04.00+0,Engineering of Escherichia coli Central Metabolism for Aromatic Metabolite Production with Near Theoretical Yield,Applied and Environmental Microbiology,,AB2847,Escherichia coli,Glucose,DHAP,mM,55.0,31.0,37.0,Minimal,nbflask,Aerobic,,"[oe,plasmid, oe,plasmid, mutated]","[tktA, ppsA, aroB]","['tktA', 'ppsA']",[],['aroB'],0099-2240.94.$04.00+0,C(C(=O)COP(=O)(O)O)O,GNGACRATGGDKBX-UHFFFAOYSA-N
10.1021/bp0703477,Enhancement of Mussel Adhesive Protein Production in Escherichia coli by Co-expression of Bacterial Hemoglobin,Biotechnology Progress,7.0,TOP10,Escherichia coli,Glucose,FP-151 Protein,g/L,1.1,0.6,37.0,R,bioreactor,Aerobic,,"[oe,plasmid]",[Hemoglobin],['Hemoglobin'],[],[],10.1021.bp0703477,,
10.1038/sj.jim.7000299,Fermentation of sugar mixtures using Escherichia coli catabolite repression mutants engineered for production of L-lactic acid,Journal of Industrial Microbiology and Biotechnology,6.7,K-12,Escherichia coli,"Xylose,Glucose,Antifoam",lactic acid,g/L,57.1,36.9,35.0,LB,bioreactor,Aerobic,0.83,"[del, del, del, del, del, is_insertion, oe,plasmid]","[frdB, frdC, frdA, frdD, ptsG, yceG, ldh]",['ldh'],"['frdB', 'frdC', 'frdA', 'frdD', 'ptsG']",['yceG'],10.1038.sj.jim.7000299,CC(C(=O)O)O,JVTAAEKCZFNVCJ-UHFFFAOYSA-N
10.1128/AEM.01249-07,Fermentative Production of L-Alanyl-L-Glutamine by a Metabolically Engineered Escherichia coli Strain Expressing L-Amino Acid a-Ligase,Applied and Environmentla Microbiology,7.0,JM101,Escherichia coli,Glucose,Alanine-Glutamine,mM,100.0,0.0,37.0,J Medium,bioreactor,aerobic,,"[del, oe,plasmid, del, del, del, del, del, del, del, del, del, del, del, oe,plasmid]","[dppA, L-alanine dehydrogenase, dppB, dppC, dppD, dppF, glnB, pepD, putA, glnE, pepN, pepB, pepA, L-amino acid a-ligase]","['L-alanine dehydrogenase', 'L-amino acid a-ligase']","['dppA', 'dppB', 'dppC', 'dppD', 'dppF', 'glnB', 'pepD', 'putA', 'glnE', 'pepN', 'pepB', 'pepA']",[],10.1128.AEM.01249-07,,
