paper number,doi,strain names,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene,parent strain_x,knock out gene_x,overexpress gene_x,heterologous gene_x,parent strain_y,knock out gene_y,overexpress gene_y,heterologous gene_y,knockout gene
p45,10.1016.j.ymben.2015.07.007,TGFA091-1,yeast,fumarate (fumaric acid),8.35 g/L,fermentation medium,glucose,100 g/L,250-mL shake flask,5.5,not specified,30°C,,,,,TGFA091,"THI2, FUM1","PMFM module, KSSS module","RoPYC, RoMDH, RoFUM1, SpMAE1, KGD2, SUCLG2, SDH1, SFC1",TGFA091,FUM1;THI2,FUM1;KSSS;RoFUM1;RoMDH;RoPYC,FUM1 (S. cerevisiae);KGD2 (S. cerevisiae);RoFUM1 (R. oryzae NRRL1526);RoMDH (R. oryzae NRRL1526);RoPYC (R. oryzae NRRL1526);SDH1 (S. cerevisiae);SFC1 (S. cerevisiae);SUCLG2 (S. cerevisiae);SpMAE1 (Schizosaccharomyces pombe),
p45,10.1016.j.ymben.2015.07.007,TGFA091-2,yeast,fumarate (fumaric acid),10.80 g/L,fermentation medium,glucose,100 g/L,250-mL shake flask,5.5,not specified,30°C,,,,,TGFA091,"THI2, FUM1","PMFM module (P160A mutant), KSSS module","RoPYC, RoMDH, P160A (mutant), SpMAE1, KGD2, SUCLG2, SDH1, SFC1",TGFA091,FUM1;THI2,FUM1;P160A;RoFUM1;RoMDH;RoMDH-P160A;RoPYC,FUM1 (R. oryzae);RoFUM1 (R. oryzae);RoMDH (R. oryzae NRRL1526);RoPYC (R. oryzae NRRL1526);SpMAE1 (Schizosaccharomyces pombe),
p45,10.1016.j.ymben.2015.07.007,TGFA091-3,yeast,fumarate (fumaric acid),5.44 g/L,fermentation medium,glucose,100 g/L,250-mL shake flask,5.5,not specified,30°C,,,,,TGFA091,"THI2, FUM1","PMFM module (RoFUM1), KSSS module","RoPYC, RoMDH, RoFUM1, SpMAE1, KGD2, SUCLG2, SDH1, SFC1",TGFA091,FUM1;THI2,FUM1;P160A;RoFUM1;RoMDH;RoMDH-P160A;RoPYC,FUM1 (S. cerevisiae);RoFUM1 (R. oryzae);RoMDH (R. oryzae);RoPYC (R. oryzae NRRL1526);SpMAE1 (Schizosaccharomyces pombe),
p45,10.1016.j.ymben.2015.07.007,TGFA091-4,yeast,fumarate (fumaric acid),6.28 g/L,fermentation medium,glucose,100 g/L,250-mL shake flask,5.5,not specified,30°C,,,,,TGFA091,"THI2, FUM1","PMFM module (RoMDH-P160A), KSSS module","RoPYC, RoMDH-P160A, SpMAE1, KGD2, SUCLG2, SDH1, SFC1",TGFA091,FUM1;THI2,FUM1;P160A;RoFUM1;RoMDH;RoMDH-P160A;RoPYC,FUM1 (Saccharomyces cerevisiae);RoFUM1 (R. oryzae);RoMDH (R. oryzae);RoPYC (R. oryzae NRRL1526);SpMAE1 (Schizosaccharomyces pombe),
p45,10.1016.j.ymben.2015.07.007,TGFA091-5,yeast,fumarate (fumaric acid),lower than TGFA091-3,fermentation medium,glucose,100 g/L,250-mL shake flask,5.5,not specified,30°C,,,,,TGFA091,"THI2, FUM1","PMFM module (P160A-RoMDH), KSSS module","RoPYC, P160A-RoMDH, SpMAE1, KGD2, SUCLG2, SDH1, SFC1",TGFA091,FUM1;THI2,FUM1;P160A;RoFUM1;RoMDH;RoPYC,FUM1 (S. cerevisiae);RoFUM1 (R. oryzae NRRL1526);RoMDH (R. oryzae NRRL1526);RoPYC (R. oryzae NRRL1526);SpMAE1 (Schizosaccharomyces pombe),
p45,10.1016.j.ymben.2015.07.007,TGFA091-6,yeast,fumarate (fumaric acid),12.02 g/L,fermentation medium,glucose,100 g/L,250-mL shake flask,5.5,not specified,30°C,,,,,TGFA091,"THI2, FUM1","PMFM module (RoMDH-P160A), KSSS module (KGD2-SUCLG2)","RoPYC, RoMDH-P160A, SpMAE1, KGD2-SUCLG2, SDH1, SFC1",TGFA091,FUM1;THI2,FUM1;KGD2;KGD2-SUCLG2;P160A;RoFUM1;RoMDH;RoMDH-P160A;RoPYC;SUCLG2,FUM1 (S. cerevisiae);RoFUM1 (R. oryzae);RoMDH (Rhizopus oryzae);RoPYC (R. oryzae);SpMAE1 (Schizosaccharomyces pombe),
p45,10.1016.j.ymben.2015.07.007,TGFA091-7,yeast,fumarate (fumaric acid),13.67 g/L,fermentation medium,glucose,100 g/L,250-mL shake flask,5.5,not specified,30°C,,,,,TGFA091,"THI2, FUM1","PMFM module (RoMDH-P160A), KSSS module (KGD2-SUCLG2)","RoPYC, RoMDH-P160A, SpMAE1, KGD2-SUCLG2, SDH1, SFC1",TGFA091,FUM1;THI2,FUM1;KGD2;KGD2-SDH1;KGD2-SUCLG2;P160A;RoFUM1;RoMDH;RoMDH-P160A;RoPYC;SDH1;SUCLG2;SUCLG2-SDH1,FUM1 (Saccharomyces cerevisiae);RoFUM1 (Rhizopus oryzae);RoMDH (R. oryzae NRRL1526);RoPYC (R. oryzae NRRL1526);SpMAE1 (Schizosaccharomyces pombe),
p45,10.1016.j.ymben.2015.07.007,TGFA091-11,yeast,fumarate (fumaric acid),16.57 g/L,fermentation medium,glucose,100 g/L,250-mL shake flask,5.5,not specified,30°C,,,,,TGFA091,"THI2, FUM1","PMFM module (RoMDH-P160A & RoPYC, high expression), KSSS module (KGD2-SUCLG2 & SDH1, high/medium expression)","RoPYC, RoMDH-P160A, SpMAE1, KGD2-SUCLG2, SDH1, SFC1",TGFA091-7,FUM1;THI2,FUM1;KGD2;KGD2-SDH1;KGD2-SUCLG2;P160A;RoFUM1;RoMDH;RoMDH-P160A;RoMDH-P160A & RoPYC;RoPYC;SDH1;SUCLG2;SUCLG2-SDH1,FUM1 (S. cerevisiae);KGD2 (S. cerevisiae);P160A (R. oryzae);RoFUM1 (R. oryzae NRRL1526);RoMDH (R. oryzae NRRL1526);RoMDH-P160A (R. oryzae NRRL1526);RoPYC (R. oryzae NRRL1526);SUCLG2 (S. cerevisiae);SpMAE1 (Schizosaccharomyces pombe),
p45,10.1016.j.ymben.2015.07.007,TGFA091-12,yeast,fumarate (fumaric acid),20.46 g/L,fermentation medium,glucose,100 g/L,250-mL shake flask,5.5,not specified,30°C,,,,,TGFA091,"THI2, FUM1","PMFM module (RoMDH-P160A & RoPYC, high expression), KSSS module (KGD2-SUCLG2, high; SDH1, medium)","RoPYC, RoMDH-P160A, SpMAE1, KGD2-SUCLG2, SDH1, SFC1",TGFA091-7,FUM1;THI2,FUM1;KGD2;KGD2-SDH1;KGD2-SUCLG2;P160A;RoFUM1;RoMDH;RoMDH-P160A;RoMDH-P160A & RoPYC;RoPYC;SDH1;SUCLG2;SUCLG2-SDH1,FUM1 (S. cerevisiae);KGD2 (S. cerevisiae);P160A (R. oryzae);RoFUM1 (Rhizopus oryzae);RoMDH (R. oryzae NRRL1526);RoMDH-P160A (R. oryzae NRRL1526);RoPYC (R. oryzae NRRL1526);SDH1 (S. cerevisiae);SUCLG2 (S. cerevisiae);SpMAE1 (Schizosaccharomyces pombe),
p45,10.1016.j.ymben.2015.07.007,TGFA091-13,yeast,fumarate (fumaric acid),24.63 g/L,fermentation medium,glucose,100 g/L,250-mL shake flask,5.5,not specified,30°C,,,,,TGFA091,"THI2, FUM1","PMFM module (RoMDH-P160A & RoPYC, 1:1 scaffold), KSSS module (KGD2-SUCLG2, high; SDH1, medium)","RoPYC, RoMDH-P160A, SpMAE1, KGD2-SUCLG2, SDH1, SFC1",TGFA091,FUM1;THI2,FUM1;P160A;RoFUM1;RoMDH;RoMDH-P160A;RoPYC,FUM1 (S. cerevisiae);P160A (R. oryzae NRRL1526);RoFUM1 (R. oryzae);RoMDH (R. oryzae NRRL1526);RoMDH-P160A (R. oryzae);RoPYC (R. oryzae NRRL1526);SpMAE1 (Schizosaccharomyces pombe),
p45,10.1016.j.ymben.2015.07.007,TGFA091-14,yeast,fumarate (fumaric acid),28.64 g/L,fermentation medium,glucose,100 g/L,250-mL shake flask,5.5,not specified,30°C,,,,,TGFA091,"THI2, FUM1","PMFM module (RoMDH-P160A & RoPYC, 1:2 scaffold), KSSS module (KGD2-SUCLG2, high; SDH1, medium)","RoPYC, RoMDH-P160A, SpMAE1, KGD2-SUCLG2, SDH1, SFC1",TGFA091,FUM1;THI2,FUM1;P160A;RoFUM1;RoMDH;RoMDH-P160A;RoPYC,FUM1 (S. cerevisiae);P160A (R. oryzae);RoFUM1 (R. oryzae NRRL1526);RoMDH (R. oryzae NRRL1526);RoMDH-P160A (R. oryzae);RoPYC (R. oryzae NRRL1526);SpMAE1 (Schizosaccharomyces pombe),
p45,10.1016.j.ymben.2015.07.007,TGFA091-15,yeast,fumarate (fumaric acid),22.50 g/L,fermentation medium,glucose,100 g/L,250-mL shake flask,5.5,not specified,30°C,,,,,TGFA091,"THI2, FUM1","PMFM module (RoMDH-P160A & RoPYC, 2:1 scaffold), KSSS module (KGD2-SUCLG2, high; SDH1, medium)","RoPYC, RoMDH-P160A, SpMAE1, KGD2-SUCLG2, SDH1, SFC1",TGFA091,FUM1;THI2,FUM1;P160A;RoFUM1;RoMDH;RoMDH-P160A;RoPYC,FUM1 (S. cerevisiae);P160A (R. oryzae NRRL1526);RoFUM1 (R. oryzae);RoMDH (R. oryzae NRRL1526);RoMDH-P160A (R. oryzae);RoPYC (R. oryzae NRRL1526);SpMAE1 (Schizosaccharomyces pombe),
p45,10.1016.j.ymben.2015.07.007,TGFA091-16,yeast,fumarate (fumaric acid),33.13 g/L,fermentation medium,glucose,100 g/L,250-mL shake flask,5.5,not specified,30°C,,,,,TGFA091,"THI2, FUM1","PMFM module (RoMDH-P160A & RoPYC, 1:2 scaffold), KSSS module (KGD2-SUCLG2, high; SDH1, medium), RNA switches (sRNA-RHR2, sRNA-PDC6)","RoPYC, RoMDH-P160A, SpMAE1, KGD2-SUCLG2, SDH1, SFC1, sRNA-RHR2, sRNA-PDC6",TGFA091,FUM1;THI2,FUM1;P160A;PDC;PDC6;RHR2;RoFUM1;RoMDH;RoMDH-P160A;RoPYC;sRNA-PDC6;sRNA-RHR2,FUM1 (S. cerevisiae);KGD2 (S. cerevisiae);RoFUM1 (R. oryzae);RoMDH (R. oryzae NRRL1526);RoPYC (R. oryzae NRRL1526);SDH1 (S. cerevisiae);SFC1 (S. cerevisiae);SUCLG2 (S. cerevisiae);SpMAE1 (Schizosaccharomyces pombe),
,,,,,,,,,,,,,,,,,,,,,,,,,
p46,10.1007.s00253-006-0792-9,E. coli T1,Escherichia coli,L-tyrosine (L-tyrosine),3.8 g/L,MOPS-buffered minimal medium (modified),glucose,15 g/L (fed-batch),"3-L glass vessel, fed-batch",6.5,Not specified (end of exponential phase),37°C,,tyrR,,,E. coli K12 ΔtyrR,,"tyrA fbr, aroG fbr",,,,aroG;aroG fbr;tyrA;tyrA fbr,,tyrR
p46,10.1007.s00253-006-0792-9,E. coli T2,Escherichia coli,L-tyrosine (L-tyrosine),9.7 g/L,MOPS-buffered minimal medium (modified),glucose,15 g/L (fed-batch),"3-L glass vessel, fed-batch",6.5,Not specified (end of exponential phase),37°C,,tyrR,,,E. coli T1,,"tyrA fbr, aroG fbr, ppsA, tktA",,E. coli T1,,aroG;aroG fbr;ppsA;tktA;tyrA;tyrA fbr,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p47,10.1007.s00253-007-1170-y,XZ111,Escherichia coli,L-alanine (L-alanine),181 mM,NBS mineral salts medium,glucose,20 g l⁻¹,"500-ml fermentation vessels, batch",7.0 (controlled with 2 N KOH),96 h,37°C,,,,,SZ194 (pflB frdBC adhE ackA),,,alaD (from G. stearothermophilus XL-65-6),SZ194,ldhA,ALD,ALD (G. stearothermophilus XL-65-6),
p47,10.1007.s00253-007-1170-y,XZ115,Escherichia coli,L-alanine (L-alanine),836 mM,NBS mineral salts medium,glucose,80 g l⁻¹,Batch,7.0 (controlled with 5 N NH₄OH),60 h,37°C,,,,,XZ113,,,alaD (from G. stearothermophilus XL-65-6),XZ111,ldhA,ALD,ALD (G. stearothermophilus XL-65-6),
p47,10.1007.s00253-007-1170-y,XZ121,Escherichia coli,L-alanine (L-alanine),Not specified,NBS mineral salts medium,glucose,80 g l⁻¹,Batch,7.0 (controlled with 5 N NH₄OH),Not specified,37°C,,,,,XZ115,mgsA,,alaD (from G. stearothermophilus XL-65-6),XZ115,ldhA;mgsA,ALD,ALD (G. stearothermophilus XL-65-6),
p47,10.1007.s00253-007-1170-y,XZ123,Escherichia coli,L-alanine (L-alanine),832 mM,NBS mineral salts medium,glucose,80 g l⁻¹,Batch,7.0 (controlled with 5 N NH₄OH),48 h,37°C,,,,,XZ121,mgsA,,alaD (from G. stearothermophilus XL-65-6),XZ115,ldhA,ALD,ALD (G. stearothermophilus XL-65-6),
p47,10.1007.s00253-007-1170-y,XZ126,Escherichia coli,L-alanine (L-alanine),Not specified,NBS mineral salts medium,glucose,80 g l⁻¹,Batch,7.0 (controlled with 5 N NH₄OH),Not specified,37°C,,,,,XZ123,dadX,,alaD (from G. stearothermophilus XL-65-6),XZ123,ldhA,ALD,ALD (G. stearothermophilus XL-65-6),
p47,10.1007.s00253-007-1170-y,XZ129,Escherichia coli,L-alanine (L-alanine),833 mM,NBS mineral salts medium,glucose,80 g l⁻¹,Batch,7.0 (controlled with 5 N NH₄OH),42 h,37°C,,,,,XZ126,dadX,,alaD (from G. stearothermophilus XL-65-6),XZ126,dadX;ldhA,ALD,ALD (G. stearothermophilus XL-65-6),
p47,10.1007.s00253-007-1170-y,XZ130,Escherichia coli,L-alanine (L-alanine),847 mM,AM1 medium,glucose,80 g l⁻¹,Batch,7.0 (controlled with 5 N NH₄OH),42 h,37°C,,,,,XZ129,dadX,,alaD (from G. stearothermophilus XL-65-6),XZ129,dadX;ldhA,ALD,ALD (Geobacillus stearothermophilus XL-65-6),
p47,10.1007.s00253-007-1170-y,XZ131,Escherichia coli,L-alanine (L-alanine),Not specified,AM1 medium,glucose,100 g l⁻¹,Batch,7.0 (controlled with 5 N NH₄OH),Not specified,37°C,,,,,XZ130,dadX,,alaD (from G. stearothermophilus XL-65-6),XZ130,dadX;ldhA,ALD,ALD (G. stearothermophilus XL-65-6),
p47,10.1007.s00253-007-1170-y,XZ132,Escherichia coli,L-alanine (L-alanine),"1,279 mM (114 g l⁻¹)",AM1 medium,glucose,120 g l⁻¹,Batch,7.0 (controlled with 5 N NH₄OH),48 h,37°C,,,,,XZ131,dadX,,alaD (from G. stearothermophilus XL-65-6),XZ131,dadX;ldhA,ALD,ALD (G. stearothermophilus XL-65-6),
p47,10.1007.s00253-007-1170-y,XZ132,Escherichia coli,L-alanine (L-alanine),483 mmol,AM1 medium,xylose,50 g l⁻¹,Batch,7.0 (controlled with 5 N NH₄OH),72 h,37°C,,,,,XZ131,dadX,,alaD (from G. stearothermophilus XL-65-6),XZ131,dadX;ldhA,ALD,ALD (G. stearothermophilus XL-65-6),
,,,,,,,,,,,,,,,,,,,,,,,,,
p48,10.1007.s00253-007-1246-8,E. coli-pCRC202,Escherichia coli,isopropanol (isopropyl alcohol),227 ± 6 mM,SD8 complex medium,glucose,maintained >30 mM (supplemented as needed),"500-ml baffled flask, fed-batch",4.6 (after 24 h),36 h,37°C,,,,,E. coli JM109,,"thl, ctfAB, adc, adh","thl (CAC2873), ctfAB (CA_P0163, CA_P0164), adc (CA_P0165), adh (AF157307)",JM109,,adc;adh;ctfAB;thl,adh (C. beijerinckii NRRL B593),
,,,,,,,,,,,,,,,,,,,,,,,,,
p49,10.1007.s00253-007-1307-z,NST,Escherichia coli,phenylalanine (L-phenylalanine),1.20 g l⁻¹,modified Backman and Balakrishnan medium,glycerol,1.5% v/v,shake-flask,not specified,48 h,37°C,,,,,"E. coli NST37 (NST, ATCC31882)",none,none,none,E. coli NST37,aroF;aroG;pheA;pheO;trpE;tyrA;tyrR,,,
p49,10.1007.s00253-007-1307-z,NSTCSRA,Escherichia coli,phenylalanine (L-phenylalanine),1.67 g l⁻¹,modified Backman and Balakrishnan medium,glycerol,1.5% v/v,shake-flask,not specified,48 h,37°C,,,,,"E. coli NST37 (NST, ATCC31882)",csrA::km,none,none,E. coli NST37,aroF;aroG;csrA;pheA;pheO;trpE;tyrA;tyrR,,,
p49,10.1007.s00253-007-1307-z,NSTCSRD,Escherichia coli,phenylalanine (L-phenylalanine),1.61 g l⁻¹,modified Backman and Balakrishnan medium,glycerol,1.5% v/v,shake-flask,not specified,48 h,37°C,,,,,"E. coli NST37 (NST, ATCC31882)",csrD::cm,none,none,NST,aroF;aroG;csrD;pheA;pheO;trpE;tyrA;tyrR,,,
p49,10.1007.s00253-007-1307-z,NSTCSRACSRD,Escherichia coli,phenylalanine (L-phenylalanine),1.41 g l⁻¹,modified Backman and Balakrishnan medium,glycerol,1.5% v/v,shake-flask,not specified,48 h,37°C,,,,,"E. coli NST37 (NST, ATCC31882)","csrA::km, csrD::cm",none,none,NST,aroF;aroG;csrA;csrD;pheA;pheO;trpE;tyrA;tyrR,,,
p49,10.1007.s00253-007-1307-z,NST [pCsrB],Escherichia coli,phenylalanine (L-phenylalanine),2.33 g l⁻¹,modified Backman and Balakrishnan medium,glycerol,1.5% v/v,shake-flask,not specified,48 h,37°C,,,,,"E. coli NST37 (NST, ATCC31882)",none,csrB,none,NST,aroF;aroG;pheA;pheO;trpE;tyrA;tyrR,csrB,,
p49,10.1007.s00253-007-1307-z,NSTCSRA [pCsrB],Escherichia coli,phenylalanine (L-phenylalanine),1.52 g l⁻¹,modified Backman and Balakrishnan medium,glycerol,1.5% v/v,shake-flask,not specified,48 h,37°C,,,,,"E. coli NST37 (NST, ATCC31882)",csrA::km,csrB,none,NSTCSRA,aroF;aroG;csrA;pheA;pheO;trpE;tyrA;tyrR,csrB,,
p49,10.1007.s00253-007-1307-z,NST [pTktA],Escherichia coli,phenylalanine (L-phenylalanine),1.22 g l⁻¹,modified Backman and Balakrishnan medium,glycerol,1.5% v/v,shake-flask,not specified,48 h,37°C,,,,,"E. coli NST37 (NST, ATCC31882)",none,tktA,none,NST,aroF;aroG;pheA;pheO;trpE;tyrA;tyrR,tktA,,
p49,10.1007.s00253-007-1307-z,NSTCSRA [pTktA],Escherichia coli,phenylalanine (L-phenylalanine),2.39 g l⁻¹,modified Backman and Balakrishnan medium,glycerol,1.5% v/v,shake-flask,not specified,48 h,37°C,,,,,"E. coli NST37 (NST, ATCC31882)",csrA::km,tktA,none,NSTCSRA,aroF;aroG;csrA;pheA;pheO;trpE;tyrA;tyrR,tktA,,
p49,10.1007.s00253-007-1307-z,NST [pZwf],Escherichia coli,phenylalanine (L-phenylalanine),1.27 g l⁻¹,modified Backman and Balakrishnan medium,glycerol,1.5% v/v,shake-flask,not specified,48 h,37°C,,,,,"E. coli NST37 (NST, ATCC31882)",none,zwf,none,NST,aroF;aroG;pheA;pheO;trpE;tyrA;tyrR,zwf,,
p49,10.1007.s00253-007-1307-z,NSTCSRA [pZwf],Escherichia coli,phenylalanine (L-phenylalanine),1.61 g l⁻¹,modified Backman and Balakrishnan medium,glycerol,1.5% v/v,shake-flask,not specified,48 h,37°C,,,,,"E. coli NST37 (NST, ATCC31882)",csrA::km,zwf,none,NSTCSRA,aroF;aroG;csrA;pheA;pheO;trpE;tyrA;tyrR,zwf,,
p49,10.1007.s00253-007-1307-z,NSTCSRA [pTkaFpA],Escherichia coli,phenylalanine (L-phenylalanine),1.84 g l⁻¹,modified Backman and Balakrishnan medium,glycerol,1.5% v/v,shake-flask,not specified,48 h,37°C,,,,,"E. coli NST37 (NST, ATCC31882)",csrA::km,"tktA, aroF FR, pheA FR","aroF FR, pheA FR",NSTCSRA,aroF;aroG;csrA;pheA;pheO;trpE;tyrA;tyrR,aroF;aroF FR;pheA;pheA FR;tktA;tktA+aroF FR+pheA FR,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p50,10.1007.s00253-009-2401-1,AL1,Escherichia coli,3-methyl-1-butanol (3MB) (3-methyl-1-butanol),1.1 g/L,M9 medium,glucose,10 g/L,"125-mL screw cap flask, batch",not specified,72 h,"37°C (growth), 30°C (induction)",,,,,JCL16 NTG M8,none,"alsS, ilvCD, leuA(G462D), leuBCD, kivd, ADH2","alsS (Bacillus subtilis), ilvCD (E. coli), leuA(G462D) (E. coli), leuBCD (E. coli), kivd (Lactococcus lactis), ADH2 (Saccharomyces cerevisiae)",JCL16,,ADH2;kivd,ADH2 (Saccharomyces cerevisiae);kivd (Lactococcus lactis),
,,,,,,,,,,,,,,,,,,,,,,,,,
p51,10.1007.s00253-012-4308-5,MG1655ΔendAΔrecA,E. coli,plasmid DNA (pVAX1GFP) (plasmid DNA (pVAX1GFP)),0.8 mg/g DCW,complex medium,glucose,20 g/L,"250-mL shake flasks, batch",7.1,24 h,37 °C,,,,,MG1655,"endA, recA",-,pVAX1GFP,MG1655,endA;recA,,,
p51,10.1007.s00253-012-4308-5,MG1655ΔendAΔrecA,E. coli,plasmid DNA (pVAX1GFP) (plasmid DNA (pVAX1GFP)),11.2 mg/g DCW,complex medium,glycerol,20 g/L,"250-mL shake flasks, batch",7.1,24 h,37 °C,,,,,MG1655,"endA, recA",-,pVAX1GFP,MG1655,endA;recA,,,
p51,10.1007.s00253-012-4308-5,DH5α,E. coli,plasmid DNA (pVAX1GFP) (plasmid DNA (pVAX1GFP)),1.8 mg/g DCW,complex medium,glucose,20 g/L,"250-mL shake flasks, batch",7.1,24 h,37 °C,,,,,DH5α,-,-,pVAX1GFP,,,,,
p51,10.1007.s00253-012-4308-5,DH5αΔpykF,E. coli,plasmid DNA (pVAX1GFP) (plasmid DNA (pVAX1GFP)),5.9 mg/g DCW,complex medium,glucose,20 g/L,"250-mL shake flasks, batch",7.1,24 h,37 °C,,,,,DH5α,pykF,-,pVAX1GFP,DH5α,pykF,,,
p51,10.1007.s00253-012-4308-5,DH5αΔpykA,E. coli,plasmid DNA (pVAX1GFP) (plasmid DNA (pVAX1GFP)),0.9 mg/g DCW,complex medium,glucose,20 g/L,"250-mL shake flasks, batch",7.1,24 h,37 °C,,,,,DH5α,pykA,-,pVAX1GFP,DH5α,pykA,,,
p51,10.1007.s00253-012-4308-5,DH5αΔpykFΔpykA,E. coli,plasmid DNA (pVAX1GFP) (plasmid DNA (pVAX1GFP)),0.3 mg/g DCW,complex medium,glucose,20 g/L,"250-mL shake flasks, batch",7.1,24 h,37 °C,,,,,DH5α,"pykF, pykA",-,pVAX1GFP,DH5α,pykA;pykF,,,
p51,10.1007.s00253-012-4308-5,JM101,E. coli,plasmid DNA (pVAX1GFP) (plasmid DNA (pVAX1GFP)),2.6 mg/g DCW,complex medium,glucose,20 g/L,"250-mL shake flasks, batch",7.1,24 h,37 °C,,,,,JM101,-,-,pVAX1GFP,,,,,
p51,10.1007.s00253-012-4308-5,JM101ΔpykFΔpykA,E. coli,plasmid DNA (pVAX1GFP) (plasmid DNA (pVAX1GFP)),5.3 mg/g DCW,complex medium,glucose,20 g/L,"250-mL shake flasks, batch",7.1,24 h,37 °C,,,,,JM101,"pykF, pykA",-,pVAX1GFP,JM101,pykA;pykF,,,
p51,10.1007.s00253-012-4308-5,JM101,E. coli,plasmid DNA (pVAX1GFP) (plasmid DNA (pVAX1GFP)),8.4 mg/g DCW,complex medium,glycerol,20 g/L,"250-mL shake flasks, batch",7.1,24 h,37 °C,,,,,JM101,-,-,pVAX1GFP,,,,,
p51,10.1007.s00253-012-4308-5,JM101ΔpykFΔpykA,E. coli,plasmid DNA (pVAX1GFP) (plasmid DNA (pVAX1GFP)),2.2 mg/g DCW,complex medium,glycerol,20 g/L,"250-mL shake flasks, batch",7.1,24 h,37 °C,,,,,JM101,"pykF, pykA",-,pVAX1GFP,JM101,pykA;pykF,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p52,10.1007.s00253-012-4618-7,EWE1,Escherichia coli,ethylene glycol (EG) (ethylene glycol),not specified (low),M9 minimal salt + peptone + yeast extract,D-xylose,4 g L⁻¹,shake-flask fermentation (300-mL Erlenmeyer flask),not specified,60 h,37 °C,,,,,E. coli W3110,none,none,Xdh (from *Caulobacter crescentus*),E. coli W3110,,Xdh,,
p52,10.1007.s00253-012-4618-7,EWE2,Escherichia coli,ethylene glycol (EG) (ethylene glycol),increased (higher than EWE1),M9 minimal salt + peptone + yeast extract,D-xylose,4 g L⁻¹,shake-flask fermentation (300-mL Erlenmeyer flask),not specified,60 h,37 °C,,,,,E. coli W3110∆xylA,xylA,none,Xdh (from *Caulobacter crescentus*),E. coli W3110,xylA,Xdh,,
p52,10.1007.s00253-012-4618-7,EWE3,Escherichia coli,ethylene glycol (EG) (ethylene glycol),11.69 g L⁻¹,"enriched medium (Bacto tryptone, yeast extract, salts)",D-xylose,40 g L⁻¹,5-L lab-scale fermenter (batch fermentation),7.0,48 h,37 °C,,,,,E. coli W3110∆xylA,xylA,yqhD,Xdh (from *Caulobacter crescentus*),E. coli W3110,xylA,Xdh;YqhD,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p53,10.1007.s00253-014-6092-x,E. coli BW25113 (DE3) (pKV-C),Escherichia coli,itaconate (itaconic acid),<10 mg/L,LB,glucose,50 mmol/L,shake flask,not specified,not specified,37 °C,,,,,E. coli BW25113,,none,cadA (from A. terreus),E. coli BW25113 (DE3),,cadA,cadA (A. terreus),none
p53,10.1007.s00253-014-6092-x,E. coli BW25113 (DE3) (pKV-C),Escherichia coli,itaconate (itaconic acid),240 mg/L,M9 minimal medium (MM),glucose,50 mmol/L,"0.5 L mini bioreactor, batch",6.9,not specified,30 °C,,,,,E. coli BW25113,,none,cadA (from A. terreus),E. coli BW25113 (DE3),,cadA,cadA (A. terreus),none
p53,10.1007.s00253-014-6092-x,E. coli BW25113 (DE3) (pKV-CGA),Escherichia coli,itaconate (itaconic acid),1.9 mM (~190 mg/L),M9 minimal medium (MM),glucose,50 mmol/L,"0.5 L mini bioreactor, batch",6.9,72 h,30 °C,,,,,E. coli BW25113,,"gltA, acnA (from C. glutamicum)",cadA (from A. terreus),E. coli BW25113 (DE3),,acnA;cadA;gltA,acnA (Corynebacterium glutamicum);cadA (A. terreus);gltA (C. glutamicum),none
p53,10.1007.s00253-014-6092-x,E. coli BW25113 (DE3) Δpta-ΔldhA (pKV-CGA),Escherichia coli,itaconate (itaconic acid),up to 690 mg/L,M9 minimal medium (MM),glucose,50 mmol/L,"0.5 L mini bioreactor, batch",6.9,72 h,30 °C,,ldhA;pta,,,E. coli BW25113,,"gltA, acnA (from C. glutamicum)",cadA (from A. terreus),,,acnA;cadA;gltA,acnA (C. glutamicum);cadA (A. terreus);gltA (Corynebacterium glutamicum),"pta, ldhA"
,,,,,,,,,,,,,,,,,,,,,,,,,
p54,10.1007.s00253-014-6093-9,CPC-PrOH1,Escherichia coli,1-propanol (1-propanol),0.11 g/L,SB medium (batch),glucose,30 g/L,1-L conical flask,not specified,14 h,37 °C,,,,,E. coli BW25141,none,none,sbm-ygfD-ygfG (episomal),BW25141,,Sbm;Sbm operon;adhE,,
p54,10.1007.s00253-014-6093-9,CPC-PrOH2,Escherichia coli,1-propanol (1-propanol),0.55 g/L,SB medium (batch),glucose,30 g/L,1-L conical flask,not specified,18 h,37 °C,,,,,E. coli BW25141,ldhA,none,sbm-ygfD-ygfG (episomal),BW25141,ldhA,Sbm;Sbm operon,,
p54,10.1007.s00253-014-6093-9,CPC-PrOH2,Escherichia coli,ethanol (ethanol),10.9 g/L,SB medium (batch),glycerol,30 g/L,1-L conical flask,not specified,>80 h,37 °C,,,,,E. coli BW25141,ldhA,none,sbm-ygfD-ygfG (episomal),BW25141,ldhA,Sbm;Sbm operon,,
