paper number,doi,strain,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene,check
P74,10.1093.jimb.kuad009,Yli-CA,Yarrowia lipolytica,β-carotene (β-carotene),53.24 mg/L,YPD,glucose,20 g/L,shake flask,5.6,192 hours,30°C,Yli-C,,acc1;crtE;crtI;crtYB;tHMGR,crtE (Xanthophyllomyces dendrorhous);crtI (Xanthophyllomyces dendrorhous);crtYB (Xanthophyllomyces dendrorhous),no
P74,10.1093.jimb.kuad009,Yli-CAH,Yarrowia lipolytica,β-carotene (β-carotene),87 mg/L,YPD,glucose,20 g/L,shake flask,5.6,192 hours,30°C,Yli-C,,acc1;crtE;crtI;crtYB;tHMGR,crtE (Xanthophyllomyces dendrorhous);crtI (Xanthophyllomyces dendrorhous);crtYB (Xanthophyllomyces dendrorhous),yes
,,,,,,,,,,,,,,,,,
P75,10.1186.1475-2859-10-29,E. coli BW-ASTA,Escherichia coli,adonirubin (adonirubin),0.11 mg/g cdw,minimal medium with glucose as C- and energy source,glucose,not specified,shake flask,not specified,48 h,30°C,E. coli BW-CANT,dxs;idi,crtB;crtE;crtI;crtW148;crtY;crtZ;dxs;idi,crtW (Nostoc punctiforme PCC73102);crtW148 (Nostoc punctiforme PCC73102),no
P75,10.1186.1475-2859-10-29,E. coli BW-ASTA,Escherichia coli,astaxanthin (astaxanthin),1.41 ± 0.11 mg/g cdw,"minimal medium with glucose as C- and energy source, induced with IPTG",glucose,not specified,shake flask,not specified,24 h,30°C,E. coli BW-CANT,dxs;idi,crtB;crtE;crtI;crtW148;crtY;crtZ;dxs;idi,crtW (Nostoc punctiforme PCC73102);crtW148 (Nostoc punctiforme PCC73102),no
P75,10.1186.1475-2859-10-29,E. coli BW-ASTA,Escherichia coli,astaxanthin (astaxanthin),2.07 ± 0.15 mg/l,"minimal medium with glucose as C- and energy source, induced with IPTG",glucose,not specified,shake flask,not specified,48 h,30°C,E. coli BW-CANT,dxs;idi,crtB;crtE;crtI;crtW148;crtY;crtZ;dxs;idi,crtW (Nostoc punctiforme PCC73102);crtW148 (Nostoc punctiforme PCC73102),no
P75,10.1186.1475-2859-10-29,E. coli BW-CANT,Escherichia coli,canthaxanthin (canthaxanthin),1.085 ± 0.15 mg/g cdw,LB medium,glucose,not specified,shake flask,not specified,not specified,30°C,E. coli BW-CARO-dxs-idi,dxs;idi,crtB;crtE;crtI;crtY;dxs;idi,crtW (Nostoc punctiforme PCC73102);crtW148 (Nostoc punctiforme PCC73102),no
P75,10.1186.1475-2859-10-29,E. coli BW-CARO,Escherichia coli,β-carotene (β-carotene),1.24 ± 0.17 mg/g cellular dry weight (cdw),complex medium,not specified,not specified,shake flask,not specified,not specified,30°C,,,crtE,,no
P75,10.1186.1475-2859-10-29,E. coli BW-CARO-dxs,Escherichia coli,β-carotene (β-carotene),3.254 ± 0.24 mg/g cdw,complex medium,not specified,not specified,shake flask,not specified,not specified,30°C,E. coli BW-CARO,dxs,crtE,,no
P75,10.1186.1475-2859-10-29,E. coli BW-CARO-dxs-idi,Escherichia coli,β-carotene (β-carotene),6.18 ± 0.78 mg/g cdw,complex medium,not specified,not specified,shake flask,not specified,not specified,30°C,E. coli BW-CARO-dxs,dxs;idi,crtE,,no
,,,,,,,,,,,,,,,,,
P76,10.1186.1475-2859-12-63,JJ004,Pseudomonas putida,proline (L-proline),0.31 ± 0.01 g proline/ g glucose,"modified CGXII medium containing 35 g/L glucose, 0.75 mM arginine, 1 mM IPTG, and 25 μg/mL kanamycin",glucose,35 g/L,shake flask fermentation,,,30°C,ORN1,,ocd,,no
,,,,,,,,,,,,,,,,,
P77,10.1186.s12934-014-0104-5,RF05S-M40,Escherichia coli,riboflavin (riboflavin),0.180±0.006 g/g,shake flask,glucose,10 g/L,batch,7,48 h,37°C,RF05S,eda;edd;pgi,acs;ribA;ribB;ribC;ribD;ribE;ribF,,yes
P77,10.1186.s12934-014-0104-5,RF05S-M40,Escherichia coli,riboflavin (riboflavin),0.229±0.006 g/g,shake flask,glucose,10 g/L,batch,7,48 h,31°C,RF05S,eda;edd;pgi,acs;ribA;ribB;ribC;ribD;ribE;ribF,,yes
P77,10.1186.s12934-014-0104-5,RF05S-M40,Escherichia coli,riboflavin (riboflavin),0.272±0.005 g/g,shake flask,glucose,10 g/L,batch,7,48 h,31°C,RF05S,eda;edd;pgi,acs;ribA;ribB;ribC;ribD;ribE;ribF,,yes
P77,10.1186.s12934-014-0104-5,RF05S-M40,Escherichia coli,riboflavin (riboflavin),0.770±0.055 g/g,shake flask,glucose,10 g/L,batch,7,48 h,31°C,RF05S,eda;edd;pgi,acs;ribA;ribB;ribC;ribD;ribE;ribF,,yes
P77,10.1186.s12934-014-0104-5,RF05S-M40,Escherichia coli,riboflavin (riboflavin),1.375±0.040 g/g,shake flask,glucose,10 g/L,batch,7,48 h,31°C,RF05S,eda;edd;pgi,acs;ribA;ribB;ribC;ribD;ribE;ribF,,yes
P77,10.1186.s12934-014-0104-5,RF05S-M40,Escherichia coli,riboflavin (riboflavin),1036.1±54.6 mg/L,shake flask,glucose,10 g/L,batch,7,48 h,37°C,RF05S,eda;edd;pgi,acs;ribA;ribB;ribC;ribD;ribE;ribF,,yes
P77,10.1186.s12934-014-0104-5,RF05S-M40,Escherichia coli,riboflavin (riboflavin),1507.0±56.8 mg/L,shake flask,glucose,10 g/L,batch,7,48 h,31°C,RF05S,eda;edd;pgi,acs;ribA;ribB;ribC;ribD;ribE;ribF,,yes
P77,10.1186.s12934-014-0104-5,RF05S-M40,Escherichia coli,riboflavin (riboflavin),2702.8±89.9 mg/L,shake flask,glucose,10 g/L,batch,7,48 h,31°C,RF05S,eda;edd;pgi,acs;ribA;ribB;ribC;ribD;ribE;ribF,,yes
P77,10.1186.s12934-014-0104-5,RF05S-M40,Escherichia coli,riboflavin (riboflavin),271.8±4.9 mg/L,shake flask,glucose,1 g/L,batch,7,48 h,37°C,RF05S,eda;edd;pgi,acs;ribA;ribB;ribC;ribD;ribE;ribF,,yes
P77,10.1186.s12934-014-0104-5,RF02S,Escherichia coli,riboflavin (riboflavin),0.395±0.019 g/g,shake flask,glucose,10 g/L,batch,7,48 h,37°C,RF01S,pgi,ribA;ribB;ribC;ribD;ribE,,yes
P77,10.1186.s12934-014-0104-5,RF02S,Escherichia coli,riboflavin (riboflavin),394.8±19.6 mg/L,shake flask,glucose,10 g/L,batch,7,48 h,37°C,RF01S,pgi,ribA;ribB;ribC;ribD;ribE,,yes
P77,10.1186.s12934-014-0104-5,RF05S,Escherichia coli,riboflavin (riboflavin),0.585±0.014 g/g,shake flask,glucose,10 g/L,batch,7,48 h,37°C,RF05,eda;edd;pgi,acs;ribA;ribB;ribC;ribD;ribE,,yes
P77,10.1186.s12934-014-0104-5,RF05S,Escherichia coli,riboflavin (riboflavin),585.2±13.6 mg/L,shake flask,glucose,10 g/L,batch,7,48 h,37°C,RF05,eda;edd;pgi,acs;ribA;ribB;ribC;ribD;ribE,,yes
P77,10.1186.s12934-014-0104-5,E. coli MG1655,Escherichia coli,riboflavin (riboflavin),229.1±5.7 mg/L,shake flask,glucose,10 g/L,batch,7,48 h,37°C,,,ribA;ribB;ribC;ribD;ribE,,yes
P77,10.1186.s12934-014-0104-5,E. coli MG1655,Escherichia coli,riboflavin (riboflavin),50.5±1.2 mg/L,shake flask,glucose,10 g/L,batch,7,48 h,37°C,,,ribA;ribB;ribC;ribD;ribE,,yes
P77,10.1186.s12934-014-0104-5,RF03S,Escherichia coli,riboflavin (riboflavin),559.88±8.99 mg/L,shake flask,glucose,10 g/L,batch,7,48 h,37°C,RF03,eda;edd;pgi,ribA;ribB;ribC;ribD;ribE,,yes
,,,,,,,,,,,,,,,,,
P78,10.1186.s12934-014-0160-x,YJM49,E. coli,β-carotene (β-carotene),122.4±6.2 mg/L,shake-flask fermentation,glucose,20 g/L,shake flask,7,24 h,30°C,,,dxs;fni,crtB (Erwinia herbicola);crtE (Erwinia herbicola);crtI (Erwinia herbicola);crtY (Erwinia herbicola);dxs (Bacillus subtilis);fni (Bacillus subtilis),no
P78,10.1186.s12934-014-0160-x,YJM49,E. coli,β-carotene (β-carotene),256.8±10.4 mg/L,shake-flask fermentation,glycerol,20 g/L,shake flask,7,48 h,34°C,,,dxs;fni,crtB (Erwinia herbicola);crtE (Erwinia herbicola);crtI (Erwinia herbicola);crtY (Erwinia herbicola);dxs (Bacillus subtilis);fni (Bacillus subtilis),no
P78,10.1186.s12934-014-0160-x,YJM49,E. coli,β-carotene (β-carotene),3.2 g/L,fed-batch fermentation,glycerol,3 g/L/h,fermentor,7,80 h,34°C,,,dxs;fni,crtB (Erwinia herbicola);crtE (Erwinia herbicola);crtI (Erwinia herbicola);crtY (Erwinia herbicola);dxs (Bacillus subtilis);fni (Bacillus subtilis),no
P78,10.1186.s12934-014-0160-x,YJM43,E. coli,β-carotene (β-carotene),15.2±0.4 mg/L,shake-flask fermentation,glucose,20 g/L,shake flask,7,24 h,30°C,E. coli BL21(DE3)/pAC-BETA,,ERG12;ERG19;ERG8;GPPS2;IDI1;IspA;crtB;crtE;crtI;crtY;dxs;dxs-1;fni;fni-1;mvaE;mvaE-mvaS-1;mvaS,crtB (Erwinia herbicola);crtE (Erwinia herbicola);crtI (Erwinia herbicola);crtY (Erwinia herbicola),no
P78,10.1186.s12934-014-0160-x,"E. coli BL21(DE3)/pAC-BETA, pYJM40",E. coli,β-carotene (β-carotene),2.24±0.1 mg/L,shake-flask fermentation,glucose,20 g/L,shake flask,7,24 h,30°C,E. coli BL21(DE3)/pAC-BETA,,ERG12;ERG19;ERG8;GPPS2;IDI1;IspA;crtB;crtE;crtI;crtY;dxs;dxs-1;fni;fni-1;mvaE;mvaE-mvaS-1;mvaS,crtB (Erwinia herbicola);crtE (Erwinia herbicola);crtI (Erwinia herbicola);crtY (Erwinia herbicola);dxs (Bacillus subtilis),no
P78,10.1186.s12934-014-0160-x,YJM41,E. coli,β-carotene (β-carotene),5.2±0.2 mg/L,shake-flask fermentation,glucose,20 g/L,shake flask,7,24 h,30°C,"E. coli BL21(DE3)/pAC-BETA, pYJM40",,ERG12;ERG19;ERG8;GPPS2;IDI1;IspA;crtB;crtE;crtI;crtY;dxs;dxs-1;fni;fni-1;mvaE;mvaE-mvaS-1;mvaS,crtB;crtE (Erwinia herbicola);crtI (Erwinia herbicola);crtY (Erwinia herbicola);dxs (Bacillus subtilis);fni (Bacillus subtilis),no
P78,10.1186.s12934-014-0160-x,YJM44,E. coli,β-carotene (β-carotene),52.6±1.5 mg/L,shake-flask fermentation,glucose,20 g/L,shake flask,7,24 h,30°C,E. coli BL21(DE3),,ERG12;ERG19;ERG8;GPPS2;IDI1;IspA;crtB;crtE;crtI;crtY;dxs;dxs-1;fni;fni-1;idi1;mvaE;mvaE-mvaS-1;mvaS,crtB (Erwinia herbicola);crtE (Erwinia herbicola);crtI (Erwinia herbicola);crtY (Erwinia herbicola);idi1;mvaE (Enterococcus faecalis);mvaS (Enterococcus faecalis),no
P78,10.1186.s12934-014-0160-x,YJM42,E. coli,β-carotene (β-carotene),7.86±0.2 mg/L,shake-flask fermentation,glucose,20 g/L,shake flask,7,24 h,30°C,E. coli BL21(DE3)/pAC-BETA,,ERG12;ERG19;ERG8;GPPS2;IDI1;IspA;crtB;crtE;crtI;crtY;dxs;dxs-1;fni;fni-1;mvaE;mvaE-mvaS-1;mvaS,crtB (Erwinia herbicola);crtE (Erwinia herbicola);crtI (Erwinia herbicola);crtY (Erwinia herbicola),no
P78,10.1186.s12934-014-0160-x,YJM45,E. coli,β-carotene (β-carotene),71.4±4.3 mg/L,shake-flask fermentation,glucose,20 g/L,shake flask,7,24 h,30°C,E. coli BL21(DE3),,ERG12;ERG19;ERG8;GPPS2;IDI1;IspA;crtB;crtE;crtI;crtY;dxs;dxs-1;fni;fni-1;idi1;mvaE;mvaE-mvaS-1;mvaS,crtB;crtE (Erwinia herbicola);crtI;crtY (Erwinia herbicola);idi1;mvaE (Enterococcus faecalis);mvaS (Enterococcus faecalis),no
,,,,,,,,,,,,,,,,,
P79,10.1186.s12934-015-0309-2,E. coli M-4CL1–CCR,Escherichia coli,caffealdehyde (caffealdehyde),19 mg/L,not specified,not specified,not specified,not specified,not specified,8 h,37 °C,M15,,4CL1;CCR,,yes
P79,10.1186.s12934-015-0309-2,E. coli M-4CL1–CCR,Escherichia coli,coniferaldehyde (coniferaldehyde),35 mg/L,not specified,not specified,not specified,not specified,not specified,32 h,37 °C,M15,,4CL1;CCR,,yes
P79,10.1186.s12934-015-0309-2,E. coli M-4CL1–CCR,Escherichia coli,p-coumaraldehyde (p-coumaraldehyde),49 mg/L,not specified,not specified,not specified,not specified,not specified,4 h,37 °C,M15,,4CL1;CCR,,yes
,,,,,,,,,,,,,,,,,
P80,10.1186.s12934-015-0381-7,Mach1,Escherichia coli,lycopene (lycopene),0.38 ± 0.02 mg OD -1600,shake flask,glucose,2% (w/v),batch,7,48 h,30°C,,,dxs,CrtB;CrtE;CrtI;Idi (H. pluvialis);Idi(pLYC),yes
P80,10.1186.s12934-015-0381-7,Seq+,Escherichia coli,lycopene (lycopene),similar to WG1,shake flask,glucose,2% (w/v),batch,7,48 h,30°C,,,dxs,CrtB (Populus agglomerans);CrtE (Populus agglomerans);CrtI (Populus agglomerans);Idi (Haematococcus pluvialis);Idi(pLYC) (Haematococcus pluvialis),yes
,,,,,,,,,,,,,,,,,
P81,10.1186.s12934-016-0545-0,21850 (pEC-C-vio1),Corynebacterium glutamicum,violacein (violacein),2344 mg L−1,,glucose,60 g L−1,shake flask fermentation,7.2,72 h,"30 °C, then dropped to 20 °C",,,vio;vioA;vioABCDE,vio (Corynebacterium violaceum);vioA (Corynebacterium violaceum);vioABCDE (Corynebacterium violaceum),yes
P81,10.1186.s12934-016-0545-0,C. glutamicum ATCC 21850 (pEC-C-vio1),Corynebacterium glutamicum,violacein (violacein),5436 mg L−1,,glucose,60 g L−1,fed-batch fermentation,7,100 h,"30 °C, then dropped to 20 °C",,,vio;vioA;vioABCDE,vio (Corynebacterium violaceum);vioA (Corynebacterium violaceum);vioABCDE (Corynebacterium violaceum),yes
P81,10.1186.s12934-016-0545-0,ATCC 21850 (pEC-J-vio1),Corynebacterium glutamicum,violacein (violacein),629 mg L−1,,glucose,60 g L−1,batch fermentation,7.2,72 h,"30 °C, then dropped to 20 °C",,,vio;vioA;vioABCDE,vio (Janthinobacterium lividum);vioA (Janthinobacterium lividum);vioABCDE (Janthinobacterium lividum),yes
,,,,,,,,,,,,,,,,,
P82,10.1186.s12934-016-0595-3,PCC 7942,Synechococcus elongatus,succinate (succinate),≈0.26 mg/L,nitrate-free BG-11,unknown,unknown,shake flask,unknown,unknown,unknown,,,Psmt;eyfp;smtA;smtB,,no
P82,10.1186.s12934-016-0595-3,PCC 7942,Synechococcus elongatus,succinate (succinate),≈0.58 mg/L,nitrate-free BG-11,unknown,unknown,shake flask,unknown,unknown,unknown,,,Psmt;eyfp;smtA;smtB,,no
P82,10.1186.s12934-016-0595-3,PCC 7942,Synechococcus elongatus,succinate (succinate),≈0.61 mg/L,nitrate-free BG-11,unknown,unknown,shake flask,unknown,unknown,unknown,,,Psmt;eyfp;smtA;smtB,,no
P82,10.1186.s12934-016-0595-3,PCC 7942,Synechococcus elongatus,succinate (succinate),≈0.63 mg/L,nitrate-free BG-11,unknown,unknown,shake flask,unknown,unknown,unknown,,,Psmt;eyfp;smtA;smtB,,no
P82,10.1186.s12934-016-0595-3,PCC 7942,Synechococcus elongatus,succinate (succinate),≈12.5-fold higher than that in the WT cells,nitrate-free BG-11,unknown,unknown,shake flask,unknown,unknown,unknown,,,Psmt;eyfp;smtA;smtB,,no
,,,,,,,,,,,,,,,,,
P83,10.1186.s12934-017-0642-8,B. licheniformis CGMCC2876,Bacillus,γ-PGA (Poly-gamma-glutamic acid),0.94 g/L,γ-PGA medium,,,Erlenmeyer flask with shake,7.2,24 h,37 °C,,,CapABC;GltA;GltAB;RocG;pgdS,,no
P83,10.1186.s12934-017-0642-8,B. licheniformis CGMCC2876,Bacillus,γ-PGA (Poly-gamma-glutamic acid),5.56 g/L,γ-PGA medium containing 5 g/L glucose,Glucose,5 g/L,Erlenmeyer flask with shake,7.2,24 h,37 °C,,,CapABC;GltA;GltAB;RocG;pgdS,,no
P83,10.1186.s12934-017-0642-8,B. licheniformis CGMCC2876,Bacillus,γ-PGA (Poly-gamma-glutamic acid),2.19 g/L,γ-PGA medium containing 10 g/L glucose,Glucose,10 g/L,Erlenmeyer flask with shake,7.2,24 h,37 °C,,,CapABC;GltA;GltAB;RocG;pgdS,,no
P83,10.1186.s12934-017-0642-8,B. licheniformis CGMCC2876,Bacillus,Polysaccharides (Polysaccharides),0.94 g/L,γ-PGA medium,,,Erlenmeyer flask with shake,7.2,24 h,37 °C,,,CapABC;GltA;GltAB;RocG;pgdS,,no
P83,10.1186.s12934-017-0642-8,B. licheniformis CGMCC2876,Bacillus,Polysaccharides (Polysaccharides),8.45 g/L,γ-PGA medium containing 10 g/L glucose,Glucose,10 g/L,Erlenmeyer flask with shake,7.2,24 h,37 °C,,,CapABC;GltA;GltAB;RocG;pgdS,,no
,,,,,,,,,,,,,,,,,
P84,10.1186.s12934-017-0666-0,BL21-dapA,Escherichia coli,l-lysine (L-lysine),0.13 g/gDCW,Minimal,Glucose,10 g/L,Shake flask,7,48 h,37 °C,E. coli BL21(DE3),,dapA,,yes
P84,10.1186.s12934-017-0666-0,E. coli BL21(DE3),Escherichia coli,l-lysine (L-lysine),0.24 g/L,Minimal,Glucose,10 g/L,Shake flask,7,48 h,37 °C,,,,,no
P84,10.1186.s12934-017-0666-0,E. coli BL21(DE3),Escherichia coli,l-pipecolic acid (l-pipecolic acid),0.15 g/L,Minimal,Glucose,10 g/L,Shake flask,7,48 h,37 °C,,,,,no
P84,10.1186.s12934-017-0666-0,E. coli BL21(DE3),Escherichia coli,l-pipecolic acid (l-pipecolic acid),0.24 g/L,Minimal,Glucose,10 g/L,Shake flask,7,48 h,"25 °C, 0.1 mM IPTG",,,,,no
P84,10.1186.s12934-017-0666-0,BL21–dapA–lysC–lysA–pipA,Escherichia coli,l-pipecolic acid (l-pipecolic acid),0.39 g/L,Minimal,Glucose,10 g/L,Shake flask,7,48 h,"25 °C, 0.5 mM IPTG",E. coli BL21(DE3),,dapA;lysA;lysC;pipA,pipA (Streptomyces pristinaespiralis ATCC25486),yes
P84,10.1186.s12934-017-0666-0,BL21–dapA–lysC–lysA–pipA,Escherichia coli,l-pipecolic acid (l-pipecolic acid),0.41 g/L,Minimal,Glucose,10 g/L,Shake flask,7,48 h,"25 °C, 0.5 mM IPTG",E. coli BL21(DE3),,dapA;lysA;lysC;pipA,pipA (Streptomyces pristinaespiralis ATCC25486),no
P84,10.1186.s12934-017-0666-0,BL21–dapA–lysC–lysA–pipA,Escherichia coli,l-pipecolic acid (l-pipecolic acid),0.45 g/L,Minimal,Glucose,10 g/L,Shake flask,7,48 h,"25 °C, 0.5 mM IPTG",E. coli BL21(DE3),,dapA;lysA;lysC;pipA,pipA (Streptomyces pristinaespiralis ATCC25486),no
P84,10.1186.s12934-017-0666-0,BL21–dapA–lysC–lysA–pipA,Escherichia coli,l-pipecolic acid (l-pipecolic acid),0.57 g/g,Minimal,Glucose,10 g/L,Shake flask,7,48 h,"25 °C, 0.5 mM IPTG",E. coli BL21(DE3),,dapA;lysA;lysC;pipA,pipA (Streptomyces pristinaespiralis ATCC25486),no
,,,,,,,,,,,,,,,,,
P85,10.1186.s12934-018-0951-6,IMX106-F,Saccharomyces cerevisiae,DHK (Dihydrokaempferol),46.5 µM,Synthetic dropout medium with glucose,Glucose,20 g/L,Shake flask,30 °C,65 h,250 rpm,IMK393;IMX106,ARO4;aro10;aro3;pdc5;pdc6,ANS;F3H;UGT78D2,ANS (Arabidopsis thaliana);F3H (A. thaliana);UGT78D2 (A. thaliana),yes
P85,10.1186.s12934-018-0951-6,PATW066,Saccharomyces cerevisiae,Naringenin (Naringenin),40 µM,Synthetic medium with glucose,Glucose,20 g/L,Shake flask,30 °C,144 h,250 rpm,PATW004,ARO4;aro10;aro3;pdc5;pdc6,C4H;CHI;CHS;CPR;PAL;at4CL3;atCHI1;atCHS3,C4H (Arabidopsis thaliana);CHI;CHS (A. thaliana);CPR (Arabidopsis thaliana);PAL (Arabidopsis thaliana),yes
P85,10.1186.s12934-018-0951-6,PATW066,Saccharomyces cerevisiae,Phloretic acid (Phloretic acid),160 µM,Synthetic medium with glucose,Glucose,20 g/L,Shake flask,30 °C,144 h,250 rpm,PATW004,ARO4;aro10;aro3;pdc5;pdc6,C4H;CHI;CHS;CPR;PAL;at4CL3;atCHI1;atCHS3,C4H (Arabidopsis thaliana);CHI;CHS (A. thaliana);CPR (Arabidopsis thaliana);PAL (Arabidopsis thaliana),yes
,,,,,,,,,,,,,,,,,
P86,10.1186.s12934-019-1072-6,xfpk(BB),Saccharomyces cerevisiae,acetate (acetate),an estimate of 12% of the carbon available in glucose is converted into acetate by the phosphoketolase in glucose-limited conditions,minimal medium,glucose,7.5 g L^(-1)^,chemostat,5,exponential phase,30 °C,,,Xfpk,Xfpk (Bifidobacterium breve),yes
,,,,,,,,,,,,,,,,,
P87,10.1186.s12934-022-01964-5,C. autoethanogenum [PThl-Atf1],Clostridium autoethanogenum,Acetate esters (Acetate esters),4.5 mM butyl acetate,CO,Butanol,Not specified,Serum bottles,Not specified,7 days,37°C,C. autoethanogenum,adhE1;pta,Atf1;atf1;eat1,atf1 (Saccharomyces cerevisiae);eat1 (Kluyveromyces marxianus),no
,,,,,,,,,,,,,,,,,
P88,10.1186.s12934-023-02070-w,E. coli W3110 derivative,Escherichia coli,L-Phe (L-Phenylalanine),60 g/L,fermentation medium,Glucose (Glc),20 g/L,"7-L bioreactor, fed-batch",7,48 h,33-37 ℃,,,,,no
,,,,,,,,,,,,,,,,,
P89,10.1186.s13068-017-0969-8,C. glutamicum PDO1,Corynebacterium glutamicum,"1,2-PDO (1,2-propanediol)","0.49 ± 0.01 mol 1,2-PDO per mol acetol",,PW (clarified and exposed to 1 h heat treatment at 80 °C),3.5% (v/v),Shaking flask,6.5,6 h,30 °C,,,gldA,,yes
P89,10.1186.s13068-017-0969-8,C. glutamicum PDO1,Corynebacterium glutamicum,"1,2-PDO (1,2-propanediol)","4.7 ± 0.0 mM 1,2-PDO with an overall differential Y P/S of 0.64 ± 0.03 mol 1,2-PDO per mol acetol",,PW (clarified and exposed to 1 h heat treatment at 80 °C),8.6% (v/v),Bioreactor,7.4,13 h,30 °C,,,gldA,,yes
P89,10.1186.s13068-017-0969-8,C. glutamicum PDO2,Corynebacterium glutamicum,"1,2-PDO (1,2-propanediol)",2.4 ± 0.1 mM,,PW (clarified and exposed to 1 h heat treatment at 80 °C),3.5% (v/v),Shaking flask,6.5,6 h,30 °C,,aceE;ldhA;mdh;pqo,gldA,,yes
P89,10.1186.s13068-017-0969-8,C. glutamicum PDO2,Corynebacterium glutamicum,"1,2-PDO (1,2-propanediol)","18.3 ± 1.2 mM 1,2-PDO with a Y P/S close to the theoretical maximum of 0.96 ± 0.05 mol 1,2-PDO per mol acetol",,PW (clarified and exposed to 1 h heat treatment at 80 °C),7.5% (v/v),Bioreactor,7.4,13 h,30 °C,,aceE;ldhA;mdh;pqo,gldA,,yes
,,,,,,,,,,,,,,,,,
P90,10.1186.s13068-023-02288-1,An3HP9/pyc2/ald6aΔ/3HP-6,Aspergillus,3-hydroxypropionic acid (3-HP) (3-hydroxypropionic acid),0.35 C-mol 3-HP C-mol−1 sugars,DDR-EH with 150 g/L total sugars (97.5 g/L glucose and 52.5 g/L xylose),DDR-EH sugars,150 g/L,shake flask at 200 rpm,34 °C,7 days,,An3HP9/pyc2,ald6a,pyc,BAPAT (Bacillus cereus);HPDH (Escherichia coli);PAND (Tribolium castaneum),yes
P90,10.1186.s13068-023-02288-1,An3HP9/pyc2/ald6aΔ,Aspergillus,3-hydroxypropionic acid (3-HP) (3-hydroxypropionic acid),16.5 g/l,mRDM medium,Glucose,,shake flask at 200 rpm,30 °C,7 days,,An3HP9/pyc2,ald6a,pyc,BAPAT (Bacillus cereus);HPDH (Escherichia coli);PAND (Tribolium castaneum),yes
P90,10.1186.s13068-023-02288-1,An3HP9/pyc2/ald6a∆/3HP-6,Aspergillus,3-hydroxypropionic acid (3-HP) (3-hydroxypropionic acid),20.5 g/l,mRDM medium,Glucose,,shake flask at 200 rpm,30 °C,7 days,,An3HP9/pyc2,ald6a,pyc,BAPAT (Bacillus cereus);HPDH (Escherichia coli);PAND (Tribolium castaneum),yes
P90,10.1186.s13068-023-02288-1,Ap3HP6,Aspergillus,3-hydroxypropionic acid (3-HP) (3-hydroxypropionic acid),3.4 g/l,mRDM medium,Glucose,,shake flask at 200 rpm,30 °C,7 days,,,,BAPAT;HPDH;PAND,,yes
P90,10.1186.s13068-023-02288-1,An3HP9,Aspergillus,3-hydroxypropionic acid (3-HP) (3-hydroxypropionic acid),6.8 g/l,mRDM medium,Glucose,,shake flask at 200 rpm,30 °C,7 days,,,,,BAPAT (Bacillus cereus);HPDH (Escherichia coli);PAND (Tribolium castaneum),yes
,,,,,,,,,,,,,,,,,
P91,10.1186.s40643-020-00321-x,J#9-TapA,Komagataella phaffii,MJ (Monacolin J),50.3 mg/L,YNM,Methanol,1% (v/v),Shake Flask,7.2,96 h,30 °C,J#9;K. phaffii J#9;Komagataella phaffii J#9,,slovI;smlcE;smokI;stapA;tapA,,no
P91,10.1186.s40643-020-00321-x,J#9-TapA,Komagataella phaffii,MJ (Monacolin J),657.8 mg/L,Stirred Tank,Methanol,1% (v/v),Bioreactor,7.2,96 h,30 °C,J#9;K. phaffii J#9;Komagataella phaffii J#9,,slovI;smlcE;smokI;stapA;tapA,,no
P91,10.1186.s40643-020-00321-x,J#9,Komagataella phaffii,MJ (Monacolin J),975.5 mg/L,Stirred Tank,Methanol,1% (v/v),Bioreactor,7.2,96 h,30 °C,,,,,yes
,,,,,,,,,,,,,,,,,
P92,10.1186.s40643-021-00431-0,F10,Yarrowia lipolytica,citric acid (Citric Acid),0.84 g/L,YPD,oleic acid,50 g/L,Shake flask,6,96 h,30 °C,F9;F9–11,CAN1;can1,ERG12;ERG20;FSERG20;VHb,ERG20 (Yeast (Yarrowia lipolytica));VHb (Vitreoscilla stercoraria),yes
P92,10.1186.s40643-021-00431-0,F10,Yarrowia lipolytica,mannitol (mannitol),0.31 g/L,YPD,oleic acid,50 g/L,Shake flask,6,96 h,30 °C,F9;F9–11,CAN1;can1,ERG12;ERG20;FSERG20;VHb,ERG20 (Yeast (Yarrowia lipolytica));VHb (Vitreoscilla stercoraria),yes
P92,10.1186.s40643-021-00431-0,F10,Yarrowia lipolytica,α-farnesene (α-farnesene),10.2 g/L,YP + WCO,waste cooking oil,4 L,Fed-batch,6,168 h,30 °C,F9;F9–11,CAN1;can1,ERG12;ERG20;FSERG20;VHb,ERG20 (Yeast (Yarrowia lipolytica));VHb (Vitreoscilla stercoraria),yes
P92,10.1186.s40643-021-00431-0,F10,Yarrowia lipolytica,α-farnesene (α-farnesene),2.3 g/L,YPD,oleic acid,50 g/L,Shake flask,6,96 h,30 °C,F9;F9–11,CAN1;can1,ERG12;ERG20;FSERG20;VHb,ERG20 (Yeast (Yarrowia lipolytica));VHb (Vitreoscilla stercoraria),yes
P92,10.1186.s40643-021-00431-0,F8,Yarrowia lipolytica,mevalonate (MVA) (mevalonate),0.60 g/L,YPD,-,-,Shake flask,-,96 h,30 °C,F5,,ERG12;FSERG20,,yes
