paper number,doi,strain,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,oxygen level,parent strain,knock out gene,overexpress gene,heterologous gene,check
p93,10.1186.s40643-020-00321-x,J#9-sMokI,Komagataella phaffii,Monacolin J (MJ) (Monacolin J),Data not specified,YNM,Methanol,1% (v/v),"Shake flask, 5-L bioreactor",-,96 h,30 °C,,K. phaffii GS115,-,smokI,-,titer
p93,10.1186.s40643-020-00321-x,J#9-sMlcE,Komagataella phaffii,Monacolin J (MJ) (Monacolin J),Data not specified,YNM,Methanol,1% (v/v),"Shake flask, 5-L bioreactor",-,96 h,30 °C,,K. phaffii GS115,-,smlcE,-,titer
p93,10.1186.s40643-020-00321-x,GS-PGAP-TapA,Komagataella phaffii,Monacolin J (MJ) (Monacolin J),Data not specified,YPD,Glucose,0.1% (v/v),Shake flask,-,4-6 days,30 °C,,K. phaffii GS115,-,TapA (under PGAP),-,titer
p93,10.1186.s40643-020-00321-x,GS115 (control),Komagataella phaffii,Monacolin J (MJ) (Monacolin J),Data not specified,YPD,Glucose,0.1% (v/v),Shake flask,-,4-6 days,30 °C,,K. phaffii GS115,-,-,-,titer
,,,,,,,,,,,,,,,,,,
p94,10.1186.s40643-021-00431-0,F5,Yarrowia lipolytica,α-Farnesene (α-Farnesene),25.55 g/L,YP medium,Glucose,Not specified,Shake flask,Not specified,96 h,30°C,,,,"Genes of the MVA pathway, FSERG20",,strain
p94,10.1186.s40643-021-00431-0,F6,Yarrowia lipolytica,α-Farnesene (α-Farnesene),Not improved compared to F5,YP medium,Oleic acid,Not specified,Shake flask,Not specified,96 h,30°C,,F5,,FSERG20,,yes
p94,10.1186.s40643-021-00431-0,F7,Yarrowia lipolytica,α-Farnesene (α-Farnesene),Increased by 7%,YP medium,Oleic acid,Not specified,Shake flask,Not specified,96 h,30°C,,F5,,Two FSERG20 cassettes,,yes
p94,10.1186.s40643-021-00431-0,F8,Yarrowia lipolytica,α-Farnesene (α-Farnesene),Increased by 26.8% (from a transformant),YP medium,Oleic acid,Not specified,Shake flask,Not specified,96 h,30°C,,F5,,ERG12,,yes
p94,10.1186.s40643-021-00431-0,F9,Yarrowia lipolytica,α-Farnesene (α-Farnesene),Increased by 35.8%,YP medium,Oleic acid,Not specified,Shake flask,Not specified,96 h,30°C,,F5,,"ERG12, two FSERG20 cassettes",,yes
p94,10.1186.s40643-021-00431-0,F10,Yarrowia lipolytica,α-Farnesene (α-Farnesene),10.2 g/L,YP medium,Oleic acid,50 g/L,Fed-batch in 5 L bioreactor,6.0,168 h,30°C,,F9,CAN1,"ERG12, two FSERG20 cassettes",VHb,yes
,,,,,,,,,,,,,,,,,,
p95,10.3389.fbioe.2015.00048,WT,Synechococcus,Lauric acid (Lauric acid),,A+ medium,CO2,1.3%,"Batch cultures, Turbidostat photobioreactor",7.5,48 h,30-34°C,,Synechococcus sp. PCC 7002,,,,titer
p95,10.3389.fbioe.2015.00048,SA01,Synechococcus,Lauric acid (Lauric acid),6.5 ± 0.6 mg L^-1,A+ medium,CO2,1.3%,"Batch cultures, Turbidostat photobioreactor",7.5,48 h,30-34°C,,Synechococcus sp. PCC 7002,,,fatB1 (Umbellularia californica),yes
p95,10.3389.fbioe.2015.00048,SA13,Synechococcus,Lauric acid (Lauric acid),5.9 ± 0.2 mg L^-1,A+ medium,CO2,1.3%,"Batch cultures, Turbidostat photobioreactor",7.5,48 h,30-34°C,,Synechococcus sp. PCC 7002,glgC,,fatB1 (Umbellularia californica),yes
p95,10.3389.fbioe.2015.00048,ΔglgC,Synechococcus,N/A (N/A),,A+ medium,CO2,1.3%,"Batch cultures, Turbidostat photobioreactor",7.5,48 h,30-34°C,,Synechococcus sp. PCC 7002,glgC,,,titer
,,,,,,,,,,,,,,,,,,
p96,10.3389.fbioe.2019.00475,ATCC12518Tc,Azotobacter vinelandii,Alginate (Alginate),8.3 g/l,0.5x RA1 medium,Fructose,20 g/l,"96-well microtiter plates, shake flask, fermentor",7.2,Various,30°C,,ATCC12518,"Several (e.g., mucA, algW)",,,KO
p96,10.3389.fbioe.2019.00475,mucA::TnCAM140,Azotobacter vinelandii,Alginate (Alginate),Increased (180%) relative to ATCC12518Tc,0.5x RA1 medium,Fructose,20 g/l,"96-well microtiter plates, shake flask",7.2,Various,30°C,,ATCC12518Tc,mucA,,,yes
p96,10.3389.fbioe.2019.00475,algW::TnCAM140,Azotobacter vinelandii,Alginate (Alginate),Decreased (none),0.5x RA1 medium,Fructose,20 g/l,"96-well microtiter plates, shake flask",7.2,Various,30°C,,ATCC12518Tc,algW,,,yes
p96,10.3389.fbioe.2019.00475,amrZ::TnCAM140,Azotobacter vinelandii,Alginate (Alginate),Decreased (none),0.5x RA1 medium,Fructose,20 g/l,"96-well microtiter plates, shake flask",7.2,Various,30°C,,ATCC12518Tc,amrZ,,,yes
p96,10.3389.fbioe.2019.00475,fruA::TnCAM140,Azotobacter vinelandii,Alginate (Alginate),Decreased (none),0.5x RA1 medium,Fructose,20 g/l,"96-well microtiter plates, shake flask",7.2,Various,30°C,,ATCC12518Tc,fruA,,,yes
p96,10.3389.fbioe.2019.00475,purL::TnCAM140,Azotobacter vinelandii,Alginate (Alginate),Decreased (very low),0.5x RA1 medium,Fructose,20 g/l,"96-well microtiter plates, shake flask",7.2,Various,30°C,,ATCC12518Tc,purL,,,yes
p96,10.3389.fbioe.2019.00475,sucA::TnCAM140,Azotobacter vinelandii,Alginate (Alginate),Decreased (none),0.5x RA1 medium,Fructose,20 g/l,"96-well microtiter plates, shake flask",7.2,Various,30°C,,ATCC12518Tc,sucA,,,yes
p96,10.3389.fbioe.2019.00475,bioF::TnCAM140,Azotobacter vinelandii,Alginate (Alginate),Decreased (very low),0.5x RA1 medium,Fructose,20 g/l,"96-well microtiter plates, shake flask",7.2,Various,30°C,,ATCC12518Tc,bioF,,,yes
p96,10.3389.fbioe.2019.00475,dxs-1::TnCAM140,Azotobacter vinelandii,Alginate (Alginate),Decreased (none),0.5x RA1 medium,Fructose,20 g/l,"96-well microtiter plates, shake flask",7.2,Various,30°C,,ATCC12518Tc,dxs-1,,,yes
,,,,,,,,,,,,,,,,,,
p97,10.3389.fbioe.2020.00300,E. coli W3110-BL,Escherichia coli,L-Methionine (L-Methionine),1.48 g/L,Luria-Bertani (LB) supplemented with various components,glucose,20 g/L,"5-L jar fermenter, batch mode",6.8 ± 0.2,15 h,37°C (initially); 28°C (expression phase),,E. coli W3110,L-lysine synthesis knockout,Not specified,Not specified,yes
,,,,,,,,,,,,,,,,,,
p98,10.3390.jof8080822,SA,Saccharomyces cerevisiae,succinic acid (succinic acid),5.6 g/L,unbuffered synthetic glycerol medium,glycerol,75.6 g/L,shake flask,4.0,144 h,30 °C,,CEN 2PW,UBR2,"L-G3P, DHA pathways, engineered rTCA pathway",none,yes
p98,10.3390.jof8080822,SA,Saccharomyces cerevisiae,succinic acid (succinic acid),13.9 g/L,CaCO3-buffered synthetic glycerol medium,glycerol,75.6 g/L,shake flask,6.0 or 7.0,288 h,30 °C,,CEN 2PW,UBR2,"L-G3P, DHA pathways, engineered rTCA pathway",none,yes
p98,10.3390.jof8080822,SA-Dct-02,Saccharomyces cerevisiae,succinic acid (succinic acid),26.2 g/L,unbuffered synthetic glycerol medium,glycerol,75.6 g/L,shake flask,4.0,96 h,30 °C,,SA,UBR2,"L-G3P, DHA pathways, engineered rTCA pathway",Dct-02 from Aspergillus niger,yes
p98,10.3390.jof8080822,SA-Dct-02,Saccharomyces cerevisiae,succinic acid (succinic acid),29.3 g/L,CaCO3-buffered synthetic glycerol medium,glycerol,75.6 g/L,shake flask,6.0 or 7.0,144 h,30 °C,,SA,UBR2,"L-G3P, DHA pathways, engineered rTCA pathway",Dct-02 from Aspergillus niger,yes
p98,10.3390.jof8080822,SA-Ato1 (S),Saccharomyces cerevisiae,succinic acid (succinic acid),3.9 g/L,unbuffered synthetic glycerol medium,glycerol,75.6 g/L,shake flask,4.0,96 h,30 °C,,SA,UBR2,"L-G3P, DHA pathways, engineered rTCA pathway, TDH3 promoter, CYC1 terminator",Ato1L219A,yes
p98,10.3390.jof8080822,SA-Ato1 (HS),Saccharomyces cerevisiae,succinic acid (succinic acid),2.5 g/L,unbuffered synthetic glycerol medium,glycerol,75.6 g/L,shake flask,4.0,72 h,30 °C,,SA,UBR2,"L-G3P, DHA pathways, engineered rTCA pathway, TDH3 promoter, CYC1 terminator","Ato1E144A, L219A",yes
p98,10.3390.jof8080822,SA-SatP (HS),Saccharomyces cerevisiae,succinic acid (succinic acid),4.8 g/L,unbuffered synthetic glycerol medium,glycerol,75.6 g/L,shake flask,4.0,240 h,30 °C,,SA,UBR2,"L-G3P, DHA pathways, engineered rTCA pathway, TDH3 promoter, CYC1 terminator",SatPL131A,yes
p98,10.3390.jof8080822,SA-Ato1 (S),Saccharomyces cerevisiae,succinic acid (succinic acid),13.5 g/L,CaCO3-buffered synthetic glycerol medium,glycerol,75.6 g/L,shake flask,6.0 or 7.0,288 h,30 °C,,SA,UBR2,"L-G3P, DHA pathways, engineered rTCA pathway, TDH3 promoter, CYC1 terminator",Ato1L219A,yes
p98,10.3390.jof8080822,SA-Ato1 (HS),Saccharomyces cerevisiae,succinic acid (succinic acid),13.5 g/L,CaCO3-buffered synthetic glycerol medium,glycerol,75.6 g/L,shake flask,6.0 or 7.0,288 h,30 °C,,SA,UBR2,"L-G3P, DHA pathways, engineered rTCA pathway, TDH3 promoter, CYC1 terminator","Ato1E144A, L219A",yes
p98,10.3390.jof8080822,SA-SatP (HS),Saccharomyces cerevisiae,succinic acid (succinic acid),13.5 g/L,CaCO3-buffered synthetic glycerol medium,glycerol,75.6 g/L,shake flask,6.0 or 7.0,288 h,30 °C,,SA,UBR2,"L-G3P, DHA pathways, engineered rTCA pathway, TDH3 promoter, CYC1 terminator",SatPL131A,yes
p98,10.3390.jof8080822,SA-COX7SatP (HS),Saccharomyces cerevisiae,succinic acid (succinic acid),not specified,CaCO3-buffered synthetic glycerol medium,glycerol,75.6 g/L,shake flask,6.0 or 7.0,not specified,30 °C,,SA,UBR2,"L-G3P, DHA pathways, engineered rTCA pathway, weaker COX7 promoter, CYC1 terminator",SatPL131A,titer
p98,10.3390.jof8080822,SA-COX7SatP (HS),Saccharomyces cerevisiae,succinic acid (succinic acid),not specified,Potassium-phosphate-buffered synthetic glycerol medium,glycerol,75.6 g/L,shake flask,7.5,not specified,30 °C,,SA,UBR2,"L-G3P, DHA pathways, engineered rTCA pathway, weaker COX7 promoter, CYC1 terminator",SatPL131A,titer
,,,,,,,,,,,,,,,,,,
p99,10.3390.molecules28041758,P1-1 (E-M1-3),E. coli,ω-AmDDA (ω-aminododecanoic acid),2.02 ± 0.03 g/L,LB,D-glucose,1% (w/v),"96 deep-well plates, batch",7.5,8 h,30°C,,E. coli BL21(DE3),∆fadD::PT7-yaaDE,hemB,"cyp153a-ncpG307A, GDH1",strain
p99,10.3390.molecules28041758,P1-1 (E-M2-3),E. coli,ω-AmDDA (ω-aminododecanoic acid),not specified,LB,D-glucose,1% (w/v),"96 deep-well plates, batch",7.5,8 h,30°C,,E. coli BL21(DE3),∆fadD::PT7-yaaDE,hemB,"cyp153a-ncpG307A/R14R, GDH1",titer
p99,10.3390.molecules28041758,P1-1 (E-M3-3),E. coli,ω-AmDDA (ω-aminododecanoic acid),not specified,LB,D-glucose,1% (w/v),"96 deep-well plates, batch",7.5,8 h,30°C,,E. coli BL21(DE3),∆fadD::PT7-yaaDE,hemB,"cyp153a-ncpG307A/R14R/D629G, GDH1",titer
p99,10.3390.molecules28041758,B3-2 (P1-1),E. coli,ω-AmDDA (ω-aminododecanoic acid),93.6% yield,LB,D-glucose,1% (w/v),"shake flasks, batch",8.0,8 h,30°C,,"P1-1, ΔyfeX-T10::Ptac-hemB-T1",yfeX,hemB,"cyp153a-ncpG307A/R14R/D629G, GDH1, RBS2-alkJ",yes
p99,10.3390.molecules28041758,B3-1 (P1-1),E. coli,ω-AmDDA (ω-aminododecanoic acid),227% increase,LB,D-glucose,1% (w/v),"shake flasks, batch",8.0,8 h,30°C,,same as above,yfeX,hemB,same as above,hetero
,,,,,,,,,,,,,,,,,,
p100,10.3390.polym11030509,HR002,Escherichia coli,PHB (Poly(3-hydroxybutyrate)),2.1 g/L,M9,Glucose,2%,"Flask, batch",,48 h,30 °C,,BW25113(DE3),"pflb, ldhA, adhE, fnr",pntAB,"bktB, phaB, phaC from R. eutropha",yes
p100,10.3390.polym11030509,HR002::pct,Escherichia coli,PHBV (poly(3-hydroxybutyrate-co-3-hydroxyvalerate)),,M9,"Glucose, Propionate","2%, 0.15%","Flask, batch",,72 h,30 °C,,HR002,"pflb, ldhA, adhE, fnr",pntAB,"bktB, phaB, phaC from R. eutropha, pct from R. eutropha",titer
