paper number,doi,strain names,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene
p134,10.1016.j.ymben.2014.02.009,QH4 (carrying pZE-EP and pCS-APTA),Escherichia coli,SA (Salicylic acid),1179.92 mg/L,M9Y,"glucose (2.5 g/L), glycerol (10 g/L)","2.5 g/L glucose, 10 g/L glycerol","Shake flask, no feed",Not specified,48 h,37°C,E. coli ATCC31884,"pheA, tyrA","entC, pchB","aroL, ppsA, tktA, aroG fbr"
p134,10.1016.j.ymben.2014.02.009,LS-8 (optimized modular strain),Escherichia coli,MA (Muconic acid),1425.71 mg/L,M9Y,"glucose (2.5 g/L), glycerol (10 g/L)","2.5 g/L glucose, 10 g/L glycerol","Shake flask, no feed",Not specified,48 h,37°C,E. coli QH4,Not specified,"entC, pchB (EP module), nahG opt, catA (NC module)","aroL, ppsA, tktA, aroG fbr (APTA module)"
p135,10.1016.j.ymben.2014.05.004,E. coli LS5218,Escherichia coli,mcl-PHA heteropolymers (medium-chain-length polyhydroxyalkanoates heteropolymers),6.62 wt% of CDW,not specified,glucose,125 mM,shake flask,not specified,72 hours,30°C,-,-,"yqeF, fadBA, ydiO",phaC2 Ps (from P. stutzeri 1317)
p135,10.1016.j.ymben.2014.05.004,E. coli LZ01/pQQ02,Escherichia coli,PHB (Polyhydroxybutyrate),11.20 wt% of CDW,not specified,glucose,125 mM,shake flask,not specified,-,30°C,E. coli LS5218,ptsG,"phaJ1 Pa, yqeF, fadB",-
p135,10.1016.j.ymben.2014.05.004,E. coli LZ01/pQQ01,Escherichia coli,mcl-PHA copolymers (medium-chain-length polyhydroxyalkanoates copolymers),0.23 wt% of CDW,not specified,glucose,125 mM,shake flask,not specified,-,30°C,E. coli LS5218,ptsG,"fadBA, ydiO",-
p135,10.1016.j.ymben.2014.05.004,E. coli LZ01/pQQ05,Escherichia coli,mcl-PHA (medium-chain-length polyhydroxyalkanoates),1.25 wt% of CDW,not specified,glucose,125 mM,shake flask,not specified,-,30°C,E. coli LZ01,-,"yqeF, ter",-
p135,10.1016.j.ymben.2014.05.004,E. coli LZ05 (ΔtesB ΔyciA)/pQQ05,Escherichia coli,mcl-PHA (medium-chain-length polyhydroxyalkanoates),6.62 wt% of CDW,not specified,glucose,125 mM,shake flask,not specified,-,30°C,E. coli LZ01,"tesB, yciA",-,-
p135,10.1016.j.ymben.2014.05.004,E. coli LZ05/pQQ06,Escherichia coli,scl-mcl PHA copolymer (short-chain-length and medium-chain-length polyhydroxyalkanoates copolymer),7.38 wt% of CDW,not specified,glucose,125 mM,shake flask,not specified,-,30°C,E. coli LZ05,-,phaC2 Ps (from P. stutzeri 1317),-
p135,10.1016.j.ymben.2014.05.004,E. coli LZ05 (pQQ06+pQQ07),Escherichia coli,scl-mcl PHA copolymer (short-chain-length and medium-chain-length polyhydroxyalkanoates copolymer),12.10 wt% of CDW,not specified,glucose,125 mM,shake flask,not specified,-,30°C,E. coli LZ05,-,"phaC2 Ps (from P. stutzeri 1317), phbA, phbB (from R. eutropha)",-
p136,10.1016.j.ymben.2014.09.002,JBEI-7800,Escherichia coli,straight-chain fatty acids (straight-chain fatty acids),-,EZ-rich,not specified,-,batch,-,48 h,30°C,JBEI-3111,fadE,"tesA, fadR",-
p136,10.1016.j.ymben.2014.09.002,JBEI-7801 (w/ 0.5 mM isoleucine),Escherichia coli,anteiso-branched fatty acids (anteiso-branched fatty acids),-,EZ-rich + 0.5 mM isoleucine,not specified,0.5 mM isoleucine,batch,-,48 h,30°C,JBEI-3111,fadE,"tesA, fadR, bfabH2, bkd operon","bfabH2, bkd operon"
p136,10.1016.j.ymben.2014.09.002,JBEI-7802,Escherichia coli,anteiso-branched fatty acids (anteiso-branched fatty acids),1532 mg/L,EZ-rich,not specified,-,batch,-,48 h,30°C,JBEI-7180,"fadE, metA, tdh, ilvB, ilvN","tesA, fadR, bfabH2, bkd operon","ilvGMCD, ilvA"
p136,10.1016.j.ymben.2014.09.002,JBEI-7803 (dynamic bFabH2),Escherichia coli,anteiso-branched fatty acids (anteiso-branched fatty acids),1532 mg/L,EZ-rich,not specified,-,batch,-,48 h,30°C,JBEI-7761,"fadE, metA, tdh, ilvB, ilvN","tesA, bkd operon, ilvY-regulated bfabH2","thrABC, ilvGMCD, ilvA"
p137,10.1016.j.ymben.2014.11.007,YXWP-82(þ),Saccharomyces cerevisiae,carotenoid (carotenoid),19.71 mg/g DCW,YPDG,"glucose, glycerol","glucose: not specified, glycerol: not specified",shake flask,"5.0 (assumed, not specified)",48 hours (approx.),30°C,YXWP-74,,,"CrtE, CrtYB, CrtI"
p137,10.1016.j.ymben.2014.11.007,YXWP-101(þ),Saccharomyces cerevisiae,carotenoid (carotenoid),1156 mg/L,not specified,"glucose, glycerol","glucose: 250 g/L initially, 125 g/L in feed, glycerol: 125 g/L in feed","5 L stirred-tank bioreactor, two-stage fed-batch",5.0,120 hours,30°C,YXWP-82(þ),"MET15, LEU2, HIS3",,same as YXWP-82(þ)
p138,10.1016.j.ymben.2014.11.011,2p,Escherichia coli,limonene (limonene),435 mg/L,EZ-Rich defined medium,glucose,1%,batch,not specified,72 h,30°C,E. coli DH1,-,-,mevalonate pathway enzymes (from various organisms)
p138,10.1016.j.ymben.2014.11.011,B,Escherichia coli,limonene (limonene),435718 mg/L,EZ-Rich defined medium,glucose,1%,batch,not specified,72 h,30°C,E. coli DH1,-,-,mevalonate pathway enzymes (from various organisms)
p138,10.1016.j.ymben.2014.11.011,A,Escherichia coli,limonene (limonene),<90 mg/L,EZ-Rich defined medium,glucose,1%,batch,not specified,72 h,30°C,E. coli DH1,-,-,mevalonate pathway enzymes (from various organisms)
p138,10.1016.j.ymben.2014.11.011,BL,Escherichia coli,limonene (limonene),>605 mg/L,EZ-Rich defined medium,glucose,1%,batch,not specified,72 h,30°C,E. coli DH1 (strain B),-,additional copy of LS,mevalonate pathway enzymes (from various organisms) + extra LS
p138,10.1016.j.ymben.2014.11.011,PY,Escherichia coli,bisabolene (bisabolene),550 mg/L,EZ-Rich defined medium,glucose,1%,batch,not specified,72 h,30°C,E. coli DH1,-,AgBIS,mevalonate pathway enzymes (optimized for E. coli) + AgBIS
p138,10.1016.j.ymben.2014.11.011,C,Escherichia coli,bisabolene (bisabolene),-,EZ-Rich defined medium,glucose,1%,batch,not specified,72 h,30°C,E. coli DH1 (PY derivative),-,-,mevalonate pathway enzymes (optimized for E. coli) + AgBIS
p138,10.1016.j.ymben.2014.11.011,CB,Escherichia coli,bisabolene (bisabolene),1150 mg/L,EZ-Rich defined medium,glucose,1%,batch,not specified,72 h,30°C,E. coli DH1 (C derivative),-,extra copy of AgBIS,mevalonate pathway enzymes (optimized for E. coli) + AgBIS (extra copy)
p139,10.1016.j.ymben.2014.12.002,BLΔpgiΔppc-p168,Escherichia coli,(þ)-catechin ((þ)-catechin),760.9 mg/L,M9 minimal media,"Glucose (0.4%, w/v) + Eriodictyol (1.0 g/L)",1.0 g/L,Batch,Not specified,2 days,30°C,BL21star™ (DE3),"pgi, ppc",,"CsF3H syn, AaDFR syn, DuLAR syn"
p139,10.1016.j.ymben.2014.12.002,BL21star™ (DE3)-p148,Escherichia coli,(þ)-catechin ((þ)-catechin),65.1 mg/L,1X-M9 media with 0.4% D-glucose,Eriodictyol (167 mg/L),167 mg/L,Batch,Not specified,2 days,30°C after induction,BL21star™ (DE3),,,"CsF3H syn, AaDFR syn, DuLAR syn"
p140,10.1016.j.ymben.2015.04.003,JBEI-8085,Corynebacterium glutamicum,fatty alcohols (fatty alcohols),3.787 g/L,M9 minimal,glucose,3%,shake flask,not specified,87 h,30°C,MG1655 with fadE deleted,fadE,"cgFAS1A, Maqu2220","C. glutamicum FAS1A, ACP/CoA-reductase Maqu2220"
p140,10.1016.j.ymben.2015.04.003,JBEI-9017,Corynebacterium glutamicum,fatty alcohols (fatty alcohols),3.827 g/L,M9 minimal,glucose,3%,shake flask,not specified,87 h,30°C,MG1655 with fadE deleted,fadE,"'tesA, fadD, Maqu2220","'TesA, FadD"
p140,10.1016.j.ymben.2015.04.003,JBEI-9020,Corynebacterium glutamicum,methyl ketones (methyl ketones),27.8 mg/L,M9 minimal,glucose,3%,shake flask,not specified,not specified,37°C,MG1655 with fadE deleted,fadE,"cgFAS1A, FadM, FadB, Mlut_11700","C. glutamicum FAS1A, Methyl ketone pathway genes (fadM, fadB, mlut_11700)"
p141,10.1007.s002840010255,NST,Escherichia coli,phenylalanine (phenylalanine),-,MOPS,glucose,0.2%,batch,7.2,28 h,37°C,NST,-,-,-
p141,10.1007.s002840010255,NST[pAT1],Escherichia coli,phenylalanine (phenylalanine),-,MOPS,glucose,0.2%,batch,7.2,28 h,37°C,NST,-,tktA,-
p141,10.1007.s002840010255,NST CSR,Escherichia coli,phenylalanine (phenylalanine),-,MOPS,glucose,0.2%,batch,7.2,28 h,37°C,NST,csrA,-,-
p141,10.1007.s002840010255,NST CSR[pAT1],Escherichia coli,phenylalanine (phenylalanine),-,MOPS,glucose,0.2%,batch,7.2,28 h,37°C,NST,csrA,tktA,-
p142,10.1016.j.ymben.2007.12.002,"CEN.PK 113-7D, CMB.JHV.pho13b",Saccharomyces cerevisiae,ethanol (ethanol),-,defined minimal medium,glucose,20 g/L,batch,5.0,-,30°C,CEN.PK 113-7D,PHO13,-,-
p142,10.1016.j.ymben.2007.12.002,"CMB.JHV.XYL123, CMB.JHV.XYL123.pho13a",Saccharomyces cerevisiae,"ethanol, xylitol (ethanol, xylitol)",-,defined minimal medium,glucose 10 g/L + xylose 10 g/L,-,batch,5.0,-,30°C,CEN.PK derivative,PHO13,"P. stipitis XYL1, XYL2, XYL3","P. stipitis XYL1, XYL2, XYL3"
p142,10.1016.j.ymben.2007.12.002,"CMB.JHV.XYL123, CMB.JHV.XYL123.pho13a",Saccharomyces cerevisiae,"ethanol, xylitol (ethanol, xylitol)",-,defined minimal medium,xylose,20 g/L,batch,5.0,-,30°C,CEN.PK derivative,PHO13,"P. stipitis XYL1, XYL2, XYL3","P. stipitis XYL1, XYL2, XYL3"
p142,10.1016.j.ymben.2007.12.002,"CMB.JHV.XYL123, CMB.JHV.XYL123.pho13a",Saccharomyces cerevisiae,"ethanol, xylitol (ethanol, xylitol)",-,defined minimal medium,xylose,20 g/L,low oxygen batch,-,-,30°C,CEN.PK derivative,PHO13,"P. stipitis XYL1, XYL2, XYL3","P. stipitis XYL1, XYL2, XYL3"
p143,10.1016.j.ymben.2012.09.003,D-10,Saccharomyces cerevisiae,xylitol (xylitol),13g/L,YP medium,xylose & glucose,"20g/L xylose, 20g/L glucose",batch,not specified,48h,30°C,D452-2,-,SsXYL1,SsXYL1
p143,10.1016.j.ymben.2012.09.003,D-10-BT,Saccharomyces cerevisiae,xylitol (xylitol),19g/L,YP medium,cellobiose & xylose,"20g/L cellobiose, 20g/L xylose",batch,not specified,48h,30°C,D-10,-,"SsXYL1, cdt-1, gh1-1","SsXYL1, cdt-1, gh1-1"
p143,10.1016.j.ymben.2012.09.003,D-10-BT-ALD6,Saccharomyces cerevisiae,xylitol (xylitol),-,YP medium,cellobiose & xylose,30g/L each,batch,6.0,-,30°C,D-10-BT,-,"ALD6, SsXYL1, cdt-1, gh1-1",ALD6
p143,10.1016.j.ymben.2012.09.003,D-10-BT-IDP2,Saccharomyces cerevisiae,xylitol (xylitol),-,YP medium,cellobiose & xylose,30g/L each,batch,6.0,-,30°C,D-10-BT,-,"IDP2, SsXYL1, cdt-1, gh1-1",IDP2
p143,10.1016.j.ymben.2012.09.003,D-10-BT-SsZWF1,Saccharomyces cerevisiae,xylitol (xylitol),-,YP medium,cellobiose & xylose,30g/L each,batch,6.0,-,30°C,D-10-BT,-,"SsZWF1, SsXYL1, cdt-1, gh1-1",SsZWF1
p144,10.1016.j.ymben.2013.04.001,B. bassiana ATCC 7159,Saccharomyces cerevisiae,"beauvericins, bassianolide (beauvericins, bassianolide)","22.3±1.5 mg/l, 18.2±0.6 mg/l",PDB,glucose,-,shake flask,-,4 days,30°C,-,-,-,-
p144,10.1016.j.ymben.2013.04.001,S. cerevisiae BJ5464-NpgA/pDY37,Saccharomyces cerevisiae,beauvericins (including beauvericin A–C) (beauvericins (including beauvericin A–C)),"33.8±1.4 mg/l, 61.7±3.0 mg/l*",SC-Ura,glucose,20 g/l,batch,-,"until OD600 0.6, then 72h",30°C,-,-,BbBEAS,BbBEAS
p144,10.1016.j.ymben.2013.04.001,S. cerevisiae BJ5464-NpgA/pDY42,Saccharomyces cerevisiae,bassianolide (bassianolide),21.7±0.1 mg/l,SC-Ura,glucose,20 g/l,batch,-,"until OD600 0.6, then 72h",30°C,-,-,BbBSLS,BbBSLS
p144,10.1016.j.ymben.2013.04.001,S. cerevisiae BJ5464-NpgA/pDY59,Saccharomyces cerevisiae,beauvericins (beauvericins),-,SC-Ura,glucose,20 g/l,batch,-,"until OD600 0.6, then 72h",30°C,-,-,FvBEAS,FvBEAS
p145,10.1002.bit.24547,ZD-T-010,Saccharomyces cerevisiae,miltiradiene (miltiradiene),4.2 mg/L,SD,glucose,2%,shake flask,not specified,4 days,30°C,BY4742,,"SmCPS, SmKSL",
p145,10.1002.bit.24547,ZD-T-026,Saccharomyces cerevisiae,miltiradiene (miltiradiene),61.8 mg/L,YPD,glucose,"200 mg/L geneticin, 300 mg/L Hygromycin B",shake flask,5.5,not specified,30°C,ZD-T-010,,"tHMGR-upc2.1, ERG20-BTS1, SaGGPS",SaGGPS
p145,10.1002.bit.24547,ZD-T-026,Saccharomyces cerevisiae,miltiradiene (miltiradiene),488 mg/L,YPD,glucose,fed-batch,5 L fermentor,5.5,6 days,30°C,ZD-T-010,,"tHMGR-upc2.1, ERG20-BTS1, SaGGPS",SaGGPS
p146,10.1002.bit.24888,SCKK005,Saccharomyces cerevisiae,PHB (polyhydroxybutyrate),Not specified,Shake flask (aerobic),Glucose,20 g/L,Batch,Not specified,100 h,30°C,CEN.PK113-11C,-,-,-
p146,10.1002.bit.24888,SCKK033,Saccharomyces cerevisiae,PHB (polyhydroxybutyrate),14.87 mg/gDW,Shake flask (aerobic),Glucose,20 g/L,Batch,Not specified,100 h,30°C,CEN.PK113-11C,-,-,gapN (from S. mutans)
p146,10.1002.bit.24888,SCKK032,Saccharomyces cerevisiae,PHB (polyhydroxybutyrate),27.86 mg/gDW,Shake flask (aerobic),Glucose,20 g/L,Batch,Not specified,100 h,30°C,CEN.PK113-11C,-,-,"xpkA, ack (from A. nidulans)"
p146,10.1002.bit.24888,SCKK006,Saccharomyces cerevisiae,PHB (polyhydroxybutyrate),Not specified,Shake flask (aerobic),Glucose,20 g/L,Batch,Not specified,-,30°C,CEN.PK113-11C,-,"ADH2, ALD6, ERG10, acs L641P (from S. enterica)",-
p147,10.1002.bit.24993,W303-1B (ald2Δ),,2-PE (2-Phenylethanol),88.3 mg/L,SC,L-Phe,83 mg/L,Batch,Not specified,72 h,30°C,W303-1B,ALD2,,
p147,10.1002.bit.24993,W303-1B (ald3Δ),,2-PE (2-Phenylethanol),110.8 mg/L,SC,L-Phe,83 mg/L,Batch,Not specified,72 h,30°C,W303-1B,ALD3,,
p147,10.1002.bit.24993,W303-1B (ald2Δald3Δ),,2-PE (2-Phenylethanol),Similar to ald3Δ,SC,L-Phe,83 mg/L,Batch,Not specified,72 h,30°C,W303-1B,"ALD2, ALD3",,
p147,10.1002.bit.24993,ald3ΔARO9ARO10,,2-PE (2-Phenylethanol),514.2 mg/L,SC,L-Phe,Not specified,Batch,Not specified,84 h,30°C,W303-1B (ald3Δ),ALD3,"ARO9, ARO10",
p147,10.1002.bit.24993,ald3ΔARO9ARO10ARO80,,2-PE (2-Phenylethanol),619.6 mg/L,SC,L-Phe,Not specified,Batch,Not specified,84 h,30°C,W303-1B (ald3Δ),ALD3,"ARO9, ARO10, ARO80",
p147,10.1002.bit.24993,JHY315 (ald3ΔARO9ARO10ARO80),,2-PE (2-Phenylethanol),4.8 g/L,Minimal medium,L-Phe,10 g/L,Two-phase batch,Not specified,195 h,30°C,W303-1B (ald3Δ),ALD3,"ARO9, ARO10, ARO80",
p148,10.1002.bit.25356,wt-FAR,Saccharomyces cerevisiae,fatty alcohols (fatty alcohols),"26 mg/L (intracellular), 2.2 mg/L (extracellular)","minimal selective, YNB without AA + 2% dextrose","glucose (initial, then raffinose + galactose)","varied, initially 2% dextrose","shake flask, batch",not specified,40 h (to stationary phase),30°C,BY4741,-,FAR (birds),-
p148,10.1002.bit.25356,Ddga1-FAR,Saccharomyces cerevisiae,fatty alcohols (fatty alcohols),"45 mg/L (intracellular), 4.3 mg/L (extracellular)","minimal selective, YNB without AA + 2% dextrose","glucose (initial, then raffinose + galactose)","varied, initially 2% dextrose","shake flask, batch",not specified,40 h (to stationary phase),30°C,BY4741 (Ddga1),dga1,FAR (birds),-
p148,10.1002.bit.25356,Ddga1-FAR (optimized),Saccharomyces cerevisiae,fatty alcohols (fatty alcohols),"84 mg/L (intracellular), 14 mg/L (extracellular)","customized medium with 6% galactose, 0.1 g/L NH4+",galactose,6%,"shake flask, batch",not specified,not specified but assumed similar,30°C,BY4741 (Ddga1),dga1,FAR (birds),-
p149,10.1186.1475-2859-11-117,SCIGS28,Saccharomyces cerevisiae,α-santalene (α-santalene),-,mineral salts medium,glucose,"20 g/l (batch), 10 g/l (feed)","1.0 l stirrer pro vessel, continuous",5.0,-,30°C,CEN.PK113-5D,-,"tHMG1, SanSyn opt",SanSyn opt (from Santalum album)
p149,10.1186.1475-2859-11-117,SCIGS29,Saccharomyces cerevisiae,"α-santalene, farnesol (α-santalene, farnesol)",-,mineral salts medium,glucose,"20 g/l (batch), 10 g/l (feed)","1.0 l stirrer pro vessel, continuous",5.0,-,30°C,SCIGS28,"ERG9 (P HXT1 replacement), LPP1",-,-
p149,10.1186.1475-2859-11-117,SCIGS30,Saccharomyces cerevisiae,"α-santalene, farnesol (α-santalene, farnesol)",-,mineral salts medium,glucose,"20 g/l (batch), 10 g/l (feed)","1.0 l stirrer pro vessel, continuous",5.0,-,30°C,SCIGS28,LPP1,-,-
p149,10.1186.1475-2859-11-117,SCIGS31,Saccharomyces cerevisiae,α-santalene (α-santalene),-,mineral salts medium,glucose,"20 g/l (batch), 10 g/l (feed)","1.0 l stirrer pro vessel, continuous",5.0,-,30°C,SCIGS28,GDH1,-,-
p149,10.1186.1475-2859-11-117,SCIGS24,Saccharomyces cerevisiae,α-santalene (α-santalene),-,mineral salts medium,glucose,"20 g/l (batch), 10 g/l (feed)","1.0 l stirrer pro vessel, continuous",5.0,-,30°C,SCIGS28,-,"ERG20, GDH2",-
p149,10.1186.1475-2859-11-117,SCIGS25,Saccharomyces cerevisiae,"α-santalene, farnesol (α-santalene, farnesol)",-,mineral salts medium,glucose,"20 g/l (batch), 10 g/l (feed)","1.0 l stirrer pro vessel, continuous",5.0,-,30°C,SCIGS28,-,"tHMG1, upc2-1",-
p150,10.1186.1475-2859-9-84,VG0,Saccharomyces cerevisiae,Vanillin β-D-glucoside (Vanillin β-D-glucoside),>100 mg/l,Minimal,Glucose,20 g/l,Batch,5,90 h,30°C,VAN286,-,-,UGT72E2 (Arabidopsis thaliana)
p150,10.1186.1475-2859-9-84,VG1,Saccharomyces cerevisiae,Vanillin β-D-glucoside (Vanillin β-D-glucoside),-,Minimal,Glucose,20 g/l,Batch,5,-,30°C,VG0,GDH1,-,-
p150,10.1186.1475-2859-9-84,VG2,Saccharomyces cerevisiae,Vanillin β-D-glucoside (Vanillin β-D-glucoside),-,Minimal,Glucose,20 g/l,Batch,5,-,30°C,VG0,PDC1,-,-
p150,10.1186.1475-2859-9-84,VG3,Saccharomyces cerevisiae,Vanillin β-D-glucoside (Vanillin β-D-glucoside),-,Minimal,Glucose,20 g/l,Batch,5,-,30°C,VG2,GDH1,-,-
p150,10.1186.1475-2859-9-84,VG4,Saccharomyces cerevisiae,Vanillin β-D-glucoside (Vanillin β-D-glucoside),-,Minimal,Glucose,20 g/l,Batch,5,-,30°C,VG3,-,GDH2 (overexpression),-
p151,10.1186.s12934-015-0252-2,TY920,Saccharomyces cerevisiae,coumarate (coumarate),not specified,YNB,glucose,2% (w/v),shake flask,not specified,96 h,30 °C,CEN.PK,ARO10,ARO4 FBR,TAL
p152,10.1186.s13068-015-0281-4,"BR + 5 g, BS + 5 g",Saccharomyces cerevisiae,n-butanol (n-butanol),<10 mg/L,YPD,glucose,2%,Semi-anaerobic 50 ml vials,Not specified,21 days,30°C,Saccharomyces cerevisiae,-,"TDH3-promoted ABE pathway genes (Ter, Cct, Adhe2, Bcd, Hbd)","Ter, Cct, Adhe2, Bcd, Hbd"
p152,10.1186.s13068-015-0281-4,"BR adh1Δ + 5 g, BS adh1Δ + 5 g",Saccharomyces cerevisiae,n-butanol (n-butanol),"150 mg/L (BR adh1Δ + 5 g), ~40 mg/L (BS adh1Δ + 5 g)",YPD,glucose,2%,Anaerobic,Not specified,21 days,30°C,Saccharomyces cerevisiae (BR or BS),ADH1,TDH3-promoted ABE pathway genes,"Ter, Cct, Adhe2, Bcd, Hbd"
p152,10.1186.s13068-015-0281-4,BR adh1Δ +5gT,Saccharomyces cerevisiae,n-butanol (n-butanol),Not significantly improved,YPD,glucose,2%,Anaerobic,Not specified,21 days,30°C,Saccharomyces cerevisiae (BR adh1Δ),ADH1,TDH3-promoted ABE pathway genes with Ter instead of Bcd,"Ter, Cct, Adhe2, Hbd"
p152,10.1186.s13068-015-0281-4,"BR adh1Δ +5 g, A6A2",Saccharomyces cerevisiae,n-butanol (n-butanol),250-300 mg/L,YPD,glucose,2%,Anaerobic,Not specified,21 days,30°C,Saccharomyces cerevisiae (BR adh1Δ),ADH1,"TDH3-promoted ABE pathway genes, ALD6, ACS2","Ter, Cct, Adhe2, Bcd, Hbd, ALD6, ACS2"
p153,10.1006.mben.1999.0140,TN19,Saccharomyces cerevisiae,ethanol (ethanol),not specified,minimal medium,glucose,25 g/L,batch,5.00,not specified,30°C,TN9,gdh1,"GLN1, GLT1",
p153,10.1006.mben.1999.0140,TN19,Saccharomyces cerevisiae,glycerol (glycerol),reduced by 38%,minimal medium,glucose,25 g/L,batch,5.00,not specified,30°C,TN9,gdh1,"GLN1, GLT1",
p154,10.1016.j.jbiotec.2013.10.017,JN02,Saccharomyces cerevisiae,geraniol (geraniol),0.52 mg L⁻¹,YNB,glucose,2%,-,-,48 h,30°C,CEN.PK2-1C,-,GES1 (wild-type),-
p154,10.1016.j.jbiotec.2013.10.017,JN03,Saccharomyces cerevisiae,geraniol (geraniol),0.73 mg L⁻¹,YNB,glucose,2%,-,-,48 h,30°C,CEN.PK2-1C,-,coGES1,-
p154,10.1016.j.jbiotec.2013.10.017,JN04,Saccharomyces cerevisiae,geraniol (geraniol),-,YNB,glucose,2%,-,-,48 h,30°C,JN02,-,integrated coGES1,-
p154,10.1016.j.jbiotec.2013.10.017,JN05,Saccharomyces cerevisiae,geraniol (geraniol),1.57 mg L⁻¹,YNB,glucose,2%,-,-,48 h,30°C,JN04,-,tHMG1,-
p154,10.1016.j.jbiotec.2013.10.017,JN06,Saccharomyces cerevisiae,geraniol (geraniol),1.62 mg L⁻¹,YNB,glucose,2%,-,-,48 h,30°C,JN04,-,IDI1 (multi-copy),-
p154,10.1016.j.jbiotec.2013.10.017,JN07,Saccharomyces cerevisiae,geraniol (geraniol),0.98 mg L⁻¹,YNB,glucose,2%,-,-,48 h,30°C,JN04,-,IDI1 (integrated),-
p154,10.1016.j.jbiotec.2013.10.017,JN08,Saccharomyces cerevisiae,geraniol (geraniol),6.77 mg L⁻¹,YNB,glucose,2%,-,-,48 h,30°C,JN04,-,"IDI1, tHMG1",-
p154,10.1016.j.jbiotec.2013.10.017,JN09,Saccharomyces cerevisiae,geraniol (geraniol),-,YNB,glucose,2%,-,-,48 h,30°C,JN08,MAF1,IDI1,-
p154,10.1016.j.jbiotec.2013.10.017,JN10,Saccharomyces cerevisiae,geraniol (geraniol),36.04 mg L⁻¹,YNB,glucose,2%,-,-,48 h,30°C,JN09,-,ERG20 K197G,-
p155,10.1016.j.ymben.2007.03.002,HC42,Saccharomyces cerevisiae,glycerol (glycerol),0.46 g/g,SD,glucose,20 g/L,batch,5.0,not specified,30°C,CEN.PK2,"TPI1, ADH1","GPD1, ALD3",
p156,10.1016.j.ymben.2007.11.001,T 73 -4-pG1-Lis-URA (YR64),Saccharomyces cerevisiae,linalool (linalool),77 mg L-1,YPD,glucose,2%,batch,not specified,11 hours,30°C,T 73 -4,none,TDH3 p ::LIS::PGK1 t,LIS (from C. breweri)
p157,10.1016.j.ymben.2008.03.001,CEN7,Saccharomyces cerevisiae,taxadiene (taxadiene),30673 mg/l,YPD + RPC18,glucose,2%,batch,,48 h,28°C,CEN.PK2-1C,,"tHMG1, UPC2-1","T. chinensis taxadiene synthase, T. chinensis geranylgeranyl diphosphate synthase"
p157,10.1016.j.ymben.2008.03.001,CEN8,Saccharomyces cerevisiae,"taxadiene, geranylgeraniol (taxadiene, geranylgeraniol)","32073 mg/l, 27.6 mg/l",YPD + RPC18,glucose,2%,batch,,48 h,28°C,CEN7,,,S. acidocaldarius geranylgeranyl diphosphate synthase
p157,10.1016.j.ymben.2008.03.001,CEN9,Saccharomyces cerevisiae,taxadiene (taxadiene),228715 mg/l,YPD + RPC18,glucose,2%,batch,,48 h,28°C,CEN7,,"tHMG1, UPC2-1","codon-optimized T. chinensis taxadiene synthase, T. chinensis geranylgeranyl diphosphate synthase"
p157,10.1016.j.ymben.2008.03.001,CEN10,Saccharomyces cerevisiae,"taxadiene, geranylgeraniol (taxadiene, geranylgeraniol)","8.770.85 mg/l, 33.1 mg/l",YPD + RPC18,glucose,2%,batch,,48 h,28°C,CEN7,,"tHMG1, UPC2-1","codon-optimized T. chinensis taxadiene synthase, S. acidocaldarius geranylgeranyl diphosphate synthase"
p158,10.1016.j.ymben.2008.06.006,w303-1A (ura3-1),Saccharomyces cerevisiae,ethylene (ethylene),"240 mg/l h (shake flask), 420 mg/l h (bioreactor)",YNB w/o amino acids and ammonium sulphate,"glucose, glutamate",10 g/l,Batch,5.0,"shake flask: not specified, bioreactor: during growth",30°C,w303-1A,,EFE (ethene forming enzyme),EFE from Pseudomonas syringae
p159,10.1038.nbt.2509,JAy1,Saccharomyces cerevisiae,Isobutanol (Isobutanol),,Parent strain for engineering,Not specified,,,,,30°C,,,,
p159,10.1038.nbt.2509,JAy2 (background),Saccharomyces cerevisiae,Isobutanol (Isobutanol),,Empty plasmid control,2% glucose,,,,,30°C,,,,
p159,10.1038.nbt.2509,JAy38,Saccharomyces cerevisiae,Isobutanol (Isobutanol),,Overexpresses ILV genes,2% glucose,,,,,30°C,,,,
p159,10.1038.nbt.2509,"JAy49, JAy51, JAy53",Saccharomyces cerevisiae,Isobutanol (Isobutanol),,"Overexpresses α-KDC (Ll-kivd, Sc-kid1, Sc-aro10) targeted to mitochondria",2% glucose,,,,,30°C,,,,
p159,10.1038.nbt.2509,"JAy153, JAy161",Saccharomyces cerevisiae,"Isobutanol, Isopentanol, 2-Methyl-1-Butanol (Isobutanol, Isopentanol, 2-Methyl-1-Butanol)",,Complete isobutanol pathways targeted to mitochondria,20% glucose,,,,,30°C,,,,
p159,10.1038.nbt.2509,"JAy166, JAy174",Saccharomyces cerevisiae,Isobutanol (Isobutanol),,Complete isobutanol pathways targeted to cytoplasm,20% glucose,,,,,30°C,,,,
p160,10.1016.j.femsyr.2004.01.003,RWB202,Saccharomyces cerevisiae,ethanol (ethanol),-,synthetic,xylose,20 g l⁻¹,shake flask,6.0,79 days,30 °C,CEN.PK113-5D,-,XYL1 (Piromyces sp. E2),XYL1 (Piromyces sp. E2)
