identifier,doi,strain names,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene
p72,10.1186.1475-2859-9-96,HCT 10,(S)-3HV,0.11 g/L,LB,glucose with,"20 g/L glucose, 3 g/L threonine",shake-flask,,48h,30°C,MG1655,,ilvA (E. coli),"pET-PB-B, pCDF-T-H (hbd and tesB)"
p72,10.1186.1475-2859-9-96,HCT 10,(R)-3HV,0.22 g/L,LB,glucose with,"20 g/L glucose, 3 g/L threonine",shake-flask,,48h,30°C,MG1655,,ilvA (E. coli),"pET-PB-B, pCDF-T-P (tesB and ptb-buk)"
p72,10.1186.1475-2859-9-96,HCT 10,(S)-3HV,0.27 g/L,LB,glucose with,"20 g/L glucose, 3 g/L threonine",shake-flask,,48h,30°C,MG1655,,ilvA (C. glutamicum),"pET-PB-B, pCDF-T-H (hbd and tesB)"
p72,10.1186.1475-2859-9-96,HCT 10,(R)-3HV,0.91 g/L,LB,glucose with,"20 g/L glucose, 3 g/L threonine",shake-flask,,48h,30°C,MG1655,,ilvA (C. glutamicum),"pET-PB-B, pCDF-T-P (tesB and ptb-buk)"
p73,10.1186.1754-6834-6-60,YJM28,α-pinene,5.44 mg/L,LB medium,glucose,20 g/L,flask (shake-flask),7,24 h,30°C,E. coli BL21(DE3),-,"α-pinene synthase (Pt30), GPPS2 (Abies grandis)","Pt30 (Pinus taeda), GPPS2 (Abies grandis), mevalonate pathway genes including mvaE, mvaS, ERG8, ERG12, ERG19, IDI1 (from Saccharomyces cerevisiae)"
p73,10.1186.1754-6834-6-60,YJM28,α-pinene,0.97 g/L,fermentation medium,glucose,20 g/L,fed-batch fermentation,7,32 h,30°C,E. coli BL21(DE3),-,"α-pinene synthase (Pt30), GPPS2 (Abies grandis)","Pt30 (Pinus taeda), GPPS2 (Abies grandis), mevalonate pathway genes including mvaE, mvaS, ERG8, ERG12, ERG19, IDI1 (from Saccharomyces cerevisiae)"
p74,10.1186.s12934-014-0096-1,strain names,product,product titer [g l−1],medium,carbon source,carbon source concentration,vessel and feed mode,ph,time [h],temperature [°C],parent strain,knock out gene,overexpress gene,heterologous gene
p74,10.1186.s12934-014-0096-1,FUS4/pF81,L-Phenylalanine,0.13 - 0.21,MM,glucose/glycerol,"5 g l−1 for glucose, 3-6 g l−1 for glycerol","3.6 l-bioreactor, fed-batch",7.0,60,37,FUS4 (W3110),"aroF, pheA, tyrA","aroF, aroB, aroL",
p74,10.1186.s12934-014-0096-1,FUS4.2/pF81,L-Phenylalanine,0.08,MM,glycerol,0.5%,Shaking Flask,7.0,30,37,FUS4 (W3110),,glpK/pF81,
p74,10.1186.s12934-014-0096-1,FUS4.2-1/pF81,L-Phenylalanine,0.08,MM,glycerol,0.5%,Shaking Flask,7.0,30,37,FUS4 (W3110),,glpK G232D/pF81,
p74,10.1186.s12934-014-0096-1,FUS4.6/pF81,L-Phenylalanine,0.25,MM,glycerol,3-6 g l−1,"3.6 l-bioreactor, fed-batch",7.0,60,37,FUS4 (W3110),,glpX,
p74,10.1186.s12934-014-0096-1,FUS4.5/pF81,L-Phenylalanine,0.23,MM,glycerol,3-6 g l−1,"3.6 l-bioreactor, fed-batch",7.0,60,37,FUS4 (W3110),,tktA,
p74,10.1186.s12934-014-0096-1,FUS4.7/pF81,L-Phenylalanine,0.37,MM,glycerol,3-6 g l−1,"3.6 l-bioreactor, fed-batch",7.0,60,37,FUS4 (W3110),,"glpX, tktA",
p75,10.1186.s12934-014-0099-y,E. coli BL21(DE3) pEDA,DAMP4,7.4 g/L,CDM,glucose,20 g/L,fed-batch,6.9,~15 h,37°C,E. coli BL21,none,none,none
p75,10.1186.s12934-014-0099-y,"E. coli BL21(DE3) pEDA, p15aCSCx",DAMP4,6.7 g/L,CDM,sucrose,20 g/L,fed-batch,6.9,~15 h,37°C,E. coli BL21,none,none,cscAKB operon
p76,10.1186.s12934-014-0123-2,BY4741-PAL,styrene,20 ± 1 mg/L,SD-Leu,glucose,not specified,"sealed shake flask, batch mode",not specified,24h,32°C,BY4741,none,none,PAL2
p76,10.1186.s12934-014-0123-2,BY4741ΔFDC1-PAL,2-phenylethanol,98 ± 3 mg/L,SD-Leu,glucose,not specified,"sealed shake flask, batch mode",not specified,24h,32°C,BY4741ΔFDC1,FDC1,none,PAL2
p76,10.1186.s12934-014-0123-2,22A75D-PAL,styrene,18 ± 2 mg/L,SD-Leu,glucose,not specified,"sealed shake flask, batch mode",not specified,48h,32°C,BY4741,none,none,PAL2
p76,10.1186.s12934-014-0123-2,22A75D10-PAL,styrene,23 ± 2 mg/L,SD-Leu,glucose,not specified,"sealed shake flask, batch mode",not specified,48h,32°C,BY4741,ARO10,none,PAL2
p76,10.1186.s12934-014-0123-2,22A75D104-PAL,styrene,29 ± 2 mg/L,SD-Leu,glucose,not specified,"sealed shake flask, batch mode",not specified,48h,32°C,BY4741,ARO10,ARO4 K229L,PAL2
p77,10.1186.s12934-014-0185-1,WPJRg,pHCA,107 µM,M9,Glucose,55.5 mM,Shake Flask,,10 h,37°C,W3110,,"aroG fbr, tktA",PAL/TAL (R. glutinis)
p77,10.1186.s12934-014-0185-1,VPJRg,pHCA,107 µM,M9,Glucose,55.5 mM,Shake Flask,,10 h,37°C,VH33,,"aroG fbr, tktA",PAL/TAL (R. glutinis)
p77,10.1186.s12934-014-0185-1,WPJAt,CA,~ 530 µM,M9,Glucose,55.5 mM,Shake Flask,,10 h,37°C,W3110,,"aroG fbr, tktA",PAL/TAL (A. thaliana)
p77,10.1186.s12934-014-0185-1,VPJAt,CA,~ 530 µM,M9,Glucose,55.5 mM,Shake Flask,,10 h,37°C,VH33,,"aroG fbr, tktA",PAL/TAL (A. thaliana)
p77,10.1186.s12934-014-0185-1,WPJRg,pHCA,25 µM,M9,Xylose,66.6 mM,Shake Flask,,10 h,37°C,W3110,,"aroG fbr, tktA",PAL/TAL (R. glutinis)
p77,10.1186.s12934-014-0185-1,WPJAt,CA,736.8 µM,M9,Xylose,66.6 mM,Shake Flask,,10 h,37°C,W3110,,"aroG fbr, tktA",PAL/TAL (A. thaliana)
p77,10.1186.s12934-014-0185-1,WPJRg,pHCA,76.7 µM,M9,Arabinose,66.6 mM,Shake Flask,,10 h,37°C,W3110,,"aroG fbr, tktA",PAL/TAL (R. glutinis)
p77,10.1186.s12934-014-0185-1,WPJAt,CA,1022 µM,M9,Arabinose,66.6 mM,Shake Flask,,10 h,37°C,W3110,,"aroG fbr, tktA",PAL/TAL (A. thaliana)
p77,10.1186.s12934-014-0185-1,W(pheA-)Rg,pHCA,~ 322 µM,SH,Mixed sugars,See SH composition,Shake Flask,,,37°C,W3110,pheA,"aroG fbr, tktA",PAL/TAL (R. glutinis)
p78,10.1186.s12934-015-0192-x,B2/pED+pVio,violacein,0.6 ± 0.01 g L−1,M9-YE,glucose,10 g L−1,flask culture,7.0 ± 0.5,48 h,20°C,E. coli BL21 (DE3),"trpR, tnaA, pheA","trpE fbr, trpD",vio gene cluster
p78,10.1186.s12934-015-0192-x,B2/pED+pVio,violacein,1.75 g L−1,M9-YE,glucose,30 g L−1,5-L bioreactor batch fermentation,7.0 ± 0.5,48 h,37°C to 20°C,E. coli BL21 (DE3),"trpR, tnaA, pheA","trpE fbr, trpD",vio gene cluster
p78,10.1186.s12934-015-0192-x,B1/pVio,violacein,0.153 ± 0.005 g L−1,M9-YE,glucose,10 g L−1,flask culture,7.0 ± 0.5,48 h,20°C,E. coli BL21 (DE3),,,vio gene cluster
p79,10.1186.s12934-015-0232-6,AL17(pAL603),Isobutanol,4.9 g/L,M9 Production Media,Gluconate,20 g/L,Shaking flask,7,24 h,37°C,AL17,ascB,ascB,CBAP (N. crassa)
p79,10.1186.s12934-015-0232-6,AL17(pAL603),Isobutanol,4.1 g/L,M9 Production Media,Glucose + Gluconate,"10 g/L Glucose, 10 g/L Gluconate",Shaking flask,7,24 h,37°C,AL17,ascB,ascB,CBAP (N. crassa)
p79,10.1186.s12934-015-0232-6,AL17(pAL603),Isobutanol,4.2 g/L,M9 Production Media,Glucose,20 g/L,Shaking flask,7,24 h,37°C,AL17,ascB,ascB,CBAP (N. crassa)
p79,10.1186.s12934-015-0232-6,AL17(pAL603),Isobutanol,2.7 g/L,M9 Production Media,Commercial Cellobionic Acid,10.4 g/L,Shaking flask,7,24 h,37°C,AL17,ascB,ascB,CBAP (N. crassa)
p79,10.1186.s12934-015-0232-6,AL17(pAL603),Isobutanol,2.4 g/L,M9 Production Media,Synthesized Cellobionic Acid,16.9 g/L,Shaking flask,7,24 h,37°C,AL17,ascB,ascB,CBAP (N. crassa)
p79,10.1186.s12934-015-0232-6,AL17(pAL603),Isobutanol,1.4 g/L,Hydrolysate,Cellobionic Acid,9.7 g/L,Shaking flask,7,48 h,30°C,AL17,ascB,ascB,CBAP (N. crassa)
p80,10.1186.s12934-015-0285-6,gnd mutant,ethanol,1.43-fold,glycerol-based,glycerol,10 g/L (109 mM),crimp-top vials,7.5,46 h,37°C,BW25113,gnd,,
p80,10.1186.s12934-015-0285-6,gnd mutant,hydrogen,1.31-fold,glycerol-based,glycerol,10 g/L (109 mM),crimp-top vials,7.5,46 h,37°C,BW25113,gnd,,
p80,10.1186.s12934-015-0285-6,tdcE mutant,ethanol,1.19-fold,glycerol-based,glycerol,10 g/L (109 mM),crimp-top vials,7.5,46 h,37°C,BW25113,tdcE,,
p80,10.1186.s12934-015-0285-6,tdcE mutant,hydrogen,1.12-fold,glycerol-based,glycerol,10 g/L (109 mM),crimp-top vials,7.5,22 h,37°C,BW25113,tdcE,,
p80,10.1186.s12934-015-0285-6,M2 (ldhAgnd::kan),hydrogen,1.07-fold,glycerol-based,glycerol,10 g/L (109 mM),crimp-top vials,7.5,22 h,37°C,BW25113,"ldhA, gnd (multiple mutants)",,
p80,10.1186.s12934-015-0285-6,M5 (ldhAgndfrdBCtdcE::kan),hydrogen,"1.22-fold (70 h), 1.33-fold (94 h)",glycerol-based,glycerol,10 g/L (109 mM),crimp-top vials,7.5,94 h,37°C,BW25113,"ldhA, gnd, frdBC, tdcE (multiple mutants)",,
p80,10.1186.s12934-015-0285-6,M5 (ldhAgndfrdBCtdcE::kan),ethanol,1.41-fold,glycerol-based,glycerol,10 g/L (109 mM),crimp-top vials,7.5,70 h,37°C,BW25113,"ldhA, gnd, frdBC, tdcE (multiple mutants)",,
p81,10.1186.s12934-015-0291-8,HLC010,deoxycytidine,401 mg/L,Production medium,Glycerol,60 g/L,"Flask, Batch",,36 h,37°C,BL21(DE3),"deoA, udp, deoD, dcd, cdd, codA, thyA, purR, pepA, argR",,
p81,10.1186.s12934-015-0291-8,HLC010-pETGY,deoxycytidine,650 mg/L,Production medium,Glycerol,60 g/L,"Flask, Batch",,36 h,37°C,HLC010,,"pyrG, yfbR",
p81,10.1186.s12934-015-0291-8,HLC015-pETGY,deoxycytidine,967 mg/L,Production medium,Glucose,60 g/L,"Flask, Batch",,32 h,37°C,HLC010,pgi,"pyrG, yfbR",
p81,10.1186.s12934-015-0291-8,HLC010-pETNGY,deoxycytidine,552 mg/L,Production medium,,,"Flask, Batch",,36 h,37°C,HLC010,,"pyrG, yfbR",T4 nrdCAB
p81,10.1186.s12934-015-0291-8,HLC010-pETNG,deoxycytidine,401 mg/L,Production medium,,,"Flask, Batch",,36 h,37°C,HLC010,,pyrG,T4 nrdCAB
p81,10.1186.s12934-015-0291-8,HLC010-pETNY,deoxycytidine,410 mg/L,Production medium,,,"Flask, Batch",,36 h,37°C,HLC010,,yfbR,T4 nrdCAB
p82,10.1186.s12934-015-0301-x,W036,neurosporene,2.05 mg/g DCW,LB / M9 + Glucose,glucose,4% w/v,flask,,12h,37°C,BW25113,,,crtEBI
p82,10.1186.s12934-015-0301-x,P036 (Δpgi),neurosporene,"(stable, 25% > W036)",,,,flask,,30h,37°C,BW25113,pgi,,crtEBI
p82,10.1186.s12934-015-0301-x,KA036 (ΔpfkA),neurosporene,(25% > W036),,,,flask,,12h,37°C,BW25113,pfkA,,crtEBI
p82,10.1186.s12934-015-0301-x,KB036 (ΔpfkB),neurosporene,(25% > W036),,,,flask,,12h,37°C,BW25113,pfkB,,crtEBI
p82,10.1186.s12934-015-0301-x,KAB036 (ΔpfkAΔpfkB),neurosporene,(25% > W036),,,,flask,,12h,37°C,BW25113,"pfkA, pfkB",,crtEBI
p82,10.1186.s12934-015-0301-x,Z036,neurosporene,20% > W036,,,,flask,,12h,37°C,BW25113,,zwf,crtEBI
p82,10.1186.s12934-015-0301-x,E036,neurosporene,12% > W036,,,,flask,,12h,37°C,BW25113,,eda,crtEBI
p82,10.1186.s12934-015-0301-x,D036,neurosporene,20% < W036,,,,flask,,12h,37°C,BW25113,,edd,crtEBI
p82,10.1186.s12934-015-0301-x,SX036,neurosporene,5.03 mg/g DCW,,,,flask,,12h,37°C,BW25113,,dxs (low-copy plasmid),crtEBI
p82,10.1186.s12934-015-0301-x,TX036,neurosporene,3.20 mg/g DCW,,,,flask,,12h,37°C,BW25113,,"dxs (chromosomal, T5 promoter)",crtEBI
p82,10.1186.s12934-015-0301-x,TX-SX036,neurosporene,5.30 mg/g DCW,,,,flask,,12h,37°C,BW25113,,dxs (both plasmid and T5 chromosomal),
p82,10.1186.s12934-015-0301-x,PTX036 (Δpgi),neurosporene,6.94 mg/g DCW,,,,flask,,12h,37°C,BW25113,pgi,"dxs (chromosomal, T5 promoter)",crtEBI
p82,10.1186.s12934-015-0301-x,P-SX036 (Δpgi),neurosporene,9.40 mg/g DCW,,,,flask,,12h,37°C,BW25113,pgi,dxs (low-copy plasmid),crtEBI
p82,10.1186.s12934-015-0301-x,PTX-SX036 (Δpgi),neurosporene,10.71 mg/g DCW,,,,flask,,12h,37°C,BW25113,pgi,dxs (both plasmid and T5 chromosomal),
p82,10.1186.s12934-015-0301-x,P-AE-SX036 (Δpgi),neurosporene,25% > P-SX036,,,,flask,,12h,37°C,BW25113,pgi,"eda, dxs",crtEBI
p82,10.1186.s12934-015-0301-x,P-AS-SEX036 (Δpgi),neurosporene,30% > P-SX036,,,,flask,,12h,37°C,BW25113,pgi,"eda, dxs (scaffold)",crtEBI
p82,10.1186.s12934-015-0301-x,KA-SXID036,neurosporene,(lower than P-SXID036),,,,flask,,12h,37°C,BW25113,pfkA,dxs-idi-ispDF (plasmid),crtEBI
p82,10.1186.s12934-015-0301-x,KAB-SXID36,neurosporene,(lower than P-SXID036),,,,flask,,12h,37°C,BW25113,"pfkA, pfkB",dxs-idi-ispDF (plasmid),crtEBI
p82,10.1186.s12934-015-0301-x,PTXIGK-AEGG-SXID10RK,lycopene,17.8 ± 0.2 mg/g DCW,LB / M9 + Glucose,glucose,,flask,,24h,37°C,BW25113,"pgi, ptsG, galR::P119-glk","dxs, idi, eda-gnd (gnd rare codon), ispDF",crtEBI from pLY10RK
p83,10.1186.s13068-015-0270-7,BL21/pDG104,FABCEs,273 mg/L,LB/modified M9,glycerol,NR,"flask, batch",NR,28 h,30 °C,BL21 (DE3),,"ws/dgat, alsS, ilvC, ilvD",
p83,10.1186.s13068-015-0270-7,BL21/pDG104/pDG105,FABCEs,273 ± 40.9 mg/L,LB/modified M9,glycerol,NR,"flask, batch",NR,28 h,30 °C,BL21 (DE3),,"ws/dgat, alsS, ilvC, ilvD, tesA'",
p83,10.1186.s13068-015-0270-7,TL101/pDG104/pDG105,FABCEs,177 ± 21.9 mg/L,LB/modified M9,glycerol,NR,"flask, batch",NR,28 h,30 °C,TL101,fadE,"ws/dgat, alsS, ilvC, ilvD, tesA'",
p83,10.1186.s13068-015-0270-7,BL21/pDG110,BFAs,17 ± 0.7 mg/L,LB/modified M9,glycerol,NR,"flask, batch",NR,28 h,30 °C,BL21 (DE3),,"fabHB, BCKD",
p83,10.1186.s13068-015-0270-7,TL101/pDG110,BFAs,33 ± 5.4 mg/L,LB/modified M9,glycerol,NR,"flask, batch",NR,28 h,30 °C,TL101,fadE,"fabHB, BCKD",
p83,10.1186.s13068-015-0270-7,TL101/pDG104/pDG105/pDG110,BFABCEs,35 ± 5.7 mg/L,LB/modified M9,glycerol,NR,"flask, batch",NR,28 h,30 °C,TL101,fadE,"ws/dgat, alsS, ilvC, ilvD, tesA', fabHB, BCKD",
p83,10.1186.s13068-015-0270-7,P. pastoris/pDG103,FABCEs,169 ± 11.7 mg/L,YPD,NR,NR,"flask, batch",NR,28 h,30 °C,GS115,,"ws/dgat, adh2, aro10",
p84,10.1021.jf500355p,BuT-8LA,butyrate,3.4 g/L,modified Terrific broth,glucose,12 g/L,shake-flask,-,24 h,37°C,BL-A1,"adhE, ldhA, f rdA, pta",atoDAEB,"phaA, hbd, crt, ter"
p84,10.1021.jf500355p,BuT-8LA (with acetate),butyrate,4.1 g/L,modified Terrific broth,glucose + acetate,12 g/L + 2 g/L,shake-flask,-,24 h,37°C,BL-A1,"adhE, ldhA, f rdA, pta",atoDAEB,"phaA, hbd, crt, ter"
p84,10.1021.jf500355p,BuT-8L-ato,butyrate,6.8 g/L,modified Terrific broth,glucose + acetate,12 g/L + 8 g/L,shake-flask,-,24 h,37°C,BL-A1,"adhE, ldhA, f rdA, pta",atoDAEB,"phaA, hbd, crt, ter"
p84,10.1021.jf500355p,BuT-8L-ato,butyrate,>10 g/L,modified Terrific broth,glucose + acetate,initial 12 g/L + 8 g/L acetate + additional 8-10 g/L glucose,shake-flask,-,48 h,37°C,BL-A1,"adhE, ldhA, f rdA, pta",atoDAEB,"phaA, hbd, crt, ter"
p85,10.1021.sb400158w,FA3,Fatty acid,2.03 ± 0.1 g/L,minimal medium,glucose,2%,shaking flasks,-,25 h,37°C,E. coli BL21 (DE3),-,"tesA, acc",-
p86,10.1073.pnas.0308171100,TC44,pyruvate,749 mM,mineral salts,glucose,up to 9.8%,"BioFlo 3000 (Batch and fed-batch) fermentation, 3% initial glucose + additional 590 ml of 4 M stock over 20 h",7.0,18 h,37°C,W3110,ΔfocA-pflB ΔfrdBC ΔldhA ΔatpFH ΔadhE ΔsucA poxB::FRT ΔackA,,
p86,10.1073.pnas.0308171100,TC38,pyruvate,195 mM,mineral salts,glucose,,Batch fermentation,7.0,,37°C,W3110,ΔfocA-pflB ΔfrdBC ΔldhA ΔatpFH ΔadhE ΔsucA ΔackA,,
p86,10.1073.pnas.0308171100,TC42,pyruvate,< 30% theoretical max,mineral salts,glucose,,Batch fermentation,7.0,,37°C,W3110,ΔfocA-pflB ΔfrdBC ΔldhA ΔatpFH ΔadhE ΔsucA poxB,,
p87,10.1073.pnas.0702609104,Val (pKKilvBN),L-valine,1.31 g/l,NM2,glucose,20 g/l,flask culture,6.0,48 h,31°C,W3110,"ilvA, leuA, panB",ilvBN,
p87,10.1073.pnas.0702609104,Val (pKBRilvBNCED),L-valine,3.73 g/l,NM2,glucose,20 g/l,flask culture,6.0,48 h,31°C,W3110,"ilvA, leuA, panB","ilvBN, ilvCED",
p87,10.1073.pnas.0702609104,"Val (pKBRilvBNCED, pTrc184lrp)",L-valine,4.34 g/l,NM2,glucose,20 g/l,flask culture,6.0,48 h,31°C,W3110,"ilvA, leuA, panB","ilvBN, ilvCED, lrp",
p87,10.1073.pnas.0702609104,"Val (pKBRilvBNCED, pTrc184ygaZH)",L-valine,5.25 g/l,NM2,glucose,20 g/l,flask culture,6.0,48 h,31°C,W3110,"ilvA, leuA, panB","ilvBN, ilvCED, ygaZH",
p87,10.1073.pnas.0702609104,"Val (pKBRilvBNCED, pTrc184ygaZHlrp)",L-valine,7.61 g/l,NM2,glucose,20 g/l,flask culture,6.0,48 h,31°C,W3110,"ilvA, leuA, panB","ilvBN, ilvCED, ygaZH, lrp",
p87,10.1073.pnas.0702609104,VAMF (pKBRilvBNCED),L-valine,4 g/l,NM1,glucose,20 g/l,batch culture,6.0,,31°C,Val,"aceF, mdh, pfkA","ilvBN, ilvCED",
p87,10.1073.pnas.0702609104,"VAMF (pKBRilvBNCED, pTrc184ygaZHlrp)",L-valine,7.55 g/l,NM1,glucose,20 g/l,batch culture,6.0,,31°C,Val,"aceF, mdh, pfkA","ilvBN, ilvCED, ygaZH, lrp",
p89,10.1073.pnas.1206346109,P2,L-tyrosine,418 mg/l,MOPS minimal medium,glucose,5 g/l,Shake flask,,24 h,37°C,E. coli K-12,"ΔpheA, ΔtyrR",tyrA^fbr-aroG^fbr (two copies),
p89,10.1073.pnas.1206346109,rpoA14,L-tyrosine,893 mg/l,MOPS minimal medium,glucose,5 g/l,Shake flask,,48 h,37°C,P2,"ΔpheA, ΔtyrR",tyrA^fbr-aroG^fbr (two copies),Mutant rpoA
p89,10.1073.pnas.1206346109,rpoA27,L-tyrosine,798 mg/l,MOPS minimal medium,glucose,5 g/l,Shake flask,,48 h,37°C,P2,"ΔpheA, ΔtyrR",tyrA^fbr-aroG^fbr (two copies),Wild-type rpoA
p89,10.1073.pnas.1206346109,rpoD3,L-tyrosine,893 mg/l,MOPS minimal medium,glucose,5 g/l,Shake flask,,48 h,37°C,P2,"ΔpheA, ΔtyrR",tyrA^fbr-aroG^fbr (two copies),Mutant rpoD
p89,10.1073.pnas.1206346109,rpoA14^R,L-tyrosine,13.8 g/l,R medium,glucose,,2-l bioreactor,7.0,36 h,37°C,P2,"ΔpheA, ΔtyrR",tyrA^fbr-aroG^fbr (two copies),Mutant rpoA
p89,10.1073.pnas.1206346109,rpoA14^R,L-tyrosine,5.7 g/l,MOPS minimal medium,glucose,,2-l bioreactor,7.0,56 h,37°C,P2,"ΔpheA, ΔtyrR",tyrA^fbr-aroG^fbr (two copies),Mutant rpoA
p90,10.1073.pnas.1502866112,BW/H7,G-7-ADCA,2.50 ± 0.79,LB,Glucose,0.1-2% (wt/vol),,,8 h,30 °C,BW25113,,,scDAOCS-H7
p90,10.1073.pnas.1502866112,PG01/H7,G-7-ADCA,10.04 ± 0.77,LB,Glucose,0.1-2% (wt/vol),,,8 h,30 °C,BW25113,sucA,,scDAOCS-H7
p90,10.1073.pnas.1502866112,PG02/H7,G-7-ADCA,4.19 ± 0.73,LB,Glucose,0.1-2% (wt/vol),,,8 h,30 °C,BW25113,sucB,,scDAOCS-H7
p90,10.1073.pnas.1502866112,PG03/H7,G-7-ADCA,11.10 ± 0.70,LB,Glucose,0.1-2% (wt/vol),,,8 h,30 °C,BW25113,"sucA, poxB",acs,scDAOCS-H7
p90,10.1073.pnas.1502866112,PG04/H7,G-7-ADCA,3.59 ± 0.75,LB,Glucose,0.1-2% (wt/vol),,,8 h,30 °C,BW25113,sucC,,scDAOCS-H7
p90,10.1073.pnas.1502866112,PG05/H7,G-7-ADCA,12.19 ± 0.92,LB,Glucose,0.1-2% (wt/vol),,,8 h,30 °C,BW25113,"sucA, poxB, aceA, acs",,scDAOCS-H7
p90,10.1073.pnas.1502866112,PG06/H7,G-7-ADCA,1.73 ± 0.73,LB,Glucose,0.1-2% (wt/vol),,,8 h,30 °C,BW25113,sucD,,scDAOCS-H7
p90,10.1073.pnas.1502866112,PG07/H7,G-7-ADCA,8.79 ± 0.24,LB,Glucose,0.1-2% (wt/vol),,,8 h,30 °C,BW25113,"sucA, poxB, acs, iclR",,scDAOCS-H7
p90,10.1073.pnas.1502866112,PG08/H7,G-7-ADCA,3.79 ± 0.76,LB,Glucose,0.1-2% (wt/vol),,,8 h,30 °C,BW25113,aceA,,scDAOCS-H7
p90,10.1073.pnas.1502866112,PG12/H7,G-7-ADCA,9.63 ± 1.01,LB,Glucose,0.1-2% (wt/vol),,,8 h,30 °C,BW25113,ampC,,scDAOCS-H7
p90,10.1073.pnas.1502866112,PG14/H7,G-7-ADCA,17.88 ± 2.55,LB,Glucose,0.1-2% (wt/vol),,,8 h,30 °C,BW25113,"sucA, ampC",,scDAOCS-H7
p90,10.1073.pnas.1502866112,PG15/H7,G-7-ADCA,21.48 ± 1.08,LB,Glucose,0.1-2% (wt/vol),,,8 h,30 °C,BW25113,"sucA, poxB, acs, ampC",,scDAOCS-H7
p90,10.1073.pnas.1502866112,PG22/H7,G-7-ADCA,29.01 ± 1.27,LB,Glucose,0.1-2% (wt/vol),,,20 h,30 °C,BW25113,"sucA, poxB, acs, ampC, aceA",,scDAOCS-H7
p91,10.1073.pnas.1506781112,E. coli P5g,MA,68 mg/L,sugar,glucose/xylose,"6.6 g/L glucose, 3.3 g/L xylose",culture tube,-,96 h,37 °C,E. coli,"YdiB, AroE",-,"AroZ, AroY, CatA"
p91,10.1073.pnas.1506781112,P6.2/BXS,MA,850 mg/L,sugar,glucose/xylose,"6.6 g/L glucose, 3.3 g/L xylose",culture tube,-,96 h,37 °C,E. coli,-,-,"AroZ, AroY, CatA"
p91,10.1073.pnas.1506781112,P6.2/BXC,MA,850 mg/L,sugar,glucose/xylose,"6.6 g/L glucose, 3.3 g/L xylose",culture tube,-,96 h,37 °C,E. coli,xylA,-,"AroZ, AroY, CatA"
p91,10.1073.pnas.1506781112,P6.6/BXC,MA,"1,209 mg/L",sugar,glucose/xylose,"13.2 g/L glucose, 6.6 g/L xylose",batch bioreactor,6.8,-,37 °C,E. coli,-,"aroG, ppsA","AroZ, AroY, CatA"
p91,10.1073.pnas.1506781112,P6.6/BXC,MA,4.7 g/L,sugar,glucose/xylose,"13.2 g/L glucose, 6.6 g/L xylose",fed-batch bioreactor,7.1,-,37 °C,E. coli,-,"aroG, ppsA","AroZ, AroY, CatA"
p91,10.1073.pnas.1506781112,P6.2/BH2.9,4HB,2.3 g/L,sugar,glucose/xylose,"6.6 g/L glucose, 6.6 g/L xylose",fed-batch bioreactor,7.1,-,37 °C,E. coli,-,ShiA,"pobA, ubiC, entC"
p92,10.1002.biot.201300263,BL21,phenol,1.69 g/L,MR medium,glucose,20 g/L,fed-batch,6.8,27 h,37°C,B strain,"csrA, tyrR","aroK, tyrC, aroG A146N, tyrA A354V,M53I, ppsA, tktA, aroF",tpl
p92,10.1002.biot.201300263,PheBL21,phenol,3.79 g/L (final),MR medium,glucose,20 g/L + 600 g/L feeding,biphasic fed-batch with tributyrin,6.8,21 h,37°C,B strain,"csrA, tyrR","aroK, tyrC, aroG A146N, tyrA A354V,M53I, ppsA, tktA, aroF",tpl
p92,10.1002.biot.201300263,S17-1,tyrosine,2.0 ± 2.1 g/L,LB medium,glucose,10 g/L,flask culture,-,24 h,37°C,K-12 strain,"csrA, tyrR","aroK, tyrC, aroG A146N, tyrA A354V,M53I, ppsA, tktA, aroF",-
p92,10.1002.biot.201300263,W3110,phenol,392.6 ± 83 mg/L,LB medium,glucose,10 g/L,flask culture,-,24 h,37°C,K-12 strain,"csrA, tyrR","aroK, tyrC, aroG A146N, tyrA A354V,M53I, ppsA, tktA, aroF",tpl
p92,10.1002.biot.201300263,DH5α,phenol,412.4 ± 4.3 mg/L,LB medium,glucose,10 g/L,flask culture,-,24 h,37°C,K-12 strain,"csrA, tyrR","aroK, tyrC, aroG A146N, tyrA A354V,M53I, ppsA, tktA, aroF",tpl
p92,10.1002.biot.201300263,PheS17-1,phenol,380.6 ± 18 mg/L,LB medium,glucose,10 g/L,flask culture,-,24 h,37°C,K-12 strain,"csrA, tyrR","aroK, tyrC, aroG A146N, tyrA A354V,M53I, ppsA, tktA, aroF",tpl
p93,10.1002.bit.20159,JM101-fbr,L-Phe,0.1 ± 0.009 g/L,Modified minimal medium M9,Glucose,10 g/L,Baffled shake-flasks,not specified,10 h,not specified,JM101,,"aroG fbr, tktA, pheA fbr",
p93,10.1002.bit.20159,JM101-ev1,L-Phe,0.21 ± 0.01 g/L,Modified minimal medium M9,Glucose,10 g/L,Baffled shake-flasks,not specified,10 h,not specified,JM101,,"aroG fbr, tktA, pheA ev1",
