paper number,paper_number,doi,strain,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene
P114,P126,10.1002.bit.23259,HFdY,Escherichia coli,hydrogen (hydrogen),9.40 mmol H2 mol-1 glucose,M63A,glucose,7.5 g L-1,60-mL serum vials sealed with rubber septa,7.0,26 h,25°C,H,,fdxA;glpX;hydAEFG;yumC;zwf,fdxA (C. pasteurianum);hydA (C. acetobutylicum);hydE (C. acetobutylicum);hydF (C. acetobutylicum);hydG (C. acetobutylicum);yumC (B. subtilis)
P114,P126,10.1002.bit.23259,HFdYg,Escherichia coli,hydrogen (hydrogen),14.08 mmol H2 mol-1 glucose,M63A,glucose,7.5 g L-1,60-mL serum vials sealed with rubber septa,7.0,26 h,25°C,HFdY,,fdxA;glpX;hydAEFG;yumC;zwf,fdxA (C. pasteurianum);hydA (C. acetobutylicum);hydE (C. acetobutylicum);hydF (C. acetobutylicum);hydG (C. acetobutylicum);yumC (B. subtilis)
P114,P126,10.1002.bit.23259,HFdYgz,Escherichia coli,hydrogen (hydrogen),21.62 mmol H2 mol-1 glucose,M63A,glucose,7.5 g L-1,60-mL serum vials sealed with rubber septa,7.0,26 h,25°C,HFdYg,,fdxA;glpX;hydAEFG;yumC;zwf,fdxA (C. pasteurianum);hydA (C. acetobutylicum);hydE (C. acetobutylicum);hydF (C. acetobutylicum);hydG (C. acetobutylicum);yumC (B. subtilis)
,,,,,,,,,,,,,,,,,
P115,P2191,10.1016.j.ymben.2012.08.009,FRT-ΔfadE,Escherichia coli,fatty acids (fatty acids),0.26g fatty acid/g glucose consumed,minimal medium,2% glucose,2%,shake flask,7,3 days,37°C,E. coli DH1,fadE,fabA;fabB;fabF;fadR,
P115,P2191,10.1016.j.ymben.2012.08.009,FRT-ΔfadE,Escherichia coli,fatty acids (fatty acids),5.2±0.5g/L,minimal medium,2% glucose,2%,shake flask,7,3 days,37°C,E. coli DH1,fadE,fabA;fabB;fabF;fadR,
P115,P2191,10.1016.j.ymben.2012.08.009,LT-ΔfadD,Escherichia coli,fatty acids (fatty acids),0.7g/L,minimal medium,2% glucose,2%,shake flask,7,3 days,37°C,E. coli DH1,fadD;fadE,fabA;fabB;fabF,
P115,P2191,10.1016.j.ymben.2012.08.009,LT-ΔfadE,Escherichia coli,fatty acids (fatty acids),1.1g/L,minimal medium,2% glucose,2%,shake flask,7,3 days,37°C,E. coli DH1,fadE,fabA;fabB;fabF,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P118,P2250,10.1016.j.ymben.2014.02.009,E. coli LS-8,Escherichia coli,"MA (cis,cis-Muconic acid)",1425.71 mg/L,M9Y medium,"Glucose, glycerol","2.5 g/L glucose, 10 g/L glycerol","Shake flask, batch mode",Not specified,48 h,37°C,QH4,pheA;tyrA,EntC;PchB;aroG;aroG fbr;aroL;catA;nahG;nahG opt;ppsA;tktA,
P118,P2250,10.1016.j.ymben.2014.02.009,E. coli LS-8,Escherichia coli,"MA (cis,cis-Muconic acid)",1453.64 mg/L,M9Y medium,"Glucose, glycerol","2.5 g/L glucose, 10 g/L glycerol","Shake flask, batch mode",Not specified,48 h,37°C,QH4,pheA;tyrA,EntC;PchB;aroG;aroG fbr;aroL;catA;nahG;nahG opt;ppsA;tktA,
P118,P2250,10.1016.j.ymben.2014.02.009,E. coli LS-1,Escherichia coli,"MA (cis,cis-Muconic acid)",5.27 mg/L,M9Y medium,"Glucose, glycerol","2.5 g/L glucose, 10 g/L glycerol","Shake flask, batch mode",Not specified,48 h,37°C,QH4,pheA;tyrA,EntC;PchB;catA;nahG;nahG opt,
P118,P2250,10.1016.j.ymben.2014.02.009,SXX1,Escherichia coli,Salicylate (Salicylic acid),177.95 mg/L,M9Y medium,"Glucose, glycerol","2.5 g/L glucose, 10 g/L glycerol","Shake flask, batch mode",Not specified,48 h,37°C,E. coli ATCC31884,pheA;trpD;tyrA,EntC;PchB,
P118,P2250,10.1016.j.ymben.2014.02.009,QH4,Escherichia coli,Salicylate (Salicylic acid),778.16 mg/L,M9Y medium,"Glucose, glycerol","2.5 g/L glucose, 10 g/L glycerol","Shake flask, batch mode",Not specified,48 h,37°C,E. coli ATCC31884,pheA;tyrA,EntC;PchB,
,,,,,,,,,,,,,,,,,
P119,P2111,10.1016.j.ymben.2009.07.002,NZN111,E. coli,succinate (succinic acid),0.24±0.02g/L,M9 minimal,glucose,10 g/L,batch fermentation,,24h,37°C,,ldhA;pflB,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P122,P120,10.1002.bit.22984,Zwf,Escherichia coli,propanol (propanol),0.49 AE 0.07 g/g,nitrogen-free minimal medium,glucose,0.5 (AE0.2) mM,"100 mL-fermentor, 1:1 mixture of propane and air at a flow rate of 5 L h À1",7,2 h,258C,W3110,Zwf,,P450 PMO R2
P122,P120,10.1002.bit.22984,Zwf,Escherichia coli,propanol (propanol),0.49 AE 0.07 g/l,nitrogen-free minimal medium,glucose,0.5 (AE0.2) mM,"100 mL-fermentor, 1:1 mixture of propane and air at a flow rate of 5 L h À1",7,2 h,258C,W3110,Zwf,,P450 PMO R2
P122,P120,10.1002.bit.22984,W3110,Escherichia coli,propanol (propanol),0.52 AE 0.5 g/g,nitrogen-free minimal medium,glucose,0.5 (AE0.2) mM,"100 mL-fermentor, 1:1 mixture of propane and air at a flow rate of 5 L h À1",7,2 h,258C,,,,P450 PMO R2 (not specified)
P122,P120,10.1002.bit.22984,W3110,Escherichia coli,propanol (propanol),0.52 AE 0.5 g/l,nitrogen-free minimal medium,glucose,0.5 (AE0.2) mM,"100 mL-fermentor, 1:1 mixture of propane and air at a flow rate of 5 L h À1",7,2 h,258C,,,,P450 PMO R2 (not specified)
P122,P120,10.1002.bit.22984,NdhAdhLdh,Escherichia coli,propanol (propanol),0.71 AE 0.11 g/g,nitrogen-free minimal medium,glucose,0.5 (AE0.2) mM,"100 mL-fermentor, 1:1 mixture of propane and air at a flow rate of 5 L h À1",7,2 h,258C,W3110,AdhLdh;Dndh;ndh,,P450 PMO R2 (not specified)
P122,P120,10.1002.bit.22984,NdhAdhLdh,Escherichia coli,propanol (propanol),0.71 AE 0.11 g/l,nitrogen-free minimal medium,glucose,0.5 (AE0.2) mM,"100 mL-fermentor, 1:1 mixture of propane and air at a flow rate of 5 L h À1",7,2 h,258C,W3110,AdhLdh;Dndh;ndh,,P450 PMO R2 (not specified)
P122,P120,10.1002.bit.22984,NdhAdhLdh,Escherichia coli,propanol (propanol),1.71 AE 0.17 g/g,nitrogen-free minimal medium,glucose,0.5 (AE0.2) mM,"100 mL-fermentor, 1:1 mixture of propane and air at a flow rate of 5 L h À1",7,2 h,258C,W3110,AdhLdh;Dndh;ndh,,P450 PMO R2 (not specified)
P122,P120,10.1002.bit.22984,NdhAdhLdh,Escherichia coli,propanol (propanol),1.71 AE 0.17 g/l,nitrogen-free minimal medium,glucose,0.5 (AE0.2) mM,"100 mL-fermentor, 1:1 mixture of propane and air at a flow rate of 5 L h À1",7,2 h,258C,W3110,AdhLdh;Dndh;ndh,,P450 PMO R2 (not specified)
P122,P120,10.1002.bit.22984,NdhNuoAdhLdh,Escherichia coli,propanol (propanol),0.98 AE 0.21 g/g,nitrogen-free minimal medium,glucose,0.5 (AE0.2) mM,"100 mL-fermentor, 1:1 mixture of propane and air at a flow rate of 5 L h À1",7,2 h,258C,NdhNuo,AdhLdh;Dndh;DnuoA-N;ndh,,P450 PMO R2 (not specified)
P122,P120,10.1002.bit.22984,NdhNuoAdhLdh,Escherichia coli,propanol (propanol),0.98 AE 0.21 g/l,nitrogen-free minimal medium,glucose,0.5 (AE0.2) mM,"100 mL-fermentor, 1:1 mixture of propane and air at a flow rate of 5 L h À1",7,2 h,258C,NdhNuo,AdhLdh;Dndh;DnuoA-N;ndh,,P450 PMO R2 (not specified)
P122,P120,10.1002.bit.22984,Pgi,Escherichia coli,propanol (propanol),1.33 AE 0.21 g/g,nitrogen-free minimal medium,glucose,0.5 (AE0.2) mM,"100 mL-fermentor, 1:1 mixture of propane and air at a flow rate of 5 L h À1",7,2 h,258C,W3110,Pgi,,P450 PMO R2 (not specified)
P122,P120,10.1002.bit.22984,Pgi,Escherichia coli,propanol (propanol),1.33 AE 0.21 g/l,nitrogen-free minimal medium,glucose,0.5 (AE0.2) mM,"100 mL-fermentor, 1:1 mixture of propane and air at a flow rate of 5 L h À1",7,2 h,258C,W3110,Pgi,,P450 PMO R2 (not specified)
,,,,,,,,,,,,,,,,,
P123,P3717,10.1186.s12934-014-0096-1,FUS4/pF81,Escherichia coli,L-Phe (L-Phenylalanine),0.11 g l−1,MM + 0.5% glycerol,Glycerol,0.5%,Batch culture,7.0,30 hours,37°C,FUS4,,aroB;aroF;aroL,
P123,P3717,10.1186.s12934-014-0096-1,FUS4.6/pF81,Escherichia coli,L-Phe (L-Phenylalanine),0.25 ± 0.02 g l−1 h−1,MM + 0.5% glycerol,Glycerol,0.5%,Fed-batch culture,7.0,60 hours,37°C,FUS4.6,,aroB;aroF;aroL;glpX,
P123,P3717,10.1186.s12934-014-0096-1,FUS4.7/pF81,Escherichia coli,L-Phe (L-Phenylalanine),0.37 ± 0.01 g l−1 h−1,MM + 0.5% glycerol,Glycerol,0.5%,Fed-batch culture,7.0,60 hours,37°C,,,glpX;tktA,
,,,,,,,,,,,,,,,,,
P124,P150,10.1002.bit.25198,F4,E. coli,farnesene (farnesene),1.1 g/L,2xTY medium,glycerol,2%,shake flask,7.4,96 h,30 C,F1,,AFS;AtoB;ERG12;ERG13;ERG8;Idi;IspA;MVD1;erg13;erg8;tHMG1,a-farnesene synthase (Malus x domestica);afs (Malus x domestica);alf (Malus x domestica)
P124,P150,10.1002.bit.25198,F4,E. coli,farnesene (farnesene),731 mg/L,2xTY medium,glycerol,2%,shake flask,7.4,48 h,30 C,F1,,AFS;AtoB;ERG12;ERG13;ERG8;Idi;IspA;MVD1;erg13;erg8;tHMG1,a-farnesene synthase (Malus x domestica);afs (Malus x domestica);alf (Malus x domestica)
P124,P150,10.1002.bit.25198,F1,E. coli,farnesene (farnesene),130 mg/L,2xTY medium,glycerol,2%,shake flask,7.4,48 h,30 C,E. coli BL21(DE3),,AFS;AtoB;ERG12;ERG13;ERG8;Idi;IspA;MVD1;erg13;erg8;tHMG1,a-farnesene synthase (Malus x domestica);afs (Malus x domestica);alf (Malus x domestica)
,,,,,,,,,,,,,,,,,
P125,P3630,10.1186.1475-2859-13-64,TK52t,Escherichia coli,"1,3-PDO (1,3-propanediol)",22.9 ± 5.2 C-mol%,M9 medium,Glycerol,2 g/L,"Shaking flask, batch culture",Not specified,Not specified,37°C,TK52,tpiA,aldH;dhaB;gdrAB,aldH (E. coli MG1655);dhaB (Klebsiella pneumoniae subsp. pneumoniae);dhaB1 (Klebsiella pneumoniae subsp. pneumoniae);dhaB2 (Klebsiella pneumoniae subsp. pneumoniae);dhaB3 (Klebsiella pneumoniae subsp. pneumoniae);gdrA (Klebsiella pneumoniae subsp. pneumoniae);gdrAB (Klebsiella pneumoniae subsp. pneumoniae);gdrB (Klebsiella pneumoniae subsp. pneumoniae)
P125,P3630,10.1186.1475-2859-13-64,TK52tz,Escherichia coli,"1,3-PDO (1,3-propanediol)",37.7 ± 13.2 C-mol%,M9 medium,Glycerol,2 g/L,"Shaking flask, batch culture",Not specified,Not specified,37°C,TK52,tpiA;zwf,aldH;dhaB;gdrAB,aldH (E. coli MG1655);dhaB (Klebsiella pneumoniae subsp. pneumoniae);dhaB1 (Klebsiella pneumoniae subsp. pneumoniae);dhaB2 (Klebsiella pneumoniae subsp. pneumoniae);dhaB3 (Klebsiella pneumoniae subsp. pneumoniae);gdrA (Klebsiella pneumoniae subsp. pneumoniae);gdrAB (Klebsiella pneumoniae subsp. pneumoniae);gdrB (Klebsiella pneumoniae subsp. pneumoniae)
P125,P3630,10.1186.1475-2859-13-64,TK52tz,Escherichia coli,3HP (3-hydroxypropionic acid),20.1 ± 9.2 C-mol%,M9 medium,Glycerol,2 g/L,"Shaking flask, batch culture",Not specified,Not specified,37°C,TK52,tpiA;zwf,aldH;dhaB;gdrAB,aldH (E. coli MG1655);dhaB (Klebsiella pneumoniae subsp. pneumoniae);dhaB1 (Klebsiella pneumoniae subsp. pneumoniae);dhaB2 (Klebsiella pneumoniae subsp. pneumoniae);dhaB3 (Klebsiella pneumoniae subsp. pneumoniae);gdrA (Klebsiella pneumoniae subsp. pneumoniae);gdrAB (Klebsiella pneumoniae subsp. pneumoniae);gdrB (Klebsiella pneumoniae subsp. pneumoniae)
P125,P3630,10.1186.1475-2859-13-64,TK52tz,Escherichia coli,methylglyoxal (methylglyoxal),0.22 mM at maximum,M9 medium,Glycerol,2 g/L,"Shaking flask, batch culture",Not specified,Not specified,37°C,TK52,tpiA;zwf,aldH;dhaB;gdrAB,aldH (E. coli MG1655);dhaB (Klebsiella pneumoniae subsp. pneumoniae);dhaB1 (Klebsiella pneumoniae subsp. pneumoniae);dhaB2 (Klebsiella pneumoniae subsp. pneumoniae);dhaB3 (Klebsiella pneumoniae subsp. pneumoniae);gdrA (Klebsiella pneumoniae subsp. pneumoniae);gdrAB (Klebsiella pneumoniae subsp. pneumoniae);gdrB (Klebsiella pneumoniae subsp. pneumoniae)
P125,P3630,10.1186.1475-2859-13-64,TK52,Escherichia coli,3HP (3-hydroxypropionic acid),4.6 ± 0.8% carbon-molar yield of 3HP on consumed glycerol (C-mol%),M9 medium,Glycerol,2 g/L,"Shaking flask, batch culture",Not specified,Not specified,37°C,,,aldH;dhaB;gdrAB,aldH (E. coli MG1655);dhaB (Klebsiella pneumoniae subsp. pneumoniae);dhaB1 (Klebsiella pneumoniae subsp. pneumoniae);dhaB2 (Klebsiella pneumoniae subsp. pneumoniae);dhaB3 (Klebsiella pneumoniae subsp. pneumoniae);gdrA (Klebsiella pneumoniae subsp. pneumoniae (NBRC 14940));gdrAB (Klebsiella pneumoniae subsp. pneumoniae (NBRC 14940));gdrB (Klebsiella pneumoniae subsp. pneumoniae (NBRC 14940))
P125,P3630,10.1186.1475-2859-13-64,TK52,Escherichia coli,acetate (acetate),9.9 ± 1.8 C-mol%,M9 medium,Glycerol,2 g/L,"Shaking flask, batch culture",Not specified,Not specified,37°C,,,aldH;dhaB;gdrAB,aldH (E. coli MG1655);dhaB (Klebsiella pneumoniae subsp. pneumoniae);dhaB1 (Klebsiella pneumoniae subsp. pneumoniae);dhaB2 (Klebsiella pneumoniae subsp. pneumoniae);dhaB3 (Klebsiella pneumoniae subsp. pneumoniae);gdrA (Klebsiella pneumoniae subsp. pneumoniae (NBRC 14940));gdrAB (Klebsiella pneumoniae subsp. pneumoniae (NBRC 14940));gdrB (Klebsiella pneumoniae subsp. pneumoniae (NBRC 14940))
P125,P3630,10.1186.1475-2859-13-64,TK52,Escherichia coli,succinate (succinate),0.9 ± 0.1 C-mol%,M9 medium,Glycerol,2 g/L,"Shaking flask, batch culture",Not specified,Not specified,37°C,,,aldH;dhaB;gdrAB,aldH (E. coli MG1655);dhaB (Klebsiella pneumoniae subsp. pneumoniae);dhaB1 (Klebsiella pneumoniae subsp. pneumoniae);dhaB2 (Klebsiella pneumoniae subsp. pneumoniae);dhaB3 (Klebsiella pneumoniae subsp. pneumoniae);gdrA (Klebsiella pneumoniae subsp. pneumoniae (NBRC 14940));gdrAB (Klebsiella pneumoniae subsp. pneumoniae (NBRC 14940));gdrB (Klebsiella pneumoniae subsp. pneumoniae (NBRC 14940))
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P127,P2155,10.1016.j.ymben.2011.09.006,AMS002 (pLOI295),Escherichia coli,acetate (acetate),55mM,LB,glycerol,20 g/L,shake flask,,20h,37°C,,,,
P127,P2155,10.1016.j.ymben.2011.09.006,AMS001 (pLOI295),Escherichia coli,acetate (acetate),66mM,LB,glycerol,20 g/L,shake flask,,20h,37°C,,,,
P127,P2155,10.1016.j.ymben.2011.09.006,AMS001 (pCRADH2),Escherichia coli,ethanol (ethanol),12.5 mM,LB + Q1(5μM),glycerol,20 g/L,shake flask,,depletion,37°C,,,,
P127,P2155,10.1016.j.ymben.2011.09.006,AMS002 (pLOI295),Escherichia coli,ethanol (ethanol),4.2 mM,LB + Q1(5μM),glycerol,20 g/L,shake flask,,depletion,37°C,,,,
,,,,,,,,,,,,,,,,,
P128,P3725,10.1186.s12934-014-0135-y,EWIP5,Escherichia coli,isoprenol (isoprenol),16.2 mg L^-1,2 L M9 minimal salts medium,glucose,20 g L^-1,batch fermentation,7.0,48 h,34 C,E. coli W3110Δpgi (DE3),pgi,dxs;ispG;nudF,
P128,P3725,10.1186.s12934-014-0135-y,EWIP5,Escherichia coli,isoprenol (isoprenol),30.0 mg L^-1,50 mL semi-defined medium,glucose,10 g L^-1,shaking flask,7.0,48 h,30 C,E. coli W3110Δpgi (DE3),pgi,dxs;ispG;nudF,
P128,P3725,10.1186.s12934-014-0135-y,E. coli W3110 (DE3)/pACYC-nudF,Escherichia coli,isoprenol (isoprenol),2.2 mg L^-1,50 mL semi-defined medium,glucose,10 g L^-1,shaking flask,7.0,48 h,30 C,E. coli W3110 (DE3),,,nudF (Bacillus subtilis)
P128,P3725,10.1186.s12934-014-0135-y,E. coli W3110 (DE3)/pACYC-nudF,Escherichia coli,prenol (prenol),2.6 mg L^-1,50 mL semi-defined medium,glucose,10 g L^-1,shaking flask,7.0,48 h,30 C,E. coli W3110 (DE3),,,nudF (Bacillus subtilis)
,,,,,,,,,,,,,,,,,
P129,P3614,10.1186.1475-2859-12-56,BW ∆aceK ∆caiA p37cai,Escherichia coli,L(-)-carnitine (L(-)-carnitine),100% conversion,"Anaerobic, resting cells",Crotonobetaine,50 mM,"Flask, batch",7.5,2 hours,37°C,E. coli BW25113,aceK;caiA,cai operon,
P129,P3614,10.1186.1475-2859-12-56,BW ∆aceK ∆caiA p37cai,Escherichia coli,acetate (acetate),16.4 mM,"Anaerobic, LB-CB medium with fumarate",Crotonobetaine,50 mM,"Flask, batch",7.5,24 hours,37°C,E. coli BW25113,aceK;caiA,cai operon,
P129,P3614,10.1186.1475-2859-12-56,BW ∆caiA,Escherichia coli,L(-)-carnitine (L(-)-carnitine),20.7 mM,"Anaerobic, LB-CB medium",Crotonobetaine,50 mM,"Flask, batch",7.5,24 hours,37°C,E. coli BW25113,caiA,,
P129,P3614,10.1186.1475-2859-12-56,BW ∆caiA,Escherichia coli,L(-)-carnitine (L(-)-carnitine),28.7 mM,"Anaerobic, LB-CB medium with fumarate",Crotonobetaine,50 mM,"Flask, batch",7.5,24 hours,37°C,E. coli BW25113,caiA,,
P129,P3614,10.1186.1475-2859-12-56,BW p37cai,Escherichia coli,L(-)-carnitine (L(-)-carnitine),21.7 mM,"Anaerobic, LB-CB medium",Crotonobetaine,50 mM,"Flask, batch",7.5,24 hours,37°C,E. coli BW25113,,cai operon,
P129,P3614,10.1186.1475-2859-12-56,BW ΔaceK ΔcaiA p37cai,Escherichia coli,L(-)-carnitine (L(-)-carnitine),46 mM,"Anaerobic, LB-CB medium with fumarate",Crotonobetaine,50 mM,"Flask, batch",7.5,24 hours,37°C,E. coli BW25113,aceK;caiA,cai operon,
P129,P3614,10.1186.1475-2859-12-56,BW ΔaceK ΔcaiA p37cai,Escherichia coli,L(-)-carnitine (L(-)-carnitine),70% of conversion,"Aerobic, LB-CB medium with fumarate",Crotonobetaine,50 mM,"Flask, batch",7.5,24 hours,37°C,E. coli BW25113,aceK;caiA,cai operon,
P129,P3614,10.1186.1475-2859-12-56,BW ΔaceK ΔcaiA p37cai,Escherichia coli,L(-)-carnitine (L(-)-carnitine),92% of conversion,"Anaerobic, LB-CB medium with fumarate",Crotonobetaine,50 mM,"Flask, batch",7.5,24 hours,37°C,E. coli BW25113,aceK;caiA,cai operon,
P129,P3614,10.1186.1475-2859-12-56,E. coli BW25113,Escherichia coli,acetate (acetate),10.2 mM,"Anaerobic, LB-CB medium with fumarate",Crotonobetaine,50 mM,"Flask, batch",7.5,24 hours,37°C,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P135,P2241,10.1016.j.ymben.2014.01.003,BL21/pDG101,Escherichia coli,FASEs (Fatty acid short-chain esters),36±6.54mg/L,Modified M9 medium,Glycerol,20g/L,Shake flask,7.0,28h,37°C,BL21 (DE3),,ADH2;ARO10;WS/DGAT,ADH2 (S. cerevisiae YPH499);ARO10 (S. cerevisiae YPH499);WS/DGAT (A. baylyi ADP1)
P135,P2241,10.1016.j.ymben.2014.01.003,BL21/pDG101,Escherichia coli,FASEs (Fatty acid short-chain esters),1.8±0.30mg/g glycerol,Modified M9 medium,Glycerol,20g/L,Shake flask,7.0,28h,37°C,BL21 (DE3),,ADH2;ARO10;WS/DGAT,ADH2 (S. cerevisiae YPH499);ARO10 (S. cerevisiae YPH499);WS/DGAT (A. baylyi ADP1)
P135,P2241,10.1016.j.ymben.2014.01.003,BL21/pDG101,Escherichia coli,isobutanol (isobutanol),1.037±0.070g/g,Modified M9 medium,Glycerol,20g/L,Shake flask,7.0,28h,37°C,BL21 (DE3),,ADH2;ARO10;WS/DGAT,ADH2 (S. cerevisiae YPH499);ARO10 (S. cerevisiae YPH499);WS/DGAT (A. baylyi ADP1)
P135,P2241,10.1016.j.ymben.2014.01.003,BL21/pDG101,Escherichia coli,isobutanol (isobutanol),103.7±7.01mg/L,Modified M9 medium,Glycerol,20g/L,Shake flask,7.0,28h,37°C,BL21 (DE3),,ADH2;ARO10;WS/DGAT,ADH2 (S. cerevisiae YPH499);ARO10 (S. cerevisiae YPH499);WS/DGAT (A. baylyi ADP1)
P135,P2241,10.1016.j.ymben.2014.01.003,BL21/pDG101,Escherichia coli,isopentanol (isopentanol),86.3±1.13mg/L,Modified M9 medium,Glycerol,20g/L,Shake flask,7.0,28h,37°C,BL21 (DE3),,ADH2;ARO10;WS/DGAT,ADH2 (S. cerevisiae YPH499);ARO10 (S. cerevisiae YPH499);WS/DGAT (A. baylyi ADP1)
P135,P2241,10.1016.j.ymben.2014.01.003,BL21/pDG101,Escherichia coli,short-chain alcohols (short-chain alcohols),190±8.13mg/L,Modified M9 medium,Glycerol,20g/L,Shake flask,7.0,28h,37°C,BL21 (DE3),,ADH2;ARO10;WS/DGAT,ADH2 (S. cerevisiae YPH499);ARO10 (S. cerevisiae YPH499);WS/DGAT (A. baylyi ADP1)
P135,P2241,10.1016.j.ymben.2014.01.003,TL101/pDG101,Escherichia coli,FASEs (Fatty acid short-chain esters),72.7±1.11mg/L,Modified M9 medium,Glycerol,20g/L,Shake flask,7.0,28h,37°C,BL21 (DE3),fadE,,ADH2 (S. cerevisiae YPH499);ARO10 (S. cerevisiae YPH499);WS/DGAT (A. baylyi ADP1)
P135,P2241,10.1016.j.ymben.2014.01.003,TL101/pDG101,Escherichia coli,FASEs (Fatty acid short-chain esters),3.6±0.06mg/g glycerol,Modified M9 medium,Glycerol,20g/L,Shake flask,7.0,28h,37°C,BL21 (DE3),fadE,,ADH2 (S. cerevisiae YPH499);ARO10 (S. cerevisiae YPH499);WS/DGAT (A. baylyi ADP1)
P135,P2241,10.1016.j.ymben.2014.01.003,TL101/pDG101,Escherichia coli,isobutanol (isobutanol),84.8±2.26mg/L,Modified M9 medium,Glycerol,20g/L,Shake flask,7.0,28h,37°C,BL21 (DE3),fadE,,ADH2 (S. cerevisiae YPH499);ARO10 (S. cerevisiae YPH499);WS/DGAT (A. baylyi ADP1)
P135,P2241,10.1016.j.ymben.2014.01.003,TL101/pDG101,Escherichia coli,short-chain alcohols (short-chain alcohols),74.7±1.76mg/L,Modified M9 medium,Glycerol,20g/L,Shake flask,7.0,28h,37°C,BL21 (DE3),fadE,,ADH2 (S. cerevisiae YPH499);ARO10 (S. cerevisiae YPH499);WS/DGAT (A. baylyi ADP1)
P135,P2241,10.1016.j.ymben.2014.01.003,TL101/pDG101,Escherichia coli,short-chain alcohols (short-chain alcohols),84.8±2.26mg/L,Modified M9 medium,Glycerol,20g/L,Shake flask,7.0,28h,37°C,BL21 (DE3),fadE,,ADH2 (S. cerevisiae YPH499);ARO10 (S. cerevisiae YPH499);WS/DGAT (A. baylyi ADP1)
P135,P2241,10.1016.j.ymben.2014.01.003,TL101/pDG101/pMSD15,Escherichia coli,FASEs (Fatty acid short-chain esters),107.8±3.26mg/L,Modified M9 medium,Glycerol,20g/L,Shake flask,7.0,28h,37°C,BL21 (DE3),fadE,TesA';fadD,ADH2 (S. cerevisiae YPH499);ARO10 (S. cerevisiae YPH499);WS/DGAT (A. baylyi ADP1)
P135,P2241,10.1016.j.ymben.2014.01.003,TL101/pDG101/pMSD15,Escherichia coli,isobutanol (isobutanol),0.848±0.023g/g,Modified M9 medium,Glycerol,20g/L,Shake flask,7.0,28h,37°C,BL21 (DE3),fadE,TesA';fadD,ADH2 (S. cerevisiae YPH499);ARO10 (S. cerevisiae YPH499);WS/DGAT (A. baylyi ADP1)
P135,P2241,10.1016.j.ymben.2014.01.003,TL101/pDG102/pMSD15,Escherichia coli,FASEs (Fatty acid short-chain esters),209.1±2.62mg/L,MK medium,Glycerol,20g/L,Fed-batch bioreactor,7.0,24h,30°C,BL21 (DE3),fadE,TesA';fadD,ADH2 (S. cerevisiae YPH499);ARO10 (S. cerevisiae YPH499);WS/DGAT (A. baylyi ADP1)
P135,P2241,10.1016.j.ymben.2014.01.003,TL101/pDG102/pMSD15,Escherichia coli,FASEs (Fatty acid short-chain esters),1008mg/L,MK medium,Glycerol,20g/L,Fed-batch bioreactor,7.0,24h,30°C,BL21 (DE3),fadE,TesA';fadD,ADH2 (S. cerevisiae YPH499);ARO10 (S. cerevisiae YPH499);WS/DGAT (A. baylyi ADP1)
P135,P2241,10.1016.j.ymben.2014.01.003,TL101/pDG102/pMSD15,Escherichia coli,FASEs (Fatty acid short-chain esters),17.1mg/g glycerol,MK medium,Glycerol,20g/L,Fed-batch bioreactor,7.0,24h,30°C,BL21 (DE3),fadE,TesA';fadD,ADH2 (S. cerevisiae YPH499);ARO10 (S. cerevisiae YPH499);WS/DGAT (A. baylyi ADP1)
P135,P2241,10.1016.j.ymben.2014.01.003,TL101/pDG102/pMSD15,Escherichia coli,isobutanol (isobutanol),61.5±5.44mg/L,MK medium,Glycerol,20g/L,Fed-batch bioreactor,7.0,24h,30°C,BL21 (DE3),fadE,TesA';fadD,ADH2 (S. cerevisiae YPH499);ARO10 (S. cerevisiae YPH499);WS/DGAT (A. baylyi ADP1)
P135,P2241,10.1016.j.ymben.2014.01.003,TL101/pDG102/pMSD15,Escherichia coli,isobutanol (isobutanol),61.5±5.44mg/L,MK medium,Glycerol,20g/L,Fed-batch bioreactor,7.0,24h,30°C,BL21 (DE3),fadE,TesA';fadD,ADH2 (S. cerevisiae YPH499);ARO10 (S. cerevisiae YPH499);WS/DGAT (A. baylyi ADP1)
,,,,,,,,,,,,,,,,,
P136,P2220,10.1016.j.ymben.2013.06.001,BKM2,Escherichia coli,L-tyrosine (L-tyrosine),18.29mg/l,MOPS minimal medium,Glucose,5g/L,Shake flask culture,ND,24h,37℃,,,aroE;aroG;aroGfbr;glk;ppsA;tktA;tyrAfbr,
P136,P2220,10.1016.j.ymben.2013.06.001,BKT2,Escherichia coli,L-tyrosine (L-tyrosine),18.85mg/L,MOPS minimal medium,Glucose,5g/L,Shake flask culture,ND,24h,37℃,BKT1,pheA;tyrR,,
